"Sample","Riqueza","X0319.6G20","X0319.7L14","X11.24","Acetobacterales","Acidimicrobiales","Acidobacteriales","AKIW659","Alicyclobacillales","Anaerolineales","Azospirillales","B12.WMSP1","Babeliales","Bacillales","Bacteroidales","Bdellovibrionales","Blastocatellales","Blfdi19","Brevibacillales","Bryobacterales","Burkholderiales","C0119","Candidatus.Liptonbacteria","Catenulisporales","Caulobacterales","CCD24","Chitinivibrionia.Incertae.Sedis","Chitinophagales","Chlamydiales","Chloroflexales","Chloroplast","Chthoniobacterales","Chthonomonadales","Clostridia.UCG.014","Clostridiales","Corynebacteriales","Coxiellales","Cyanobacteriales","Cytophagales","Diplorickettsiales","Dongiales","EC3","Elev.1554","Elsterales","Elusimicrobiales","Enterobacterales","Entotheonellales","FCPU453","Fimbriimonadales","Flavobacteriales","Frankiales","Gaiellales","Gammaproteobacteria.Incertae.Sedis","Gemmatales","Gemmatimonadales","Group.1.1c","Haliangiales","Holophagales","Holosporales","Hydrogenispora","IMCC26256","Isosphaerales","JG36.TzT.191","Kapabacteriales","KF.JG30.C25","Ktedonobacterales","Lachnospirales","Lactobacillales","Legionellales","Lineage.IV","Longimicrobiales","Marine.Group.II","Micrococcales","Micromonosporales","Micropepsales","Microtrichales","mle1.27","MSB.4B10","Myxococcales","Nitrososphaerales","Nitrosotaleales","Nitrospirales","Obscuribacterales","Oligoflexales","Opitutales","Oscillospirales","Paenibacillales","Paracaedibacterales","Pedosphaerales","Peptostreptococcales.Tissierellales","Phycisphaerales","Polyangiales","Propionibacteriales","Pseudomonadales","Pseudonocardiales","Pyrinomonadales","RBG.13.54.9","Reyranellales","Rhizobiales","Rhodospirillales","Rickettsiales","Rokubacteriales","S085","Saccharimonadales","Salinisphaerales","SBR1031","Silvanigrellales","SJA.28","Solibacterales","Solirubrobacterales","Sphingobacteriales","Sphingomonadales","Spirochaetales","Steroidobacterales","Streptomycetales","Streptosporangiales","Subgroup.12","Subgroup.13","Subgroup.17","Subgroup.2","Subgroup.7","Syntrophobacterales","Tepidisphaerales","Thermoanaerobaculales","Thermomicrobiales","TSBb06","Unclassified.Order.in.Acidimicrobiia","Unclassified.Order.in.Acidobacteriae","Unclassified.Order.in.Actinobacteria","Unclassified.Order.in.AD3","Unclassified.Order.in.Alphaproteobacteria","Unclassified.Order.in.Anaerolineae","Unclassified.Order.in.bacteriap25","Unclassified.Order.in.Chloroflexi","Unclassified.Order.in.Cyanobacteria","Unclassified.Order.in.Desulfobacterota","Unclassified.Order.in.FCPU426","Unclassified.Order.in.FFCH5909","Unclassified.Order.in.Firmicutes","Unclassified.Order.in.GAL15","Unclassified.Order.in.Gammaproteobacteria","Unclassified.Order.in.Gitt.GS.136","Unclassified.Order.in.JG30.KF.CM66","Unclassified.Order.in.KD4.96","Unclassified.Order.in.Ktedonobacteria","Unclassified.Order.in.Latescibacterota","Unclassified.Order.in.Lineage.IIa","Unclassified.Order.in.Lineage.IIb","Unclassified.Order.in.Lineage.IIc","Unclassified.Order.in.Margulisbacteria","Unclassified.Order.in.MB.A2.108","Unclassified.Order.in.Myxococcota","Unclassified.Order.in.NB1.j","Unclassified.Order.in.Patescibacteria","Unclassified.Order.in.Pla4.lineage","Unclassified.Order.in.Polyangia","Unclassified.Order.in.Proteobacteria","Unclassified.Order.in.RCP2.54","Unclassified.Order.in.SAR324.clade.Marine.group.B.","Unclassified.Order.in.Sericytochromatia","Unclassified.Order.in.Subgroup.5","Unclassified.Order.in.Thermoplasmata","Unclassified.Order.in.TK10","Unclassified.Order.in.TX1A.33","Unclassified.Order.in.WPS.2","Vicinamibacterales","WD260","Xanthomonadales"
40,"mono",0,0,0.000602196980708931,0.00757937579168138,0.0026891210000623,0.209086944784766,0,0.000197271424714995,0,0,0.00171314658305127,0.000176506011587101,0.00725751188819902,0,0,0,0,0,0.0197167597649355,0.00609464875303694,0.000186888718151048,0,0.00262682476067861,0.0032186390348236,0,0,0.000986357123574974,0,0,0,0.0233714724754449,0,0,0,0,0,0,0,0.00106941877608655,0,0,0,0.0677160122100629,0,0,0.000280333077226571,0,0,0,0.0491309674605976,0.00253338040160309,0.0349481902942459,0.00208692401935337,0.00665531490749008,0,0.00296945407728887,0,0,0,0.00768320285732085,0,0,0,0.000332246610046307,0.0225097078306373,0,0,0,0,0,0,0,0.0035508856448699,0.0055132171854559,0.000155740598459206,0,0,0.0203604875719002,0,0.000114209772203418,0.000228419544406836,0.000342629316610254,0,0,0,0,0,0.00557551342483959,0,0,0.0069667961044085,0,0.000207654131278942,0,0.000332246610046307,0.000207654131278942,0,0.0916273854268331,0,0,0.000706024046348402,0,0,0.00024918495753473,0,0,0,0.0451855389662977,0.0270573333056461,0.000259567664098677,0.003924663081172,0,0.000207654131278942,0.00334323151359096,0,0,0.00613617957929273,0,0.122806653238366,0.00113171501547023,0,0,0,0,0,0.00975974417011027,0.00664493220092614,0,0.0723570820441473,0.0188653778266919,0,0,0.00281371347882966,0,0,0.000508752621633407,0,0,0.00499408185725855,0,0,0.00102788794983076,0,0,0,0.0012563074942376,0,0,0,0,0,0.000664493220092614,0,0,0,0,0.00559627883796748,0,0,0.00781817804265216,0.000259567664098677,0.01020620055236,0,0.0185123658035177,0.00859688103494819,0,0.000508752621633407
43,"mono",0,0,0.00105054509415263,0.00703666997026759,0.00293359762140733,0.154132804757185,0,0,0,0,0.00329038652130823,0,0.00917740336967294,0,0,0,0.000158572844400396,0,0.0226362735381566,0.0178592666005946,0.00106045589692765,0,0.00151635282457879,0.00226957383548067,0,0,0.00257680872150644,0,0,0,0.0247175421209118,0,0,0,0,0,5.94648166501487e-05,0,0.000465807730426165,0,0,0,0.0523587710604559,0,0,0.000475718533201189,0,0,0,0.0659365708622398,0.00295341922695738,0.0139544103072349,0.00325074331020813,0.00533201189296333,0.000237859266600595,0.0010009910802775,0.000376610505450942,0,0,0.00754212091179386,0.000773042616451933,0,0,0.000495540138751239,0.038404360753221,0,0,0,0,0,0,0.0118632309217047,0.00707631318136769,0.00529236868186323,0,0,0,0.0296927651139742,0,0.000277502477700694,0.000713577799801784,0.000237859266600595,0,0,0,0.00043607532210109,0,0.00414271555996036,0,0,0.00437066402378593,0,0,0.00132804757185332,0.00101090188305253,0.000218037661050545,0.00185332011892963,0.073994053518335,0,0,0.00163528245787909,0,0.00134786917740337,0.000723488602576809,0,0,0,0.0383349851337958,0.0317839444995045,0.00169474727452924,0.0154410307234886,0,0.000465807730426165,0.00252725470763132,0,0,0.00973240832507433,0,0.0980971258671952,0,0,0,0,0.000327056491575818,0,0.0087611496531219,0.00554013875123885,0,0.103191278493558,0.0165510406342914,0.00022794846382557,0,0.00272547076313181,0,0,0,0,0,0.00623389494549058,0,0,0.000644202180376611,0.000247770069375619,0.000743310208126858,0,0,0,0,0,0,0,0,0,0.000128840436075322,0,0,0.00580773042616452,0,0.000317145688800793,0.0045193260654113,0,0.0191575817641229,0,0.0252923686818632,0.0101288404360753,0,0.00112983151635282
46,"mono",0,0,0.000465959751152306,0.00906732488728811,0,0.232047956073848,0,0.000969700022668312,0,0,0.000894138981940911,0,0.0391154320832179,0,0,0,0,0,0.0154144523083898,0.0111200664937158,3.77805203637005e-05,0,0.00322393773770244,0.00302244162909604,0,0,0.00109563509054731,0,0,0,0.0172405107926353,0,0,0,0,0,0,0,0,0,0,0,0.0868574163161474,0,0.0121779210638995,0,0,0,0,0.0943631463617359,0.00522630531697857,0.0246077122635569,0.000868951968365111,0.00251870135758003,0,0.00206533511321563,0,0,0,0.0081605923985593,0,0,0,0,0.0170012341636652,0,0,0,0,0,0,0.0183487393899705,0.00571745208170667,0.00394176762461275,0,0,0,0.00629675339395008,0,0,0,0,0,0,0,0,0,0.00136009873309322,0,0,0.00545298843916077,0,0,0,0,0,0.00132231821272952,0.112648918217767,0,0,0.000957106515880412,0,0.000528927285091807,0,0,0,0,0.0365085761781226,0.028511699367806,0.000478553257940206,0.00924363398231872,0,0,0.00409288970606755,0,0,0.00272019746618643,0,0.0405259048434627,0.000667455859758708,0,0,0,0,0,0.0134498652494774,0.00419363776037075,0,0.0464952270609274,0.0185124549782132,0,0,0.00294688058836864,0,0,0,0,0,0.00206533511321563,0,0,0.000541520791879707,0,0,0,0,0,0,0,0,0,0.000214089615394303,0,0,0,0,0.00449588192328036,0,0,0.00630934690073798,0,0.0116489937788076,0,0.0135128327834169,0.00744276251164899,0,0.00128453769236582
49,"tri",0,0,0.000657995229534586,0.0207620994747788,0,0.17721221521144,0,0.000422996933272234,0,0,0.00244398228112846,0,0.0130189056129343,0,8.22494036918232e-05,0,0,0,0.040866203720023,0.0244280728964715,0.000822494036918232,0,0.00131599045906917,0.00424171924753546,0,0,0.00586320749174568,0,0.000223248381449235,0,0.0183416170232766,0,0,0.000481746507337822,0,0,0,0.00054049608140341,0.000493496422150939,0.00121024122575111,0,0,0.0616048033651756,0,0,0,0,0.000528746166590292,0,0.0775376878517631,0.00797819215810685,0.0175543727307977,0.0026672306625777,0.0104691740984878,9.39993185049408e-05,0.00461771652155522,0.00029374787032794,0,0,0.00895343508759562,0.000869493696170703,0,0,0,0.028669792144007,0,0,0,0,0,0.000328997614767293,0.0172488749456566,0.0122551611500817,0.00798994207291997,0.00533446132515539,0,0,0.0141116476905542,0,0,0.000422996933272234,0,0,0.000375997274019763,0,0.00054049608140341,0,0.00478221532893887,0,0,0.00724969743969356,0,8.22494036918232e-05,0.00227948347374482,0.000575745825842763,9.39993185049408e-05,0.00216198432561364,0.0972305450785482,0,0,0.000951743099862526,0,0.00240873253668911,0.00115149165168553,0.000305497785141058,0,0,0.0433924354048433,0.046353413937749,0.00189173628491193,0.0238288272410025,0,0.000458246677711587,0,0,0,0.00407722044015181,0,0.0343332510839296,0.000963493014675644,0,0.000646245314721468,0,0.000281997955514823,0,0.00571045859917516,0,0,0.0490088946855135,0.00437096831047975,0.000258498125888587,0,0.000763744462852644,0,0.000622745485095233,0,0,0,0.00224423372930546,0,0,0,0.000963493014675644,0,0,0.000328997614767293,0,0,0,0,0,0,0,0,0,0,0.00365422350687958,0,0.000446496762898469,0.0058749574065588,0,0.0197046071415982,0,0.0262845594369441,0.00930593253198914,0,0.00108099216280682
52,"mono",0,0,0.00127226463104326,0.0263021239029963,0,0.129303629848886,0,0,0.000181752090149037,0,0.00205120216025341,0,0.0126187879732045,0,0,0.000986654203666199,0,0,0.0326374824739056,0.0278859635457236,0.00132419379965727,0,0,0.00945110868774991,0,0,0.004959235602638,0,0.0004933271018331,0.000830866697824168,0.0181492444305967,0,0,0,0,0,0,0.000259645843070052,0,0.00215506049748144,0,0,0.0482681622267227,0,0,0,0,0,0,0.0779197175053227,0.0140208755257828,0.0175780235758426,0,0.0105156566443371,0,0.00563431479462014,0,0,0,0.0124630004673625,0,0,0.000233681258763047,0,0.0183829256893597,0.000103858337228021,0,0,0,0,0,0.0285091135690918,0.0209534195357532,0.00706236693150543,0.0019992729916394,0,0,0.0171366256426235,0,0,0.000103858337228021,0,0,0,0,0,0,0.00311575011684063,0,0,0.00103858337228021,0.0044659085008049,0,0.00971075453081996,0.000752972944903152,0,0,0.101235914213013,0,0,0,0,0.000311575011684063,0.000155787505842031,0,0,0,0.0442955808277509,0.0519810977826245,0.000675079191982136,0.0352599054889131,0,0.000415433348912084,0.00810095030378564,0,0,0.00166173339564834,0,0.0333385262501947,0.0004933271018331,0,0.000675079191982136,0,0,0,0.0143843797060809,0.00623150023368126,0,0.0688321129978709,0.0029599626109986,0,0,0.000960689619359194,0,0.000441397933219089,0,0,0,0.00262242301500753,0,0,0,0.00275224593654256,0,0.000233681258763047,0,0,0,0,0,0,0,0,0,0.00664693358259334,0,0,0,0,0.00275224593654256,0,0.0180453860933686,0,0.014877706807914,0.0074258711118035,0,0.00140208755257828
55,"tri",0.000318495681198563,0,0.000293016026702678,0.0120391367493057,0.000993706525339516,0.162700333783474,0,0,0,0,0.00220399011389406,0.000140138099727368,0.0100517236986266,0,0,0,0,0,0.0282951563176803,0.0116059826228756,0.000662471016893011,0,0.00198741305067903,0.00410222437383749,0,0,0.00189823425994344,0,0,0,0.0119881774403139,0,0,0,0.0014396004790175,0,0,0.000649731189645068,0,0,0,0,0.06117665044462,0,0,0,0,0,0,0.0903381150151604,0,0.0184090503732769,0.00208933166866257,0.00848472494712972,0,0.00229316890462965,0,0,0,0.0104466583433129,0,0,0,0.000777129462124494,0.0477233928707927,0,0,0,0,0,0,0.0117716003770989,0.00690498636838484,0.00752923790353403,0,0,0,0.0119499579585701,0,0.00015287792697531,0.00015287792697531,0,0,0,0,0,0,0.00247152648610085,0,0,0.00498127245394552,0,0,0,0,0.00010191861798354,0.0028155018217953,0.0874206945753816,0,0,0.000547812571661528,0.00010191861798354,0.00105740566157923,0.000649731189645068,0,0,0,0.0359390526664458,0.0453792646571713,0.000751649807628609,0.017733839529136,0,0.000547812571661528,0,0,0,0.0051851096899126,0,0.0590745789487095,0.00151603944250516,0,0,0.000611511707901241,0.000433154126430046,0,0.0117333808953551,0,0,0.123690982750274,0.00180905546920784,0,0,0.003325094911713,0,0,0.000407674471934161,0,0,0.00458633780925931,0,0,0.000917267561851861,0,0,0,0,0,0,0,0,0,0,0,0.000140138099727368,0,0,0.00284098147629118,0,0.000267536372206793,0.00507045124468112,0,0.0204729023874436,0,0.0177720590108798,0.00671388895966571,0,0.00136316151552985
58,"alt_div",0,0,0,0.00974526244171853,0,0.163088067556481,0,0,0,0,0.002121145418526,0,0.00970524083004823,0,0,0,0,0,0.0275148580233326,0.0154283312989014,0.000740399815900586,0,0,0.00500270145878775,0,0,0.00362195585616233,0,0,0,0.0107458027334761,0,0,0,0,0,0,0,0,0,0,0,0.0610529686030456,0,0,0.00040021611670302,0,0,0,0.0669561563244152,0,0.0147879855121766,0.0019610589718448,0.00500270145878775,0,0,0,0,0,0.0134472615212215,0,0,0,0,0.0257539071098393,0,0,0,0,0,0,0.0154483421047366,0.00986532727672943,0.00954515438336702,0,0,0,0.021471594661117,0,0,0,0,0,0,0,0,0,0.00144077802013087,0,0,0.00592319852720469,0,0,0,0.00020010805835151,0,0.00328177215696476,0.0817641526424269,0,0,0.00122065915594421,0,0.00120064835010906,0.000440237728373322,0,0,0,0.047185480159286,0.031937246112901,0.00158085366097693,0.0226322213995558,0,0.000440237728373322,0,0.00142076721429572,0,0.00564304724551258,0.000220118864186661,0.100554299321634,0,0,0,0,0,0,0.00324175054529446,0,0,0.128309287014988,0.00164088607848238,0,0,0,0,0,0,0,0,0.00420226922538171,0,0,0.000780421427570888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00350189102115142,0,0.000500270145878775,0.00368198827366778,0,0.0185900386208553,0,0.0249934964881036,0.00698377123646769,0,0.00308166409861325
61,"mono",0,0.000564673994880289,0,0.0120338302464488,0.00335039903628972,0.212718968026904,0,0.000464287506901571,0,0,0.0018947949605983,0,0.011782864026502,0,0,0,0.000150579731968077,0,0.039778145861567,0.00981277919991969,0.000326256085930834,0,0.00252221051046529,0.00528283892988004,0,0,0.00323746423731366,0,0,0,0.00976258595593033,0,0,0,0.00180695678361693,0,0,0,0.000238417908949455,0,0,0,0.0661797921999699,0,0,0,0,0,0,0.0529789690307685,0.00437936053807158,0.018947949605983,0.00194498820458766,0.00450484364804497,0.000175676353962757,0.00445465040405561,0,0,0,0.0109672238116749,0,0,0,0.00051448075089093,0.0242809817798524,0,0,0,0,0,0,0.0103272599508106,0.00420368418410882,0.00878381769813783,0,0,0,0.0106033227927521,0,0,0,0.000213321286954776,0,0,0,0,0,0.00378958992119661,0,0,0.00675099131656879,0.000188224664960096,0.000313707774933494,0,0.000388997640917533,0.000112934798976058,0.00264769362043869,0.0962706419715906,0,0,0.00050193243989359,0,0.00160618380765949,0.000426642573909552,0.000138031420970737,0,0,0.0489258645786277,0.0301535913266074,0.000602318927872308,0.0176931185062491,0,0,0.00254730713245997,0,0,0.0033127541032977,0,0.06773578276364,0.00121718616674196,0,0,0,0.000388997640917533,0,0.00690157104853687,0.00698940922551824,0,0.091853636500527,0.00257240375445465,0,0,0.00190734327159564,0,0.000464287506901571,0,0,0,0.00271043517542539,0,0,0.000991316568789841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00257240375445465,0,0,0.00494403453295186,0,0.0166265120714752,0,0.025410329769613,0.00862068965517241,0,0.00253475882146263
64,"pasto",0,0,0.000309246469436141,0.00990963130948699,0.00180050166649486,0.194131189224479,0,0.000391712194619111,8.93378689482184e-05,0.00122324159021407,0.00262515891832457,8.24657251829708e-05,0.0292684602961894,0,0,0,0.000116826444009209,0,0.034058344500567,0.0153180084527368,0.000377967907088616,0,0.00222657457994021,0.00627426725767103,0,0,0.00477613991684706,0,0,0,0.0216335085729993,0,0,0.00048105006356733,0.00147751090952823,0,0,0,0.000934611552073669,0,0,0,0.0600350479332028,0,0,0.00028175789437515,0,0.000426072913445349,0,0.075057554204034,0.00408205339655706,0.0209531663402398,0.00391024980242587,0.00659725801463767,0.000474177919802082,0.00434319485963646,0,0,0,0.00859705185032471,0.00129196302786654,0,0.000151187162835447,0.00048105006356733,0.0280108579871491,0,0,0,6.87214376524757e-05,0,0,0.00564203003126825,0.00475552348555132,0.0086245404253857,0.000123698587774456,0,0,0.0139435796996873,0,0.000109954300243961,6.87214376524757e-05,0.000302374325670893,0,0,0,0,0,0.00511974710510944,0.000295502181905645,0,0.00705081950314401,0,0,0,0.000336735044497131,0.000158059306600694,0.00261141463079408,0.0852008384015394,0,0,0.000852145826890699,0,0.00463182489777686,0.000213036456722675,0.000419200769680102,0,0,0.0416314469298698,0.0410198261347627,0.000893378689482184,0.0158128028038347,0,0.000384840050853864,0.00277634608116002,0,0,0.0046661856166031,0,0.0623234718070302,0.0012713465965708,0,0.000460433632271587,0,0.000288630038140398,0,0.00799917534274817,0.00367659691440745,0.0045356148850634,0.0525031783664914,0.00847335326255025,0.000144315019070199,0,0,0,0.000247397175548912,0.000274885750609903,0,0,0.00252894890561111,0,0,0.000680342232759509,0,0.000247397175548912,0,0,0.000144315019070199,0,0,0,0,0.000501666494863073,0.00019929216919218,0,0,0,0.00498917637356973,0,0.000446689344741092,0.00476239562931657,0.000219908600487922,0.0196474590248428,0,0.0243205167852111,0.0079167096175652,0,0.0012850908841013
67,"mono",0,0.00084691567139672,0.000890125654631246,0.00873705861002126,0,0.204573344625542,0,0,0.000181481929585011,0,0.00135679347356413,0.00235062308795824,0.0202914081269336,0,0,0,0.000414815839051454,0,0.0298840244049985,0.0143543564305097,0.000579013775342655,0,0.00137407746685794,0.00414815839051454,0.000207407919525727,0,0.00429507233351193,0,0,7.77779698221477e-05,0.0237741327756365,0,0,0.000630865755224087,0.00156420139308986,0.000181481929585011,0,0.000691359731752424,0.000674075738458613,0.00236790708125205,0,0,0.058774219195603,0,0,0,0,0.000449383825639076,0.00042345783569836,0.0633631194151097,0.00865063864355221,0.0200407902241734,0.00184074528579083,0.00662841142817637,0,0.00487408610885459,0,0,0,0.00718149921357831,0.000483951812226697,0,0.000155555939644295,0,0.0181395509618542,0,0,0,0,0,0,0.00642100350865064,0.00972224622776846,0.00910866446583819,0.00558272983390082,0,0,0.0189691826399571,0,0,0.000216049916172633,0.000354321862523117,0,0,0,0,0,0.00589384171318942,0,0,0.00610989162936205,0.00057037177869575,0,0.00161605337297129,0.00121852152721365,0,0.00210000518519799,0.0888570095234803,0.000285185889347875,0,0.00084691567139672,0.000337037869229307,0.00127901550374198,0.00044074182899217,0.000181481929585011,0,0,0.0513161760893237,0.0301260003111119,0.000959261627806488,0.015054358158909,0,0,0.00333581070570545,0.000916051644571962,0,0.00398396045422334,0.000138271946350485,0.0815545223568453,0.00170247333944034,0,0,0.00058765577198956,0.000345679865876212,0,0.00431235632680575,0.00563458181378226,0,0.0535803792108129,0.0116407694833814,0,0,0,0,0.000354321862523117,5.18519798814318e-05,0,0,0.00199630122543512,0,0,0.000967903624453394,0.000613581761930276,0.000181481929585011,0.000267901896054064,0,0,0,0,0.00014691394299739,0,0.000207407919525727,0,0,0,0,0.00437285030333408,0,0,0.00819261282126623,6.04939765283371e-05,0.0132827488462934,0,0.0159790518001279,0.010949409751629,0,0.0016246953696182
70,"tri",0,0.000681780780051251,0.00281332528779769,0.0108379634346078,0.000854185115236625,0.202191102368992,0,0,0,0.0019121208084196,0.00210803482567571,0.000470193641414656,0.0122015249947103,0,0.00016456777449513,0.000180240895875618,0,0,0.0197167866966546,0.0125463336650811,0.000219423699326839,0,0.00166135086633178,0.00423957933342215,0,0,0.00337755765749528,0.000117548410353664,0,0.000148894653114641,0.0168486054840252,0,0,0.000391828034512213,0.00160649494150007,0,0,0,0.00219423699326839,0,0,0,0.070066689131474,0,0,0.000376154913131725,0,0.000360481791751236,0,0.0514626940528341,0,0.0189566403097009,0.00220991011464888,0.00411419436237824,0.000211587138636595,0.00376154913131725,0.000289952745539038,0,0,0.00663756690463689,0.00075230982626345,0,0,0.000963896964900045,0.0237526154521304,0,0,0,0,0,0,0.00550126560455147,0.00448251271481972,0.00842430274201258,8.62021675926869e-05,0,0,0.0257587749888329,0,0.000141058092424397,0.000148894653114641,0.000266443063468305,0,8.62021675926869e-05,0,0,0,0.00309544147264648,0,0,0.00680997123982227,0,0,0.00110495505732444,0.000399664595202458,0.000125384971043908,0.00249986286018792,0.0781461832031158,0,0,0.00166135086633178,0,0.000572068930387831,0.000250769942087816,0.000415337716582946,0,0,0.0503734121168901,0.0283526765773038,0.00058774205176832,0.00992108583384924,0,0.000673944219361007,0.00225692947879035,0.000454520520034167,0,0.00548559248317099,0,0.137531640113787,0.000485866762795144,0,0.000141058092424397,0.000415337716582946,0,0,0.00523482254108317,0.0076484832336784,0,0.0648945590759128,0.00716261647088326,9.40387282829312e-05,0,0.00122250346767811,0.000258606502778061,0.000282116184848794,0.000235096820707328,0,0,0.00357347167475138,0.00231178540362206,0,0,0,0,0,0,0,0,0,0,0,0.000869858236617113,0,0,0,0,0.0067629518756808,0,0,0.00597929580665637,0.000172404335185374,0.010524501006998,0,0.016331392478469,0.00558746777214416,0,0.0027976521664172
73,"mono",0,0.000370770291542535,0.000656978937645544,0.0149869254686667,0.00113182510049826,0.20637594806614,0,0,0,0.00240675452404803,0.00225714545903964,2.60189678275463e-05,0.0125086187830929,0,0.000123590097180845,0,0,0,0.0303055927771345,0.0281330089635344,0.000292713388059896,0,0.00192540361923842,0.00869033525440046,0,0,0.00561359230879311,0,0,3.90284517413194e-05,0.0181612395436273,0,0,0.000357760807628761,0.00200346052272106,0,0,0.000383779775456308,0.00126191993963599,0,0,0,0.0666801098000442,0,8.45616454395254e-05,0.000156113806965278,0,0.000617950485904224,0.000110580613267072,0.0636423953061782,0.00298567655821094,0.0265458519260541,0.00196443207097974,0.00496311811310445,0,0.00694706440995486,0,0,0,0.00854072618939207,0.00126191993963599,0,5.20379356550926e-05,0.000442322453068287,0.0197939297748058,0,0,0,0,0,0.00020815174262037,0.00632260918209375,0.0109344712295263,0.0108303953582161,8.45616454395254e-05,0,0,0.0158325419230619,0,0,0,0.000624455227861111,0,0.000130094839137731,0,0,0,0.00395488310978703,0,0,0.00901557235224479,0,0,0,0,7.80569034826388e-05,0.00306373346169357,0.0888352609051999,0.000429312969154514,0,0.00109930139071383,0,0.000513874614594039,0.00024718019436169,0.000331741839801215,0,0,0.0423458701393316,0.0392756319356811,0.000429312969154514,0.0132306451403073,0,0.000240675452404803,0.00238724029817737,0.00047484616285272,0,0.00431914865937268,0,0.0681371719983868,0.000865130680265914,0,0,0,0.000299218130016782,0,0.00815044167197887,0.00395488310978703,0,0.0489481832255714,0.00327838994627083,0,0,0.00207501268424682,0,0.000266694420232349,0.000448827195025173,0,0,0.00267995368623727,0.00239374504013426,0,0,0,0.000214656484577257,0,0.000286208646103009,0,0,0,0,0,0.000487855646766493,0,0,0,0,0.00451429091807928,0,0,0.00450128143416551,0,0.0160732173754667,0,0.0211859445535796,0.00625756176252488,0,0.00694055966799797
76,"mono",0,0,0.00082929318703751,0.0104162869536689,0,0.186882586665695,0,0,0,0.000920424306492181,0.00319870229285897,0,0.0194564940035723,0,0,0,0.000200488462800277,0,0.0229194765428499,0.00680749462326395,0.000218714686691211,0,0.00154922903072941,0.00455655597273357,0,0,0.0025243320088944,0,0,0,0.0292986549046768,0,0,0.000592352276455364,0.00172237815769329,0,0,0,0.000683483395910035,0,9.11311194546714e-05,0,0.0833758611890788,0,0,0.000236940910582146,0,0.000309845806145883,0,0.0591167571902453,0.00404622170378741,0.0284875879415303,0.00297087449422229,0.00473881821164291,0.000109357343345606,0.00333539897204097,0.000109357343345606,0,2.73393358364014e-05,0.0089855283782306,0.000154922903072941,0,0,0.000373637589764153,0.0222359931469398,0,0,0,0,0,0,0.00800131228812015,0.00344475631538658,0.00502132468195239,0.000820180075092042,0.000182262238909343,0,0.0142437939707651,0,0,0,0,0,0,0,0,0,0.00315313673313163,0,0,0.00516713447307987,0,0.000164036015018408,0,0.000555899828673495,0,0.00253344512083986,0.101000619691612,0,0,0.00105712098567419,0.00012758356723654,0.000856632522873911,0.000118470455291073,0,0,0,0.0391043633579995,0.0389950060146539,0.000455655597273357,0.011081544125688,0,0.000309845806145883,0.00275215980753108,0,0,0.00472970509969744,0,0.060866474683775,0.00163124703823862,0,0,0.000747275179528305,0,0,0.0137061203659826,0.00662523238435461,0,0.0785276856340903,0.0100335362519593,0.000145809791127474,0,0.00275215980753108,0.000200488462800277,0.000246054022527613,0.00012758356723654,0,0,0.00404622170378741,0,0,0.000965989866219517,0.000419203149491488,0,0.000209601574745744,0,0,0,0,0.00019137535085481,0,0.000428316261436956,0,0,0,0,0.00527649181642547,0,0,0.00594174898844457,0.000209601574745744,0.0157747967776036,0,0.0251795283053257,0.00921335617686728,0,0.00117559144096526
79,"tri",0.000261446452498448,0.000343148468904213,0.000147063629530377,0.0109235595934508,0.00217327363639335,0.226306415242328,0,0,0,0.00060459492140266,0.00123370044772705,0,0.0211199712408902,0,0,0,7.35318147651884e-05,0,0.0292493218732638,0.00789241478479689,0.000310467662341907,0,0.00184646557077029,0.00607863002058891,0,0,0.0012173600444459,0,0,0,0.0149351285989738,0,0,0.000571914114840354,0.0018056145625674,0,0,0.00016340403281153,0.00214876303147162,0.000228765645936142,0,0,0.072575901173241,0,0,0,0,0,0,0.0612846825059642,0.00693650119284944,0.0262590280728128,0,0.00609497042387006,9.80424196869179e-05,0.00290859178404523,0,0,0,0.0080966698258113,0,0,0,0.000261446452498448,0.0257606457727377,0,0,0,0,0,0,0.00732867087159711,0.00784339357495343,0.00792509559135919,0.00170757214288049,0,0,0.00589888558449623,0,0,0,0.000531063106637472,0,0,0,0,0,0.00405242001372594,0.000114382822968071,0,0.00580084316480931,0.000506552501715742,0,0,0.000220595444295565,0,0.00245106049217295,0.121670642831465,0.000171574234452106,0,0.000457531291872283,0,0.00102944540671264,0.00032680806562306,0,0,0,0.0414637733259257,0.0322232752704337,0,0.0161933396516226,0,0.000375829275466519,0,0,0,0.00383182456943037,0,0.0526651197751561,0.00102127520507206,0,0,0.000383999477107095,0.00030229746070133,0,0.00711624562894212,0.00458348312036341,0,0.0511781430765711,0.0149596392038956,0,0,0.00142161508546031,0.000196084839373836,0.000196084839373836,0.000457531291872283,0,0,0.00245106049217295,0,0,0.000915062583744567,0,0,0,0.000694467139449002,3.2680806562306e-05,0,0,0,0,0,0,0.000114382822968071,0.00211608222490931,0,0.00310467662341907,0,0,0.00700186280597405,0.000245106049217295,0.0166835517500572,0,0.0208421843851106,0.00811301022909245,0,0.00116833883460244
