"Sample","Riqueza","Acidobacteriota","Actinobacteriota","Armatimonadota","Bacteroidota","Bdellovibrionota","Chloroflexi","Crenarchaeota","Cyanobacteria","Dependentiae","Desulfobacterota","Elusimicrobiota","Entotheonellaeota","FCPU426","Fibrobacterota","Firmicutes","GAL15","Gemmatimonadota","Latescibacterota","Margulisbacteria","Methylomirabilota","Myxococcota","NB1.j","Nitrospirota","Patescibacteria","Planctomycetota","Proteobacteria","RCP2.54","SAR324.clade.Marine.group.B.","Spirochaetota","Thermoplasmatota","TX1A.33","Verrucomicrobiota","WPS.2"
85,"hexa",0.383273027721588,0.163437704777914,0.0010684065073079,0.0118664349411664,0.00101142482691815,0.0709137012450497,0.000113963360779509,0.000398871762728283,0.000199435881364141,0,0,0,0.000398871762728283,0,0.0448873187270293,0.00156699621071825,0.00405994472777002,0,0,0,0.0180489472634548,0,0,0.00215105843471324,0.00742186387076555,0.221074674492151,0.00572665887917035,0,0,0.000142454200974387,0,0.0402860480355566,0.021952192370153
88,"tri",0.384017613242549,0.11556244139112,0.000195702694989196,0.00181840420760794,7.33885106209483e-05,0.12030007746565,0.000179394137073429,0.000252782647694378,4.89256737472989e-05,0.000301708321441677,0.000603416642883353,0,0,0,0.0145961593346108,0.00548782973865536,0.00405267664206792,0,0,0.000668650874546418,0.0252945733273535,0.000424022505809924,0,0.00132099319117707,0.00315570595670078,0.261809434500754,0.0043054592897623,0,0,0.000244628368736494,0,0.0275125372038977,0.02777347413055
91,"alt_div",0.420146949060854,0.120407841848299,0.00017803707279662,0.00308141087532612,0.000123256435013045,0.086704054451954,6.16282175065223e-05,0.000150646753904832,8.21709566753631e-05,0,0,0,0,0,0.0400035607414559,0.00256099481638215,0.00335531406424399,0,0,0.000582044276450489,0.012907687777755,0,3.42378986147346e-05,0,0.00336900922368989,0.256222738073228,0.00454679293603676,0,0,0.000130104014735992,0,0.0303758636509926,0.0149756568540849
94,"mono",0.384729372874594,0.192716150236526,0,0.00645933468852708,0,0.0602237969489143,0,0.000398958907232555,0,0,0,0.000189980432015502,0,0,0.0330185990842943,0.00178581606094572,0.00541444231244182,0,0,0.000569941296046507,0.0264072800501548,0,0,0.00159583562893022,0.00191880236335657,0.229572354047533,0.00469251667078291,0,0,0,0,0.0246974561620153,0.0256093622356897
97,"hexa",0.360927606688491,0.177248936545586,0.000470468311998902,0.0101738772469763,0,0.0710407151118342,0,0.000803716699664791,0,0.000196028463332876,0.000686099621665066,0.000254837002332739,0,0.000509674004665477,0.0400878207515731,0.00215631309666164,0.00664536490698449,0,0,0.000627291082665203,0.0279536588712681,0,0,0.00188187324799561,0.0019014760943289,0.234077588065787,0.00544959128065395,3.92056926665752e-05,0.000372454080332464,0,0,0.0297963264265971,0.0266990767059377
149,"alt_div",0.354786694923063,0.129853496729015,0.000276421266009398,0.00300377775730213,0.000423845941214411,0.179471113977702,0.000322491477010965,0.00117018335943979,9.21404220031328e-05,0,0.000608126785220676,0,0.000248779139408458,0,0.00748180226665438,0.00415553303234129,0.00469916152215977,0,0,0.000644982954021929,0.0237630148346079,0,0.000202708928406892,0.00164931355385608,0.00192573481986547,0.232083294941491,0.0020823735372708,0,0,0,0,0.0196811941398692,0.0313738136920667
166,"div",0.438524831031443,0.117073170731707,0,0.00320305612694681,0.000264472524243315,0.0908610049955921,0,0,0.00017631501616221,0.00017631501616221,0,0,0,0,0.036115192477226,0.00170437848956803,0.00549515133705554,0,0,0.00108727593300029,0.0308551278283867,8.81575080811049e-05,0,0,0.000852189244784014,0.213635027916544,0.00669997061416397,0,0,0,0,0.0290332059947105,0.0241551572142227
175,"alt_div",0.433900092263082,0.131628663064013,0,0.00140591362418171,0,0.0918676683801239,0,0,0,0,0,0,0,0,0.0326435569614692,0.00193313123324986,0.00659022011335179,0,0,0,0.024471684020913,0,0,0,0.0043056104740565,0.205702737138087,0.00724924212468696,0,0,0,0,0.0342252097886736,0.0240762708141119
271,"alt_div",0.39274703092812,0.119191472300184,0,0.00107840561876979,0,0.156078474747335,0.000110605704489209,0.00024886283510072,0,0.000414771391834534,0.000138257130611511,0.00037329425265108,0,0,0.0116550761105504,0.00436892532732376,0.00573767092037772,0,0,0.00174203984570504,0.0287713088802555,0.000400945678773383,0.000165908556733814,0,0.000843368496730219,0.242046758561573,0.00474221957997484,0,0,0,0,0.0164525985427698,0.0126920045901367
274,"alt_div",0.316810128757824,0.161799458615603,0.000887984990189198,0.00769109580212257,0.000186190401168703,0.127655003508973,0,0.000200512739720141,0.000257802093925896,0.000200512739720141,0,0,0,0,0.019621603815471,0.00186190401168703,0.00650234170235316,0.000644505234814741,0,0.000716116927571934,0.0230876097449191,0,0,0.00289311238739061,0.00075908394322625,0.284198163876198,0.00201944973575285,0,0,0,0,0.0213689291187465,0.0206384898526231
295,"div",0.36963983300278,0.118048197353764,0,0.00105958105795093,0,0.152000072449987,9.05624835855499e-05,0,0.000262631202398095,0,9.96187319441048e-05,0,0.000307912444190869,0,0.00647521757636681,0.00373117432372465,0.00402097427119841,0,0,0.00115919978989504,0.0327655065612519,0.000416587424493529,0,0,0.00249046829860262,0.264034920893671,0.00539752402169877,0,0,0.000172068718812545,0,0.0216172648318707,0.0162106845618134
319,"div",0.423105218207494,0.119280562155946,0,0.00186877954320601,8.4560160326064e-05,0.0754107509787839,0,0,0,0,0,0,0,0,0.0352023947437404,0.00126840240489096,0.00241842058532543,0,0,0.000473536897825958,0.0174701291233648,0,0,0.000955529811684523,0.00295960561141224,0.254306226164605,0.00432948020869448,0,0,0.000152208288586915,0,0.0319383725551544,0.0287758225589596
373,"alt_div",0.389521135087201,0.112301704601439,0.000468026406542517,0.00184747265740467,0,0.111242486944527,0,0,0,0,0,0,0,0,0.0242388412651493,0.00133018031333136,0.00275889250172431,0,0,0.000763622031727264,0.0218001773573751,0.000246329687653956,0,0.00332545078332841,0.00298058922061287,0.26401615922751,0.00174894078234309,0,0,0,0,0.0264065425165041,0.0350034486156272
9996,"floresta",0.420889773802918,0.0989196070111303,0.000110976923328002,0.00157326108953226,0,0.0979273427554917,5.22244345072951e-05,0.000339458824297418,0,0.000476547964879068,3.91683258804713e-05,0.00013708914058165,0,0,0.0247739661193981,0.00250024480203675,0.00349903711198877,0,0,0.0013186669713092,0.0246891014133238,0.000365571041551066,0.00020889773802918,0.000620165159774129,0.00349250905767536,0.258478310539544,0.00605150634853282,0,0,0.000202369683715769,0,0.0292848516499657,0.0240493520906094
9997,"floresta",0.3912356140129,0.119314109860461,0,0.00581762994814721,0.000242401247839467,0.0852830825007377,0,0.000274018801905485,0.000800978036339109,0,0,0,0.000453184941612917,0,0.00825218161123055,0.00232915981619662,0.00523797479027022,0,0,0.000843134775093799,0.0361494034821466,0.000158087770330087,0,0.000548037603810969,0.00359386197883732,0.293937860967076,0.00213945449180051,0,0,0,0,0.0180747017410733,0.0253151216221913
9998,"floresta",0.366689362667915,0.118884491538647,0.000212775011702626,0.00331219768217087,0.000368810020284551,0.10941600351788,0,0.000475197526135864,0,0.000390087521454814,0.000432642523795339,0,0.000234052512872888,0,0.0214335361788445,0.00433351773834348,0.00434061023873356,0,0,0.00108515255968339,0.0218307162006894,0.000439735024185426,0.000106387505851313,0.000546122530036739,0.00207101011390556,0.289466218420642,0.00544704029958722,0,0,0,0,0.027880619033434,0.0206037136332042
9999,"floresta",0.282765580086845,0.203789778402952,0.000397529203106844,0.00383258924020957,0,0.144975842456119,0,0.00115181538336085,0.0002140541862883,0,0.000601390332905225,0.000203861129798381,0.000203861129798381,0,0.00363892116690111,0.00404664342649787,0.00531058243124783,0,0,0.000489266711516115,0.0213544533463804,0,0,0.001763398772756,0.0024055613316209,0.276782255927262,0.00179397794222576,0,0,0.000122316677879029,0,0.017002018225185,0.0271543024891444
