"sample","Acidimicrobiia","Acidobacteriae","Actinobacteria","AD3","Alphaproteobacteria","Anaerolineae","Armatimonadia","Babeliae","Bacilli","Bacteroidia","Bathyarchaeia","Bdellovibrionia","Blastocatellia","Chlamydiae","Chloroflexia","Chthonomonadetes","Clostridia","Cyanobacteriia","Deferribacteres","Dehalococcoidia","Desulfitobacteriia","Elusimicrobia","Entotheonellia","FFCH5909","Fimbriimonadia","Gammaproteobacteria","Gemmatimonadetes","Holophagae","JG30.KF.CM66","KD4.96","Ktedonobacteria","Lineage.IIa","Lineage.IIb","Lineage.IIc","MB.A2.108","Methylomirabilia","Myxococcia","Nitrososphaeria","Nitrospiria","Oligoflexia","P2.11E","Parcubacteria","Phycisphaerae","Planctomycetes","Polyangia","Saccharimonadia","Sericytochromatia","SHA.26","Subgroup.5","Symbiobacteriia","Thermoanaerobaculia","Thermoleophilia","Thermoplasmata","TK10","Unclassified.Class.in.Armatimonadota","Unclassified.Class.in.Chloroflexi","Unclassified.Class.in.Cyanobacteria","Unclassified.Class.in.Desulfobacterota","Unclassified.Class.in.FCPU426","Unclassified.Class.in.GAL15","Unclassified.Class.in.Latescibacterota","Unclassified.Class.in.NB1.j","Unclassified.Class.in.Patescibacteria","Unclassified.Class.in.RCP2.54","Unclassified.Class.in.WPS.2","Vampirivibrionia","Verrucomicrobiae","Vicinamibacteria","bacteriap25","Chitinivibrionia","Gitt.GS.136","Ignavibacteria","Kapabacteria","Limnochordia","Longimicrobia","Pla4.lineage","Spirochaetia","Syntrophobacteria","Unclassified.Class.in.Firmicutes","Unclassified.Class.in.Margulisbacteria","Unclassified.Class.in.Myxococcota","Unclassified.Class.in.Proteobacteria","Unclassified.Class.in.SAR324.clade.Marine.group.B.","Unclassified.Class.in.TX1A.33"
"61",0.0212191938965015,0.379460924559554,0.0751392862520705,0.091853636500527,0.21146413692717,0.00025096621994679,0,0,0.0122471515334036,0.00383978316518597,0,0,0.00038899764091753,0,0.00038899764091753,0,0,0,0,0,0,0,0,0,0,0.0327887366360488,0.00450484364804497,0.00121718616674196,0.00099131656878984,0,0.0265020328263816,0,0,0,0,0.00050193243989359,0.0106033227927521,0.00017567635396275,0,0,0,0,0,0.00194498820458766,0.0113562214525925,0.00160618380765949,0,0,0.00494403453295186,0,0,0.034532951864679,0,0.0166265120714752,0,0.00190734327159564,0,0.00046428750690157,0,0.00271043517542539,0,0,0,0.00257240375445465,0.025410329769613,0.00021332128695477,0.0135521758771269,0.00862068965517241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64",0.0185204274473422,0.340487234992956,0.0964711541765454,0.0525031783664914,0.198165137614679,0.00081091296429921,0,8.24657251829708e-05,0.0296601724908085,0.00566951860632924,0,0,0.00064598151393327,0,0.00028863003814039,0,0.00077655224547297,0,0,0,0,6.87214376524757e-05,0.00028175789437515,0,0.00042607291344534,0.0395698038002955,0.00659725801463767,0.0012713465965708,0.0006803422327595,0,0.0312613819881112,0,0.00014431501907019,0,0,0.00085214582689069,0.0139435796996873,0.00058413222004604,6.87214376524757e-05,0,0,0,0.00046043363227158,0.00520221283029241,0.0115108408067897,0.00463182489777686,0.00044668934474109,0,0.00476239562931657,0,0,0.0451018795313198,0.00021990860048792,0.0196474590248428,0,0,0,0.00024739717554891,0.0002748857506099,0.00252894890561111,0,0.00050166649486307,0.00019929216919218,0.00498917637356973,0.0243205167852111,0.00030237432567089,0.0267532556781088,0.0079167096175652,0,0,0,0,0.00015118716283544,0,0,0,0,0,0,0,0,0,0,0
"67",0.0170765853742849,0.376946609744715,0.0897298511848177,0.0535803792108129,0.201073335983546,0.00036296385917002,0,0.00235062308795824,0.0202914081269336,0.00636915152876921,0,0,0.00210864718184489,0,0.00034567986587621,0,0.00063086575522408,7.77779698221477e-05,0,0.0003370378692293,0,0,0,0,0.00044938382563907,0.0375235494408628,0.00662841142817637,0.00170247333944034,0.00096790362445339,0.00061358176193027,0.020256840140346,0,0,0,0.00014691394299739,0.00084691567139672,0.0189691826399571,0,0.00021604991617263,0,0,0,0,0.00232469709801753,0.0113987935772681,0.00127901550374198,0,0,0.00819261282126623,0,0.00058765577198956,0.0387766389546641,6.04939765283371e-05,0.0132827488462934,0,0,0,0.00035432186252311,5.18519798814318e-05,0.00199630122543512,0.00026790189605406,0.00020740791952572,0,0.00437285030333408,0.0159790518001279,0.00035432186252311,0.0296679744888259,0.0110876816979795,0,0,0,0,0.00015555593964429,0,0,0,0,0,0,0,0,0,0,0
"70",0.0128127767285494,0.422947017013173,0.0692125040162374,0.0648945590759128,0.193210403817972,0.00063476141590978,0,0.00047019364141465,0.0122015249947103,0.0039652997092636,0,0.00016456777449513,0.00339323077887577,0.00011754841035366,0,0,0.00039182803451221,0.00014889465311464,0,0,0,0,0.00037615491313172,0,0.00036048179175123,0.0406952596644385,0.00411419436237824,0.00077581950833418,0,0,0.0260800739771329,0,0,0,0,0.00166135086633178,0.0257587749888329,0.00035264523106099,0.00014889465311464,0,0,0,0.00014105809242439,0.00296221994091233,0.0105715203711395,0.00057206893038783,0,0,0.00597929580665637,0,0.00041533771658294,0.0283526765773038,0.00017240433518537,0.010524501006998,0,0.00122250346767811,0.00025860650277806,0.00028211618484879,0.00023509682070732,0.00357347167475138,0,0.00086985823661711,0,0.0067629518756808,0.016331392478469,0.0002664430634683,0.0200302491242643,0.00558746777214416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73",0.0179075546073087,0.355438614750153,0.0880611966123304,0.0489481832255714,0.212431862828002,0.00040979874328385,0,2.60189678275463e-05,0.0125086187830929,0.006537265666671,0,0.00012359009718084,0.00065697893764554,0,0.00029921813001678,0,0.00035776080762876,3.90284517413194e-05,0,0,0,0,0.00015611380696527,0,0.00061795048590422,0.066289825282631,0.00496311811310445,0.00086513068026591,0,0,0.0225584451064826,0.000286208646103,0,0,0,0.00109930139071383,0.0158325419230619,0,0,0,0,0,0,0.00322635201061574,0.0159626367621996,0.00051387461459403,0,0,0.00450128143416551,0,0,0.042261308493892,0.00020815174262037,0.0160732173754667,0,0.00207501268424682,0,0.00026669442023234,0.00044882719502517,0.00267995368623727,0,0.00048785564676649,0,0.00451429091807928,0.0211859445535796,0.00062445522786111,0.0222462174925521,0.00625756176252488,0,0,0,0,5.20379356550926e-05,0,0,0,0,0,0,0,0,0,0,0
"76",0.0235118288193052,0.321127838734371,0.0765865927897058,0.0785276856340903,0.228939598294025,0.00014580979112747,0,0,0.0194564940035723,0.00297998760616775,0,0,0.00138519301571101,0,0,0,0.00059235227645536,0,0,0.00012758356723654,0,0,0.00023694091058214,0,0.00030984580614588,0.0382112783873437,0.00473881821164291,0.00174060438158422,0.00096598986621951,0.00041920314949148,0.02565341012649,0,0,0,0.00019137535085481,0.00105712098567419,0.0142437939707651,0.0001093573433456,0,0,0,0,0,0.00312579739729523,0.00888528414683046,0.00085663252287391,0,0,0.00594174898844457,0,0.0007472751795283,0.0430412277184413,0.00020960157474574,0.0157747967776036,0,0.00275215980753108,0.00020048846280027,0.00024605402252761,0.00012758356723654,0.00404622170378741,0.00020960157474574,0.00042831626143695,0,0.00527649181642547,0.0251795283053257,0,0.0324517916378085,0.00921335617686728,0,0,0,0,0,2.73393358364014e-05,0,0,0,0,0,0,0,0,0,0
"79",0.0190937612340273,0.358099937906468,0.0809585280564724,0.0511781430765711,0.253782803359587,0,0,0,0.0211199712408902,0.00138076407725743,0,0,0.00036765907382594,0,0.00030229746070133,0,0.00068629693780842,0,0,0,0,0,0,0,0,0.0384326285172718,0.00609497042387006,0.00102127520507206,0.00091506258374456,0,0.0273048138828066,0.000694467139449,3.2680806562306e-05,0,0,0.00045753129187228,0.00589888558449623,9.80424196869179e-05,0,0.00026144645249844,0,0,0,0,0.010899048988529,0.00102944540671264,0,0,0.00700186280597405,0,0.00038399947710709,0.0391597764632831,0.00024510604921729,0.0166835517500572,0,0.00142161508546031,0.00019608483937383,0.00019608483937383,0.00045753129187228,0.00245106049217295,0,0,0,0.00310467662341907,0.0208421843851106,0.00053106310663747,0.0189875486126998,0.00811301022909245,0,0,0,0,0,0,0,0.00011438282296807,0,0,0,0,0,0,0,0
"82",0.0160655840886203,0.389366188318228,0.077212361530715,0.0178279204431017,0.19173275427996,0.00055073011077542,0,0,0.0360806898288016,0.00822948136958711,0,0,0.00018882175226586,0,0,4.72054380664653e-05,0.00195115810674723,0,0,7.86757301107754e-05,0,0,0,0,0.00102278449144008,0.0391333081570997,0.00390231621349446,0,0.00069234642497482,0,0.0342554128902316,0,0,0,0,0,0.00810360020140987,0,0,0.00073955186304128,0,0,0.00058220040281973,0.00547583081570997,0.00926800100704935,0.0017151309164149,0.00040911379657603,0,0.00986593655589124,0,0,0.060470166163142,0,0.0120059164149043,0,0.00105425478348439,0,0,0,0,0,0,0,0.00497230614300101,0.0228474320241692,0.00047205438066465,0.0362537764350453,0.00706508056394763,0,0,0,0,0.00036190835850956,0,0,0,0,0,0,0,0,0,0,0
"85",0.0162112880708852,0.360537337246075,0.0774523490697741,0.0152995811846491,0.17536112139947,0,0,0.00019943588136414,0.0430781503746545,0.0118664349411664,0,0,0.00108265192740534,0,0.00047009886321547,0,0.00180916835237471,0,0,0,0,0,0,0,0.0010684065073079,0.0457135530926807,0.00405994472777002,0.00142454200974387,0.00064104390438474,0,0.039944157953218,0,0,0,0,0,0.00980084902703781,0.0001139633607795,0,0.00101142482691815,0,0,0.00052708054360523,0.00675232912618593,0.00824809823641699,0.00215105843471324,0.00039887176272828,0,0.0106270833926892,0,0,0.0697740676372546,0.00014245420097438,0.0145588193395823,0,0,0,0,0.00039887176272828,0.00156699621071825,0,0,0,0.00572665887917035,0.021952192370153,0,0.0402860480355566,0.00960141314567367,0,0,0,0,0,0,0,0.00014245420097438,0,0,0,0,0,0,0,0
"88",0.0190810127614466,0.368932197170465,0.0652668487788967,0.0814286296734211,0.216879357442818,0.00032617115831532,0,4.89256737472989e-05,0.0139845884127696,0.00181840420760794,0,0,0.00100297631181963,0.00027724548456802,0.00015493130019978,0,0.00061157092184123,0,0,0,0,0,0,0,0.00019570269498919,0.0449300770579362,0.00405267664206792,0.00083989073266196,0.00052187385330452,0,0.0218126962123374,0.00060341664288335,0,0,0.00020385697394707,0.00066865087454641,0.0173196885065438,0.00017939413707342,0,7.33885106209483e-05,0,0,0,0.003000774656501,0.00797488482080972,0.00132099319117707,0,0,0.00563460675989726,0,0.000627879479757,0.0310107228768296,0.00024462836873649,0.0123700411791087,0,0.00368573408896318,0,0.00030170832144167,0,0.00548782973865536,0,0.00042402250580992,0,0.0043054592897623,0.02777347413055,0.00025278264769437,0.0272352917193297,0.00698006278794798,0,0,0,0,0,0,0,0.00015493130019978,0,0,0,0,0,0,0,0
"91",0.0145921923895999,0.403096475550717,0.0718995870909427,0.0420099016002794,0.224956689058252,0,0,8.21709566753631e-05,0.0385313311010223,0.00308141087532612,0,0,0.00102713695844204,0,0,0,0.00147222964043359,0,0,0,0,0,0,0,0.00017803707279662,0.0312660490149757,0.00335531406424399,0.00016434191335072,0.00046563542116039,4.10854783376815e-05,0.0307661756952005,0,0,0,0,0.00058204427645048,0.00831980936338051,6.16282175065223e-05,3.42378986147346e-05,0.00012325643501304,0,0,0,0.00336900922368989,0.00458787841437444,0,0,0,0.0102371316858057,0,0,0.0339160623677561,0.00013010401473599,0.0114628484562132,0,0.00195840780076282,0.00015064675390483,0,0,0.00256099481638215,0,0,0,0.00454679293603676,0.0149756568540849,0,0.0303758636509926,0.00562186295253942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94",0.0218477496817828,0.367840112468416,0.104679218040542,0.0236715618291316,0.183027148203735,0.00017098238881395,0,0,0.0327336284362711,0.00645933468852708,0,0,0.00108288846248836,0,0.0005699412960465,0,0.00028497064802325,0.00039895890723255,0,0,0,0,0.0001899804320155,0,0,0.0465452058437981,0.00541444231244182,0.00123487280810077,0.0005319452096434,0,0.0235005794403176,0,0,0,0,0.0005699412960465,0.0136595930619146,0,0,0,0,0,0.00036096282082945,0.00155783954252712,0.0127476869882402,0.00159583562893022,0,0,0.00689628968216274,0,0.0002659726048217,0.066189182514201,0,0.0117787867849611,0,0,0,0,0,0.00178581606094572,0,0,0,0.00469251667078291,0.0256093622356897,0,0.0246974561620153,0.00740923684860459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97",0.0222688334346147,0.343716307607865,0.0970536921961069,0.0265226510889381,0.183208201830906,0.0001568227706663,0,0,0.0377158763452453,0.0101738772469763,0,0,0.0007841138533315,0,0.00066649677533177,0,0.0023719444063278,0.00025483700233273,0,0,0,0,0.00025483700233273,0,0.0004704683119989,0.0508693862348813,0.00664536490698449,0.00131339070433027,0,0,0.0299727520435967,0.00068609962166506,0,0,0,0.0006272910826652,0.0129770842726364,0,0,0,0,0,0.00056848254366534,0.00133299355066356,0.0149765745986317,0.00188187324799561,0.00054887969733205,0,0.0069590104483171,0,0.00049007115833219,0.0579264109148648,0,0.0129182757336365,0,0.00080371669966479,0,0.00019602846333287,0,0.00215631309666164,0,0,0,0.00544959128065395,0.0266990767059377,0,0.0297963264265971,0.00766471291631545,0,0.00050967400466547,0,0,0,0,0,0,0.00037245408033246,0,0,0,0,0,3.92056926665752e-05,0
"149",0.020058969870082,0.339039896802727,0.0766239749378052,0.101704597807058,0.20647747166682,0.00038698977241315,0,9.21404220031328e-05,0.00667096655302681,0.00300377775730213,0,0,0.00103197272643509,0,0.00038698977241315,0,0.00081083571362756,0,0,0,0,6.44982954021929e-05,0,0,0.00027642126600939,0.0256058232746706,0.00469916152215977,0.00101354464203446,0.00078319358702662,0,0.0528056758499954,0.00054362848981848,0,0,0,0.00064498295402192,0.0164562793697595,0.00032249147701096,0.00020270892840689,0.00042384594121441,0,0,0,0.00192573481986547,0.00730673546484843,0.00164931355385608,0.0004883442366166,0,0.00453330876255413,0,0.00038698977241315,0.0331705519211278,0,0.0188335022574403,0,0.00457016493135539,0.00020270892840689,0,0.00024877913940845,0.00415553303234129,0,0,0,0.0020823735372708,0.0313738136920667,0.00047913019441629,0.0196811941398692,0.00878098221689855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"166",0.0153100205700852,0.422186306200411,0.0645312959153688,0.0488686453129592,0.159741404642962,0,0,0.00017631501616221,0.036115192477226,0.00320305612694681,0,0,0.00111666176902733,0,0.00032324419629738,0,0,0,0,0,0,0,0,0,0,0.0538936232735821,0.00549515133705554,0.00105789009697326,0.00082280340875697,0,0.0256832206876286,0,0,0,0,0.00108727593300029,0.0192771084337349,0,0,0.00026447252424331,0,0,0,0.00085218924478401,0.0115780193946518,0,0,0,0.00681751395827211,0,0,0.0372318542462533,0,0.0116661769027329,0,0.00349691448721716,0,0.00017631501616221,0,0.00170437848956803,0,8.81575080811049e-05,0,0.00669997061416397,0.0241551572142227,0,0.0290332059947105,0.00734645900675874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175",0.0130047010236809,0.415711084750231,0.0789508369579544,0.0500417380607179,0.160669566363517,0,0,0,0.0326435569614692,0.00140591362418171,0,0,0.00057115240982382,0,0.00021967400377839,0,0,0,0,0,0,0,0,0,0,0.0450331707745705,0.00659022011335179,0.00105443521813629,0,0,0.0245156188216686,0,0,0,0,0,0.016124071877334,0,0,0,0,0,0,0.0043056104740565,0.00834761214357893,0,0,0,0.00773252493299943,0,0,0.0396731250823778,0,0.0129607662229252,0,0.00412987127103379,0,0,0,0.00193313123324986,0,0,0,0.00724924212468696,0.0240762708141119,0,0.0342252097886736,0.00883089495189139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"271",0.01381188734809,0.37785673796126,0.0819864784526262,0.112292441482669,0.216040592293548,0,0,0,0.0107840561876979,0.00107840561876979,0,0,0.00352555683059354,0,0,0,0.00087101992285252,0,0,0,0,0.00013825713061151,0.00037329425265108,0,0,0.0260061662680253,0.00573767092037772,0.00098162562734173,0.00019355998285611,0,0.0275961232700577,0,0,0,0,0.00174203984570504,0.0193698239986727,0.0001106057044892,0.00016590855673381,0,0,0,0,0.00055302852244604,0.00940148488158277,0,0,0,0.00521229382405398,0,0.00033181711346762,0.0233931064994677,0,0.0146690815578813,0,0.00132726845387051,0,0.00041477139183453,0,0.00436892532732376,0,0.00040094567877338,0,0.00474221957997484,0.0126920045901367,0.00024886283510072,0.0164525985427698,0.00483899957140289,0,0,0,0,0,0,0,0.00029033997428417,0,0,0,0,0,0,0,0
"274",0.0217556322596354,0.301384970137924,0.0960312799873963,0.0600392432076309,0.241804041763939,0.00080205095888056,0,0.00025780209392589,0.0177453774652325,0.00746193838529955,0,0.0001861904011687,0.0023345411838845,0,0.00060153821916042,0,0.00187622635023847,0.00020051273972014,0,0,0,0,0,0,0.00088798499018919,0.0423941221122585,0.00650234170235316,0.00057289354205754,0.00030076910958021,0.00098824136004926,0.0463470875524556,0,0,0,0,0.00071611692757193,0.0121883101072743,0,0,0,0,0,0.00075908394322625,0,0.0108992996376448,0.00289311238739061,0,0,0.00355193996075679,0,0,0.0440125463685711,0,0.0163274659486401,0,0.00224860715257587,0,0.00020051273972014,0,0.00186190401168703,0.00064450523481474,0,0,0.00201944973575285,0.0206384898526231,0,0.0213689291187465,0.00896578393320061,0,0,0,0,0.00022915741682301,0,0,0,0,0,0,0,0,0,0,0
"295",0.0182302279457712,0.355023048152073,0.0688637125184521,0.1126868983255,0.233714601389229,0,0,0.00026263120239809,0.00647521757636681,0.00105958105795093,0,0,0.00166634969797412,0.00017206871881254,0,0,0,0,0,0.00012678747701977,0,9.96187319441048e-05,0,0,0,0.0303203195044421,0.00402097427119841,0.00073355611704295,0.00081506235226994,0,0.0207659774861666,0,0,0,0,0.00115919978989504,0.0211372836688673,9.05624835855499e-05,0,0,0,0,0,0.00203765588067487,0.0116282228923846,0,0,0,0.00460057416614593,0,0.00025357495403954,0.0309542568895409,0.00017206871881254,0.0148703598047473,0,0.00273498700428361,0,0,0.00030791244419086,0.00373117432372465,0,0.00041658742449352,0,0.00539752402169877,0.0162106845618134,0,0.0214451961130582,0.0073627299155052,0,0,0,0,0,0,0,0.00045281241792774,0,0,0,0,0,0,0,0
"319",0.01450206749592,0.40511927210614,0.068705130264927,0.0369358780304247,0.223264191308907,0,0,0,0.0337902400662952,0.00186877954320601,0,0,0.00098935387581494,9.30161763586704e-05,0,0,0.00141215467744527,0,0,0,0,0,0,0,0,0.0310420348556981,0.00241842058532543,0.00031287259320643,0.00065111323451069,0,0.0241503817891239,0,0,0,0,0.00047353689782595,0.0112803253874969,0,0,8.4560160326064e-05,0,0,0.00020294438478255,0.00275666122662969,0.00601222739918315,0.00095552981168452,0,0,0.00816851148749778,0,0,0.0360733643950989,0.00015220828858691,0.0128869684336922,0,0.00078640949103239,0,0,0,0.00126840240489096,0,0,0,0.00432948020869448,0.0287758225589596,0,0.0318453563787957,0.00851520814483464,0,0,0,0,0,0,0,0,0,0,0,0,0.00017757633668473,0,0,0
"373",0.0185486254803429,0.378633362892896,0.0679130948861957,0.0514829047196768,0.231352842644596,0,0,0,0.0216277465760173,0.00184747265740467,0,0,0.00152724406345453,0,0,0,0.00261109468913193,0,0,0,0,0,0,0,0.00046802640654251,0.0326633165829146,0.00275889250172431,0.00034486156271553,0.00100995171938122,0,0.0405704995566066,0,0,0,0,0.00076362203172726,0.0109863040693664,0,0,0,0,0,0.00044339343777712,0.00253719578283575,0.0108138732880087,0.00332545078332841,0,0,0.00332545078332841,0,0,0.0258399842349,0,0.0175633067297271,0,0.00061582421913489,0,0,0,0.00133018031333136,0,0.00024632968765395,0,0.00174894078234309,0.0350034486156272,0,0.0264065425165041,0.00569021578480639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
