sample,X.Eubacterium..coprostanoligenes.group,X27F.1492R,X37.13,X67.14,A0839,A21b,A4b,AB1,Abditibacteriaceae,Acetobacteraceae,Acidiferrobacteraceae,Acidimicrobiaceae,Acidimicrobiales.Incertae.Sedis,Acidobacteriaceae..Subgroup.1.,Acidothermaceae,Actinospicaceae,Aeromonadaceae,AKAU3644,AKIW781,Akkermansiaceae,AKYG1722,AKYH767,Alcaligenaceae,Alicyclobacillaceae,Amb.16S.1034,Amb.16S.1323,Amoebophilaceae,Anaerolineaceae,Anaeromyxobacteraceae,Anaerovoracaceae,Aneurinibacillaceae,Atopobiaceae,Azospirillaceae,B1.7BS,Babeliaceae,Bacillaceae,Bacteriovoracaceae,Bacteroidaceae,Bdellovibrionaceae,Beijerinckiaceae,Bifidobacteriaceae,BIrii41,Blastocatellaceae,Blattabacteriaceae,Bogoriellaceae,Brevibacillaceae,Bryobacteraceae,BSV26,Burkholderiaceae,Caedibacteraceae,Caldicoprobacteraceae,Caldilineaceae,Caldinitratiruptor,Caloramatoraceae,Candidatus.Hepatincola,Candidatus.Jidaibacter,Candidatus.Spiroplasma,Catenulisporaceae,Caulobacteraceae,Cellulomonadaceae,Chitinibacteraceae,Chitinophagaceae,Christensenellaceae,Chromobacteriaceae,Chthoniobacteraceae,Chthonomonadaceae,Clostridiaceae,COB.P4.1.termite.group,Coleofasciculaceae,Comamonadaceae,Coriobacteriaceae,Corynebacteriaceae,Coxiellaceae,CPla.3.termite.group,Crocinitomicaceae,cvE6,CWT.CU03.E12,Cytophagaceae,Deferribacteraceae,Desulfitobacteriaceae,Desulfovibrionaceae,Devosiaceae,Diplorickettsiaceae,Dongiaceae,Dysgonomonadaceae,Eel.36e1D6,Eggerthellaceae,Elsteraceae,Elusimicrobiaceae,Endomicrobiaceae,Enterobacteriaceae,Enterococcaceae,Entotheonellaceae,env.OPS.17,Erwiniaceae,Erysipelotrichaceae,Family.XI,Ferrovaceae,FFCH9454,Fibrobacteraceae,Fimbriimonadaceae,Flavobacteriaceae,Fokiniaceae,Frankiaceae,Gaiellaceae,Geminicoccaceae,Gemmataceae,Gemmatimonadaceae,Geobacteraceae,Geodermatophilaceae,Gimesiaceae,Gottschalkia,GW2011_GWC1_47_15,Haliangiaceae,Halieaceae,Halobacteroidaceae,Holophagaceae,Holosporaceae,Hungateiclostridiaceae,Hymenobacteraceae,Hyphomicrobiaceae,Hyphomonadaceae,Iamiaceae,Ilumatobacteraceae,Inquilinaceae,Intrasporangiaceae,Isosphaeraceae,JG30.KF.AS9,JG30.KF.CM45,Jonesiaceae,KF.JG30.B3,KI89A.clade,Kineosporiaceae,Koribacteraceae,Ktedonobacteraceae,Labraceae,Lachnospiraceae,Lactobacillaceae,Latescibacteraceae,Legionellaceae,Leptolyngbyaceae,Leptospiraceae,Longimicrobiaceae,LWQ8,M2PB4.65.termite.group,Magnetospirillaceae,Methanobacteriaceae,Methanomethylophilaceae,Methylacidiphilaceae,Methylococcaceae,Methyloligellaceae,Micavibrionaceae,Microbacteriaceae,Micrococcaceae,Micromonosporaceae,Micropepsaceae,Microscillaceae,Microtrichaceae,Mitochondria,Monoglobaceae,Moraxellaceae,Mycobacteriaceae,Myxococcaceae,Nakamurellaceae,Nannocystaceae,Neisseriaceae,Nitrosomonadaceae,Nitrososphaeraceae,Nitrosotaleaceae,Nitrospiraceae,Nocardiaceae,Nocardioidaceae,Nostocaceae,NS11.12.marine.group,NS9.marine.group,Obscuribacteraceae,Oligoflexaceae,Opitutaceae,Oscillospiraceae,Oxalobacteraceae,Oxobacteraceae,Paenibacillaceae,Paludibacteraceae,Paracaedibacteraceae,Parachlamydiaceae,Pedosphaeraceae,Peptococcaceae,Peptostreptococcaceae,Phaselicystidaceae,Phycisphaeraceae,Pirellulaceae,Planococcaceae,Pleomorphomonadaceae,Polyangiaceae,Prevotellaceae,Propionibacteriaceae,Pseudomonadaceae,Pseudonocardiaceae,Puniceicoccaceae,Pyrinomonadaceae,Reyranellaceae,Rhizobiaceae,Rhizobiales.Incertae.Sedis,Rhodanobacteraceae,Rhodobacteraceae,Rhodocyclaceae,Rhodomicrobiaceae,Rhodospirillaceae,Rickettsiaceae,Rikenellaceae,Roseiflexaceae,Rs.E47.termite.group,Rubritaleaceae,Ruminococcaceae,Saccharimonadaceae,Sandaracinaceae,Saprospiraceae,SC.I.84,Schlesneriaceae,Sedimentibacteraceae,Silvanigrellaceae,Simkaniaceae,SM2D12,Solibacteraceae,Solimonadaceae,Solirubrobacteraceae,Sphingobacteriaceae,Sphingomonadaceae,Spirochaetaceae,Spirosomaceae,Spongiibacteraceae,Sporichthyaceae,Sporolactobacillaceae,Sporomusaceae,Steroidobacteraceae,Streptococcaceae,Streptomycetaceae,Streptosporangiaceae,Sulfobacillaceae,Sumerlaeaceae,Sutterellaceae,Symbiobacteraceae,Synergistaceae,Syntrophobacteraceae,Terrimicrobiaceae,Thermoactinomycetaceae,Thermoanaerobaculaceae,Thermomicrobiaceae,Thermomonosporaceae,TRA3.20,type.III,UBA12409,UBA12411,UCG.010,Unclassified.Family.in.0319.6G20,Unclassified.Family.in.0319.7L14,Unclassified.Family.in.11.24,Unclassified.Family.in.Absconditabacteriales..SR1.,Unclassified.Family.in.Acidimicrobiia,Unclassified.Family.in.Acidobacteriae,Unclassified.Family.in.Acidobacteriales,Unclassified.Family.in.Acidobacteriota,Unclassified.Family.in.Actinobacteria,Unclassified.Family.in.Actinobacteriota,Unclassified.Family.in.Actinomarinales,Unclassified.Family.in.AD3,Unclassified.Family.in.Alphaproteobacteria,Unclassified.Family.in.AMGG11,Unclassified.Family.in.Anaerolineae,Unclassified.Family.in.Armatimonadales,Unclassified.Family.in.Armatimonadota,Unclassified.Family.in.AT.s3.28,Unclassified.Family.in.Azospirillales,Unclassified.Family.in.B10.SB3A,Unclassified.Family.in.B12.WMSP1,Unclassified.Family.in.Babeliales,Unclassified.Family.in.Bacillales,Unclassified.Family.in.Bacilli,Unclassified.Family.in.bacteriap25,Unclassified.Family.in.Bacteroidales,Unclassified.Family.in.Bacteroidia,Unclassified.Family.in.Bathyarchaeia,Unclassified.Family.in.BD2.11.terrestrial.group,Unclassified.Family.in.BD7.11,Unclassified.Family.in.Bdellovibrionota,Unclassified.Family.in.Berkelbacteria,Unclassified.Family.in.Blastocatellia,Unclassified.Family.in.Blfdi19,Unclassified.Family.in.BRH.c20a,Unclassified.Family.in.Burkholderiales,Unclassified.Family.in.C0119,Unclassified.Family.in.C10.SB1A,Unclassified.Family.in.Candidatus.Daviesbacteria,Unclassified.Family.in.Candidatus.Kaiserbacteria,Unclassified.Family.in.Candidatus.Levybacteria,Unclassified.Family.in.Candidatus.Liptonbacteria,Unclassified.Family.in.Candidatus.Magasanikbacteria,Unclassified.Family.in.Candidatus.Nomurabacteria,Unclassified.Family.in.Candidatus.Peribacteria,Unclassified.Family.in.Candidatus.Staskawiczbacteria,Unclassified.Family.in.Candidatus.Vogelbacteria,Unclassified.Family.in.Candidatus.Woykebacteria,Unclassified.Family.in.Candidatus.Yanofskybacteria,Unclassified.Family.in.Caulobacterales,Unclassified.Family.in.CCD24,Unclassified.Family.in.Chitinophagales,Unclassified.Family.in.Chlamydiales,Unclassified.Family.in.Chloroflexi,Unclassified.Family.in.Chloroflexia,Unclassified.Family.in.Chloroplast,Unclassified.Family.in.Chthoniobacterales,Unclassified.Family.in.Chthonomonadales,Unclassified.Family.in.Clostridia,Unclassified.Family.in.Clostridia.UCG.014,Unclassified.Family.in.Clostridia.vadinBB60.group,Unclassified.Family.in.Corynebacteriales,Unclassified.Family.in.Cyanobacteria,Unclassified.Family.in.Cyanobacteriales,Unclassified.Family.in.Cyanobacteriia,Unclassified.Family.in.Desulfitobacteriales,Unclassified.Family.in.Desulfobacterota,Unclassified.Family.in.Dojkabacteria,Unclassified.Family.in.DS.100,Unclassified.Family.in.EC3,Unclassified.Family.in.Elev.1554,Unclassified.Family.in.Elev.16S.1166,Unclassified.Family.in.Elev.16S.976,Unclassified.Family.in.Elsterales,Unclassified.Family.in.Elusimicrobiota,Unclassified.Family.in.Enterobacterales,Unclassified.Family.in.FCPU426,Unclassified.Family.in.FCPU453,Unclassified.Family.in.FFCH16263,Unclassified.Family.in.FFCH5909,Unclassified.Family.in.Fibrobacterales,Unclassified.Family.in.Firmicutes,Unclassified.Family.in.Frankiales,Unclassified.Family.in.Gaiellales,Unclassified.Family.in.GAL15,Unclassified.Family.in.Gammaproteobacteria,Unclassified.Family.in.Gemmatimonadota,Unclassified.Family.in.Gitt.GS.136,Unclassified.Family.in.GOUTB8,Unclassified.Family.in.Group.1.1c,Unclassified.Family.in.Hydrogenispora,Unclassified.Family.in.IMCC26256,Unclassified.Family.in.JG30.KF.CM66,Unclassified.Family.in.JG36.GS.52,Unclassified.Family.in.JG36.TzT.191,Unclassified.Family.in.Kapabacteriales,Unclassified.Family.in.KD4.96,Unclassified.Family.in.KF.JG30.C25,Unclassified.Family.in.Ktedonobacterales,Unclassified.Family.in.Ktedonobacteria,Unclassified.Family.in.Lachnospirales,Unclassified.Family.in.Latescibacterota,Unclassified.Family.in.Lineage.IIa,Unclassified.Family.in.Lineage.IIb,Unclassified.Family.in.Lineage.IIc,Unclassified.Family.in.Lineage.IV,Unclassified.Family.in.Margulisbacteria,Unclassified.Family.in.Marine.Group.II,Unclassified.Family.in.MB.A2.108,Unclassified.Family.in.MBNT15,Unclassified.Family.in.Methanomassiliicoccales,Unclassified.Family.in.Micavibrionales,Unclassified.Family.in.Micrococcales,Unclassified.Family.in.Microgenomatia,Unclassified.Family.in.Microtrichales,Unclassified.Family.in.mle1.27,Unclassified.Family.in.MSB.4B10,Unclassified.Family.in.MVP.88,Unclassified.Family.in.Myxococcales,Unclassified.Family.in.Myxococcota,Unclassified.Family.in.NB1.j,Unclassified.Family.in.Nitrososphaeria,Unclassified.Family.in.Nitrospirota,Unclassified.Family.in.OLB14,Unclassified.Family.in.Oligoflexia,Unclassified.Family.in.OM190,Unclassified.Family.in.Oscillospirales,Unclassified.Family.in.P2.11E,Unclassified.Family.in.Paludibaculum,Unclassified.Family.in.Parcubacteria,Unclassified.Family.in.Patescibacteria,Unclassified.Family.in.Pla4.lineage,Unclassified.Family.in.Planctomycetales,Unclassified.Family.in.Planctomycetes,Unclassified.Family.in.PLTA13,Unclassified.Family.in.Polyangia,Unclassified.Family.in.Polyangiales,Unclassified.Family.in.Proteobacteria,Unclassified.Family.in.Pseudomonadales,Unclassified.Family.in.R7C24,Unclassified.Family.in.RBG.13.54.9,Unclassified.Family.in.RCP2.54,Unclassified.Family.in.Rhizobiales,Unclassified.Family.in.Rhodospirillales,Unclassified.Family.in.Rickettsiales,Unclassified.Family.in.Rokubacteriales,Unclassified.Family.in.S.BQ2.57.soil.group,Unclassified.Family.in.S0134.terrestrial.group,Unclassified.Family.in.S085,Unclassified.Family.in.Saccharimonadales,Unclassified.Family.in.SAR202.clade,Unclassified.Family.in.SAR324.clade.Marine.group.B.,Unclassified.Family.in.SBR1031,Unclassified.Family.in.Sericytochromatia,Unclassified.Family.in.SHA.26,Unclassified.Family.in.SJA.15,Unclassified.Family.in.Solirubrobacterales,Unclassified.Family.in.Sphingobacteriales,Unclassified.Family.in.Streptosporangiales,Unclassified.Family.in.Subgroup.11,Unclassified.Family.in.Subgroup.12,Unclassified.Family.in.Subgroup.13,Unclassified.Family.in.Subgroup.15,Unclassified.Family.in.Subgroup.17,Unclassified.Family.in.Subgroup.18,Unclassified.Family.in.Subgroup.2,Unclassified.Family.in.Subgroup.22,Unclassified.Family.in.Subgroup.25,Unclassified.Family.in.Subgroup.5,Unclassified.Family.in.Subgroup.7,Unclassified.Family.in.Symbiobacteriales,Unclassified.Family.in.Tepidisphaerales,Unclassified.Family.in.Thalassobaculales,Unclassified.Family.in.Thermoleophilia,Unclassified.Family.in.Thermoplasmata,Unclassified.Family.in.TK10,Unclassified.Family.in.TSBb06,Unclassified.Family.in.TX1A.33,Unclassified.Family.in.vadinHA49,Unclassified.Family.in.Vampirivibrionia,Unclassified.Family.in.Vampirovibrionales,Unclassified.Family.in.Verrucomicrobiae,Unclassified.Family.in.Verrucomicrobiales,Unclassified.Family.in.Vicinamibacterales,Unclassified.Family.in.WD260,Unclassified.Family.in.Woesearchaeales,Unclassified.Family.in.WPS.2,Unclassified.Family.in.WS4,Unclassified.Family.in.WWE3,Unclassified.Family.in.Xanthomonadales,Unknown.Family,URHD0088,vadinHA21,Vampirovibrionaceae,Vermiphilaceae,Verrucomicrobiaceae,Vicinamibacteraceae,Vulgatibacteraceae,WD2101.soil.group,Weeksellaceae,Woeseiaceae,WWH38,WX65,Xanthobacteraceae,Xanthomonadaceae,Xiphinematobacteraceae,Yersiniaceae,YM_S32_TM7_50_20
F90,0,0,0,0,1.0269049086054e-4,4.7237625795851e-4,0,1.4376668720476e-4,0,0.012569316081330901,0,0,0.00172520024645718,0.0224892174984596,0.0623125898541795,8.8313822140069e-4,0,0,0,0,0,1.0269049086054e-4,0,0,0,0,0,0,0.00230026699527624,0,0,0,0,0,0,5.5452865064695e-4,1.8484288354898e-4,0,4.3130006161429e-4,0.0120764017252002,0,1.2322858903265e-4,0,8.2152392688437e-5,0,0,0.0239884986650236,0,0.0102485109878825,0,0,0,0,0,0,0,8.2152392688437e-5,0.00106798110494968,0.0135140685972479,0,0,0.00542205791743685,0,0,0.00447730540151982,0,0,0,0,0.00283425754775108,0,0,0,0,0,1.2322858903265e-4,1.6430478537687e-4,0,0,0,0,0,0.0017662764428014,0,0,0,0,2.8753337440953e-4,0,0,0,0,0,0,0,0,0,0,0,0,2.259190798932e-4,2.259190798932e-4,0,0.00104744300677757,0.00492914356130622,0,0.00193058122817827,0.0275621277469706,0,0,0,0,0,0.00671595810227973,4.10761963442185e-5,0,1.8484288354898e-4,0,0,0,0.00357362908194701,0,5.1345245430273e-4,0,4.1076196344218e-4,0,0.00115013349763812,0.0073115629492709,6.777572396796e-4,0,0.0031012528239885,0,0,0.0463134113781064,8.2152392688437e-4,0,6.16142945163278e-5,0,0,8.2152392688437e-5,0,0,0,6.1614294516327e-4,0,2.4645717806531e-4,0,0,0,4.10761963442185e-5,1.0269049086054e-4,6.16142945163278e-5,1.6430478537687e-4,0,0.00394331484904498,0.0211953173136168,4.7237625795851e-4,0,0,0,1.8484288354898e-4,0.00402546724173342,0.0093242965701376,0,0,0,0.00334771000205381,3.2860957075374e-4,6.16142945163278e-5,3.9022386527007e-4,3.4914766892585e-4,2.8753337440953e-4,0,0,0,3.4914766892585e-4,0,1.2322858903265e-4,0,4.1076196344218e-4,0,0,0,0,4.10761963442185e-5,0.00891353460669542,0,0,9.8582871226124e-4,0,0,0,0,0.0148079687820908,0,0,3.9022386527007e-4,5.1345245430273e-4,0,0,0.00264941466420209,2.8753337440953e-4,8.4206202505648e-4,0.00519613883754364,0,0,0.00102690490860546,6.777572396796e-4,0,0,0,0,0,0,0,1.6430478537687e-4,0,0.00119120969398234,0,0,0,0,4.518381597864e-4,0.0491476689258575,4.9291435613062e-4,0.0174984596426371,6.9829533785171e-4,0.00291640994043952,0,0,0,0,0,0,0.00201273362086671,0,0.00431300061614294,0,0,0,8.2152392688437e-4,0,0,0,0,0,0.00106798110494968,0,0.00408708153624974,0,0,0,0,0,3.4914766892585e-4,0,0.00106798110494968,0,0.0166153214212364,0.00297802423495584,0.0529061408913535,1.4376668720476e-4,0.00174573834462929,0,2.4645717806531e-4,0.0162045594577942,0.0149517354692955,0,4.10761963442185e-5,0,0,0,0,0,1.4376668720476e-4,3.6968576709796e-4,0,0,0,0,0,0,0,8.2152392688437e-5,0,0,0,2.4645717806531e-4,0,2.6699527623742e-4,6.16142945163278e-5,0,0,4.10761963442185e-5,0,0,0,0,0,0,0,0,0,0,0,4.10761963442185e-5,0,0,0,3.4914766892585e-4,0.00121174779215445,0,0,0,0,0,1.4376668720476e-4,0,0,0,0.00115013349763812,0,0,0,0,0,0,0.109159991784761,0,0,3.0807147258163e-4,0,0,0,0,0,0,0.00523721503388786,0.00137605257753132,2.4645717806531e-4,0,0,0,1.4376668720476e-4,0,0.00901622509755597,0.0022181146025878,0,4.1076196344218e-4,1.0269049086054e-4,1.8484288354898e-4,0.0019921955226946,6.16142945163278e-5,5.1345245430273e-4,0,4.7237625795851e-4,0.00164304785376874,0,4.10761963442185e-5,2.8753337440953e-4,0,4.10761963442185e-5,0,0,0,0,0,0,0.00119120969398234,2.259190798932e-4,0,0,0.00240295748613678,6.16142945163278e-5,3.6968576709796e-4,0,4.10761963442185e-5,0,0,0,0,0,0,8.2152392688437e-5,0,0,0,0,0,0,6.5721914150749e-4,0,0,0,0,0.0155678784144588,0.00131443828301499,0,4.10761963442185e-5,0.00184842883548983,0,0,2.8753337440953e-4,7.3937153419593e-4,0,0,0,0,4.1076196344218e-4,0,1.4376668720476e-4,0,0,0,1.0269049086054e-4,0.00316286711850483,0,3.0807147258163e-4,0,0.0646950092421442,0,0,0.00669542000410762,0.0039843910453892,0,0,0,0,3.0807147258163e-4,0.00521667693571575,0,0,0,0,0,0,0,0.0165126309303758,0.00180735263914562,0,0.00770178681454097,0,0,1.2322858903265e-4,0.059765865680838,7.3937153419593e-4,0,0,4.7237625795851e-4,0,4.3130006161429e-4,0,0,0,0,0,1.2322858903265e-4,0.0998562333127952,0.00168412405011296,0.00147874306839187,0,0
F93,0,4.50176694352533e-5,0,0.00720282710964053,0.00225088347176267,0.00661759740698224,0,0,0,0.00265604249667995,4.50176694352533e-5,0,0,0.00249848065365656,0.0302743826952079,6.752650415288e-5,1.5756184302338e-4,0,1.3505300830576e-4,0,0,2.9261485132914e-4,0,0,0,1.1254417358813e-4,0,0,3.6014135548202e-4,0,0,0,0,0.00128300357890472,4.50176694352533e-5,0.005064487811466,9.00353388705067e-5,0,5.6272086794066e-4,0.00886848087874491,0,0.00171067143853963,0.00119296824003421,0,0,0,0.00549215567110091,0,0.00137303891777523,4.50176694352533e-5,0,1.8007067774101e-4,0,0,0,0,0,2.2508834717626e-4,0.00288113084385621,0,0,0.0130551241362235,0,0,0.0631597902176604,5.1770319850541e-4,9.00353388705067e-5,0,0,0.00706777410133477,0,0,0,0,0,0,0,0,0,0,0,9.9038872757557e-4,9.4537105814032e-4,0.00274607783555045,0,0,0,0,0,0,0,0,0.00463681995183109,1.5756184302338e-4,0,0,0,0,0,0,2.7010601661152e-4,0.00342134287707925,0,0.00463681995183109,0.0367119094244491,5.6272086794066e-4,0.00218335696760979,0.0207531456096518,0,0,0,0,0,0.0142931100456929,1.5756184302338e-4,0,1.1254417358813e-4,6.752650415288e-5,0,3.8265019019965e-4,0.0119296824003421,0.00477187296013685,0.00146307425664573,0.0060773853737592,4.276678596349e-4,8.5533571926981e-4,0.00157561843023387,0.0145857248970221,9.2286222342269e-4,0,0.00189074211628064,3.8265019019965e-4,1.5756184302338e-4,0.00526706732392464,0.00211583046345691,0,0,0,5.1770319850541e-4,2.7010601661152e-4,0,0,1.5756184302338e-4,0,0,0,0,0,1.1254417358813e-4,0,0.00769802147342832,0,8.5533571926981e-4,0,0.0140680216985167,0.00598735003488869,9.6787989285794e-4,3.8265019019965e-4,0,0,0,0.00801314515947509,0.00384901073671416,0,3.1512368604677e-4,0,0.00648254439867648,4.276678596349e-4,1.3505300830576e-4,0.00882346320930965,0,0.0030386926868796,0,0,2.4759718189389e-4,2.4759718189389e-4,0,2.0257951245864e-4,0,4.5017669435253e-4,0,0.00114795057059896,0,0,2.4759718189389e-4,0.0267179868098229,0,6.752650415288e-5,0.00204830395930403,6.752650415288e-5,2.0257951245864e-4,2.0257951245864e-4,0,0.005064487811466,0,0,9.0035338870506e-4,0.00252098948837419,0,0.00272356900083283,0.00828325117608661,0.00508699664618363,0.00166565376910437,0.00209332162873928,1.5756184302338e-4,3.6014135548202e-4,7.8780921511693e-4,8.1031804983456e-4,0,0,0.001688162603822,0,4.0515902491728e-4,0,1.5756184302338e-4,0.00249848065365656,4.276678596349e-4,0.0129875976320706,0,0,0,0,0,0.0170391878812434,1.3505300830576e-4,0.00796812749003984,4.276678596349e-4,0.0081031804983456,0,0,0,8.1031804983456e-4,0,0,0.00218335696760979,0,0.00569473518355955,6.5275620681117e-4,0,0,0.00126049474418709,0,0,0,0,9.00353388705067e-5,0.00175568910797488,0,0.00137303891777523,0.00258851599252707,0,0,0,0,6.3024737209354e-4,0,0.00326378103405587,0,0.00409660791860805,3.6014135548202e-4,0.0123348414252594,0,4.9519436378778e-4,1.3505300830576e-4,0,0.00216084813289216,0.0135953361694465,4.9519436378778e-4,0,1.3505300830576e-4,0,3.376325207644e-4,8.5533571926981e-4,0,9.00353388705067e-5,0,0,0,0.00900353388705067,0,0,0,4.0515902491728e-4,0,0,0,0,2.0257951245864e-4,0,9.2286222342269e-4,1.5756184302338e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00211583046345691,3.8265019019965e-4,0,1.1254417358813e-4,0,4.50176694352533e-5,0,3.8265019019965e-4,0,0,0,0,0,0,0,0,0.00837328651495712,0,1.1254417358813e-4,1.1254417358813e-4,0,0,0,0.0299592590091611,0,0,0,0,0,0,0,0,0.00112544173588133,0.0187273504850654,0.00207081279402165,3.376325207644e-4,0,2.7010601661152e-4,0,0,0,0.0164764670133027,0.00265604249667995,1.3505300830576e-4,0,0,0.0101739932923673,0,0.00117045940531659,0,0,0.00522204965448939,7.4279154568168e-4,1.5756184302338e-4,0,0,0,0,0.00537961149751277,0.00146307425664573,0,4.50176694352533e-5,0,4.50176694352533e-5,0.00362392238953789,4.0515902491728e-4,0,0,0,0,0.00603236770432395,0,0,1.8007067774101e-4,4.50176694352533e-5,5.8522970265829e-4,0,9.00353388705067e-5,3.1512368604677e-4,1.1254417358813e-4,0,0,3.376325207644e-4,6.752650415288e-5,0.00121547707475184,0,0,0,0.00222837463704504,0.00164314493438675,1.5756184302338e-4,0.00706777410133477,0.00391653724086704,0,0,0.0241969973214487,4.5017669435253e-4,0,0.00155310959551624,6.5275620681117e-4,0,1.3505300830576e-4,0,0,0,0,0,1.1254417358813e-4,0,0.00112544173588133,0,0.00128300357890472,5.4021203322304e-4,0.00447925810880771,4.5017669435253e-4,0.0153285164427038,0.00150809192608099,3.376325207644e-4,0.0134602831611407,0.00841830418439237,0,0,0,5.1770319850541e-4,4.50176694352533e-5,0.00772053030814595,0,0,0,0,0,0,0,0.0620793661512144,4.9519436378778e-4,0,6.9777387624642e-4,0,9.00353388705067e-5,0,0.0104440993089788,0.00137303891777523,0,0,0,4.7268552907016e-4,0.0114119792018367,3.1512368604677e-4,7.4279154568168e-4,0,3.6014135548202e-4,1.5756184302338e-4,0.00492943480316024,0.125869403740968,0.00256600715780944,0.00612240304319445,0,3.376325207644e-4
