sample,Abditibacteria,ABY1,Acidimicrobiia,Acidobacteriae,Actinobacteria,AD3,Alphaproteobacteria,Anaerolineae,Armatimonadia,AT.s3.28,Babeliae,Bacilli,bacteriap25,Bacteroidia,Bathyarchaeia,BD2.11.terrestrial.group,BD7.11,Bdellovibrionia,Berkelbacteria,Blastocatellia,BRH.c20a,Chlamydiae,Chloroflexia,Chthonomonadetes,Clostridia,Coriobacteriia,Cyanobacteriia,Deferribacteres,Dehalococcoidia,Desulfitobacteriia,Desulfovibrionia,Desulfuromonadia,Dojkabacteria,Elusimicrobia,Endomicrobia,Entotheonellia,FFCH5909,Fibrobacteria,Fimbriimonadia,Gammaproteobacteria,Gemmatimonadetes,Gitt.GS.136,Gracilibacteria,Halanaerobiia,Holophagae,JG30.KF.CM66,Kapabacteria,KD4.96,Kryptonia,Ktedonobacteria,Latescibacteria,Leptospirae,Limnochordia,Lineage.IIa,Lineage.IIb,Lineage.IIc,Longimicrobia,MB.A2.108,Methanobacteria,Methylomirabilia,Microgenomatia,Myxococcia,Nanoarchaeia,Negativicutes,Nitrososphaeria,Nitrospiria,OLB14,Oligoflexia,OM190,P2.11E,Parcubacteria,Phycisphaerae,Pla4.lineage,Planctomycetes,Polyangia,S0134.terrestrial.group,Saccharimonadia,Sericytochromatia,SHA.26,Spirochaetia,Subgroup.11,Subgroup.18,Subgroup.22,Subgroup.25,Subgroup.5,Sulfobacillia,Sumerlaeia,Symbiobacteriia,Synergistia,Syntrophobacteria,Thermoanaerobaculia,Thermoleophilia,Thermoplasmata,TK10,Unclassified.Class.in.Acidobacteriota,Unclassified.Class.in.Actinobacteriota,Unclassified.Class.in.Armatimonadota,Unclassified.Class.in.Bdellovibrionota,Unclassified.Class.in.Chloroflexi,Unclassified.Class.in.Cyanobacteria,Unclassified.Class.in.Desulfobacterota,Unclassified.Class.in.Elusimicrobiota,Unclassified.Class.in.FCPU426,Unclassified.Class.in.Firmicutes,Unclassified.Class.in.GAL15,Unclassified.Class.in.Gemmatimonadota,Unclassified.Class.in.Latescibacterota,Unclassified.Class.in.Margulisbacteria,Unclassified.Class.in.MBNT15,Unclassified.Class.in.Myxococcota,Unclassified.Class.in.NB1.j,Unclassified.Class.in.Nitrospirota,Unclassified.Class.in.Patescibacteria,Unclassified.Class.in.Proteobacteria,Unclassified.Class.in.RCP2.54,Unclassified.Class.in.SAR324.clade.Marine.group.B.,Unclassified.Class.in.TX1A.33,Unclassified.Class.in.WPS.2,Unclassified.Class.in.WS4,vadinHA49,Vampirivibrionia,Verrucomicrobiae,Vicinamibacteria,WWE3
P160,0,0,0.0320429671665991,0.180158086745034,0.115261451155249,0.0791041751114714,0.192906364004864,1.2160518848804e-4,0,0,4.6615322253749e-4,0.0084718281313336,0,0.00253344142683421,0.00344548034049453,0,0,0,0,2.8374543980543e-4,0,4.05350628293474e-5,0.00243210376976084,5.8775841102553e-4,3.6481556546412e-4,0,1.4187271990271e-4,0,0,4.05350628293474e-5,6.08025942440211e-5,0,0,4.05350628293474e-5,0,1.6214025131739e-4,0,0,2.8374543980543e-4,0.0390352655046615,0.00985002026753141,0,4.05350628293474e-5,0,0.00291852452371301,0.00218889339278476,8.10701256586948e-5,1.8240778273206e-4,0,0.0816984191325497,0,0,0,4.0535062829347e-4,0,0,0,2.0267531414673e-4,0,6.0802594244021e-4,0,0.00914065666801784,0,0,0.00105391163356303,0,0,2.2294284556141e-4,0,0,0,4.0535062829347e-4,4.05350628293474e-5,0.00468179975678962,0.00828942034860154,6.08025942440211e-5,9.3230644507499e-4,4.0535062829347e-4,1.4187271990271e-4,1.0133765707336e-4,0,0,0,0,0.00401297122010539,0,0,0,0,0,4.2561815970814e-4,0.109728415079043,0,0.0222132144304824,0,0,4.0535062829347e-4,0,0.00255370895824889,1.8240778273206e-4,8.10701256586948e-5,0,1.8240778273206e-4,0,0.0085528982569923,0,0,4.05350628293474e-5,0,0,0,0,1.2160518848804e-4,0,0.00472233481961897,0,0,0.0199027158492096,0,0,0,0.0315565464126469,0.0136805837049047,0
G42,0,0,0.0222639644092931,0.201858625803262,0.100721700444884,0.0974592189817103,0.16083044982699,0,9.88630746416214e-5,0,9.4908551655956e-4,0.00777063766683144,0,0.00259021255561048,0.00539792387543253,0,0,1.9772614928324e-4,0,0.0061888284725655,0,3.95452298566485e-5,0.00164112703905091,7.5135936727632e-4,4.3499752842313e-4,0,0,0,9.88630746416214e-5,0,0,0,0,1.1863568956994e-4,0,5.93178447849728e-5,0,0,3.1636183885318e-4,0.0541571922886802,0.00800790904597133,0,0,0,0.00193771626297578,0.00332179930795848,0,1.7795353435491e-4,0,0.0810479485912012,0,0,0,0,5.93178447849728e-5,0,0,1.7795353435491e-4,0,0.00160158180919427,0,0.0140187839841819,0,0,0.0034206623826001,0,0,2.1749876421156e-4,0,0,0,1.1863568956994e-4,7.90904597132971e-5,0.00347998022738507,0.0104597132970835,0,0.00106772120612951,9.88630746416214e-5,7.90904597132971e-5,0,0,0,0,0,0.0039940682155215,0,0,0,0,0,2.9658922392486e-4,0.044270884824518,4.1522491349481e-4,0.0151260504201681,0,3.95452298566485e-5,1.7795353435491e-4,0,0.00118635689569946,0,2.9658922392486e-4,0,7.90904597132971e-5,0,0.00237271379139891,0,0,0,0,0,1.7795353435491e-4,0,0,0,0.0105585763717252,0,0,0.0156796836381611,0,0,0,0.0941374196737519,0.0178744438952051,0
G45,0,0,0.02144206606871,0.23566096223335,0.0891248922394028,0.0753315357948605,0.17991892734643,0,9.17111465727545e-5,0,9.17111465727545e-5,0.0203965589977806,0,0.00304481006621545,0.00196261853665695,0,0,0,0,0.00319154790073185,0,0,0.00242117426952072,6.0529356738017e-4,7.3368917258203e-4,0,0,0,9.17111465727545e-5,0,0,0,0,2.3844898108916e-4,0,3.66844586291018e-5,0,0,1.467378345164e-4,0.0638859847025808,0.00702507382747299,0,0,0,0.002164383059117,0.00253122764540802,0,9.17111465727545e-5,0,0.078944954969827,0,0,0,7.33689172582036e-5,0,0,0,1.467378345164e-4,0,0.00214604082980245,0,0.00972138153671197,0,0,0.00121058713476036,0,0,9.3545369504209e-4,0,0,0,5.8695133806562e-4,3.66844586291018e-5,0.0021276986004879,0.0154258148535373,0,5.5026687943652e-4,0,9.17111465727545e-5,0,0,0,0,0,0.00427373943029036,0,0,3.66844586291018e-5,0,0,1.2839560520185e-4,0.055503585905831,2.2010675177461e-4,0.0170032465745887,0,0,1.467378345164e-4,0,0.00234780535226251,0,1.100533758873e-4,0,7.7037363121113e-4,0,0.00231112089363341,0,0,0,0,0,1.467378345164e-4,0,0,0,0.0114822355509089,0,0,0.0183055448559218,0,0,2.2010675177461e-4,0.0494689924613438,0.0152974192483354,0
G48,0,0,0.0238677378041681,0.201866728761594,0.119105833042263,0.084138626925913,0.174292699965072,5.82139946443125e-5,3.8809329762875e-5,0,0,0.0148833779640626,0,0.00157177785539644,0.00131951721193775,0,0,1.552373190515e-4,0,0.001552373190515,0,0,0.00197927581790662,8.3440058990181e-4,7.1797260061318e-4,0,2.3285597857725e-4,0,5.82139946443125e-5,0,0,0,0,0,0,9.70233244071875e-5,0,0,1.9404664881437e-4,0.0519462878876082,0.006519967400163,0,0,0,0.00234796445065394,0.00242558311017969,0,1.7464198393293e-4,0,0.0741840338417356,0,0,0,1.1642798928862e-4,0,1.3583265417006e-4,5.82139946443125e-5,3.8809329762875e-5,0,0.00130011254705631,0,0.00956649978654869,0,0,0.00184344316373656,0,0,5.6273528156168e-4,0,0,0,7.1797260061318e-4,0,0.00391974230605037,0.00948888112702294,0,0.00112547056312337,9.70233244071875e-5,1.1642798928862e-4,0,0,0,0,0,0.00322117437031862,0,0,2.5226064345868e-4,0,0,0,0.0337253075639384,1.1642798928862e-4,0.0224706019327046,0,0,3.10474638103e-4,0,0.00151356386075212,0,2.3285597857725e-4,0,1.7464198393293e-4,0,0.00770365195793069,0,0,0,0,0,3.8809329762875e-4,0,0,0,0.00537509217215819,0,0,0.0238095238095238,0,0,0,0.0964217797958629,0.0106337563550277,0
G07,0,0,0.0201976528721433,0.180543545398394,0.123183034795141,0.0607370805023677,0.145027794935145,8.2355363393041e-5,3.9118797611694e-4,0,1.8529956763434e-4,0.0653695696932263,0,0.00257360510603253,0.00862672431542104,0,0,1.029442042413e-4,0,0.00273831583281861,0,0,0.00175005147210212,4.3236565781346e-4,0.00179122915379864,0,6.17665225447807e-5,0,0,0,0,0,0,8.2355363393041e-5,0,0,0,0,2.6765493102738e-4,0.0465513691579164,0.0112003294214536,0,0,0,7.4119827053736e-4,0.00166769610870908,0,1.6471072678608e-4,0,0.121906526662549,0,0,0,3.9118797611694e-4,0,0,0,2.8824377187564e-4,0,0.00177064031295038,0,0.00739139386452543,0,0,0.00648548486720198,0,0,4.117768169652e-4,0,0,0,4.5295449866172e-4,0,0.00207947292567428,0.00792670372658019,0,0.00125591929174387,2.058884084826e-4,6.17665225447807e-5,0,0,0,0,0,0.00395305744286597,0,0,1.029442042413e-4,0,0,2.8824377187564e-4,0.0524397776405188,0.00117356392835083,0.0155651636812847,0,0,3.9118797611694e-4,0,0.00391187976116945,0,2.2647724933086e-4,0,0,6.17665225447807e-5,0.00368540251183858,8.2355363393041e-5,0,0,0,0,2.6765493102738e-4,0,0,8.2355363393041e-5,0.0100267654931027,0,0,0.0137945233683344,0,0,0,0.0595635165740169,0.00928556722256537,0
G27,0,0,0.0214922048997773,0.167427616926503,0.128526354862658,0.081143281365998507,0.175909428359317,1.4847809948032e-4,2.4127691165553e-4,0,7.42390497401633e-5,0.020916852264291,0,0.00369339272457313,0.0090014847809948,0,3.71195248700817e-5,0,0,0.00365627319970304,0,5.56792873051225e-5,0.0026354862657758,0.00124350408314774,0.00122494432071269,0,3.8975501113585e-4,0,9.27988121752042e-5,0,0,0,3.71195248700817e-5,2.2271714922049e-4,0,0,0,0,2.5983667409057e-4,0.0448403860430586,0.0115070527097253,0,7.42390497401633e-5,0,0.00159613956941351,0.00217149220489978,0,1.4847809948032e-4,0,0.0965107646622123,0,0,0,0,0,5.56792873051225e-5,0,3.7119524870081e-4,0,0.00423162583518931,0,0.0158129175946548,0,0,0.00402746844840386,0,0,0.00191165553080921,0,1.855976243504e-4,0,0.00111358574610245,1.4847809948032e-4,0.00480697847067558,0.0100593912397921,0,0.00369339272457313,4.8255382331106e-4,2.4127691165553e-4,0,0,0,0,0,0.00347067557535264,0,0,0,0,0,1.2991833704528e-4,0.0577579806978471,2.9695619896065e-4,0.0206013363028953,0,0,1.855976243504e-4,0,0.00417594654788419,5.56792873051225e-5,1.855976243504e-4,0,3.71195248700817e-5,5.56792873051225e-5,0.00469561989606533,0,0,0,0,0,4.0831477357089e-4,0,1.6703786191536e-4,0,0.00781365998515219,0,0,0.0252412769116555,0,0,3.8975501113585e-4,0.0424090571640683,0.00950259836674091,0
I01,0,0,0.0227689486552567,0.183603300733496,0.129183221271394,0.0881341687041565,0.227670385085575,0,3.82029339853301e-5,0,3.82029339853301e-5,0.0304286369193154,0,0.00189104523227384,0.00282701711491443,0,0,0,0,0.00103147921760391,0,0,0.00294162591687042,2.1011613691931e-4,0.00105058068459658,0,1.5281173594132e-4,0,2.1011613691931e-4,0,0,0,0,0,0,0,0,0,7.64058679706601e-5,0.0550504278728606,0.00378209046454768,0,0,0,0.00110788508557457,0.00227307457212714,0,7.64058679706601e-5,0,0.0482503056234719,0,0,0,1.7191320293398e-4,0,0,0,0,0,0.00116518948655257,0,0.00607426650366748,0,0,0.00170003056234719,0,0,2.4831907090464e-4,0,0,7.64058679706601e-5,1.3371026894865e-4,0,0.00716305012224939,0.00960803789731051,0,0.00106968215158924,9.55073349633252e-5,0,0,0,0,0,0,0.00366748166259169,0,0,0,0,0,1.9101466992665e-4,0.0654607273838631,2.1011613691931e-4,0.0246026894865526,0,0,0,0,0.00129889975550122,0,7.64058679706601e-5,0,2.4831907090464e-4,0,0.00271240831295844,0,0,0,0,0,3.82029339853301e-5,0,0,0,0.00813722493887531,0,0,0.0195408007334963,0,0,1.3371026894865e-4,0.0322050733496333,0.011174358190709,0
I03,0,0,0.0281325721795556,0.175366544827303,0.158836091831287,0.084746806850384,0.155920160992238,2.8748613906115e-4,0,0,0,0.0179473489671034,4.10694484373075e-5,0.00125261817733788,0.00889153558667707,0,8.2138896874615e-5,1.0267362109326e-4,0,0.00605774364450285,0,0,0.00289539611483018,8.6245841718345e-4,8.2138896874615e-4,0,2.2588196640519e-4,0,1.6427779374923e-4,0,0,1.4374306953057e-4,0,0,0,1.2320834531192e-4,0,0,4.1069448437307e-4,0.0415212123701179,0.0191999671444412,6.16041726559612e-5,0,0,0.00225881966405191,0.0021766807671773,4.10694484373075e-5,0.00114994455624461,6.16041726559612e-5,0.0625282352458006,0,0,0,0,0,0,1.2320834531192e-4,2.0534724218653e-4,0,0.0040864101195121,8.2138896874615e-5,0.0117458622530699,0,0,0.00184812517967884,2.8748613906115e-4,0,5.1336810546634e-4,0,0,6.16041726559612e-5,0.0019097293523348,6.16041726559612e-5,0.0149698139553986,0.0119101400468192,0,8.419236929648e-4,0,3.6962503593576e-4,0,1.6427779374923e-4,0,0,0,0.00250523635467576,0,0,0,0,0,6.16041726559612e-5,0.061439894862212,8.2138896874615e-5,0.0195079880077211,2.4641669062384e-4,7.1871534765288e-4,2.6695141484249e-4,4.10694484373075e-5,0.00242309745780114,0,8.0085424452749e-4,0,8.2138896874615e-5,0,0.00416854901638671,0,0.00147850014374307,0,0,0,2.8748613906115e-4,0,6.16041726559612e-5,0,0.00478459074294632,0,0,0.0183785781756951,0,6.16041726559612e-5,8.2138896874615e-5,0.0443755390365107,0.0166536613413282,0
I05,0,0,0.0232586068855084,0.201861489191353,0.107325860688551,0.129183346677342,0.215772618094476,2.2017614091273e-4,0,0,1.0008006405124e-4,0.036529223378703,0,0.00148118494795837,0.00270216172938351,0,0,4.4035228182546e-4,0,7.8062449959968e-4,0,1.4011208967173e-4,0.00156124899919936,1.0008006405124e-4,0.00160128102481986,0,0,0,0,1.0008006405124e-4,0,4.00320256204964e-5,0,2.8022417934347e-4,0,1.8014411529223e-4,0,0,1.2009607686148e-4,0.0496397117694155,0.00572457966373098,0,6.00480384307446e-5,0,9.2073658927141e-4,0.00200160128102482,0,1.0008006405124e-4,0,0.0351481184947958,0,0,4.00320256204964e-5,1.0008006405124e-4,0,0,0,5.2041633306645e-4,0,0.00146116893514812,0,0.00920736589271417,0,0,0.0017013610888711,0,0,4.8038430744595e-4,0,0,8.00640512409928e-5,0,0,0.00422337870296237,0.0102882305844676,0,0.00406325060048038,1.2009607686148e-4,1.2009607686148e-4,0,0,0,0,0,0.00470376301040833,0,0,0,0,0,0,0.0485988791032826,0,0.0258206565252202,0,0,0,0,8.4067253803042e-4,0,0,0,2.8022417934347e-4,0,0.00842674139311449,0,0,0,0,0,2.8022417934347e-4,0,0,0,0.00250200160128102,0,0,0.0203763010408327,0,0,3.4027221777421e-4,0.0243795036028823,0.0136709367493995,0
I08,0,0,0.0196905468418822,0.228529037727851,0.111763459092836,0.0934506146672319,0.189953370072064,1.9075879610004e-4,8.47816871555744e-5,0,1.2717253073336e-4,0.0214073760067825,0,0.00553200508690123,0.00256464603645613,0,0,1.4836795252225e-4,0,0.00353963543874523,0,0,0.0033064857990674,0,9.9618482407799e-4,0,1.4836795252225e-4,0,6.35862653666808e-5,0,0,0,0,0,0,0,0,0,0,0.0252861381941501,0.0119754133107249,0,4.23908435777872e-5,0,0.00288257736328953,0.00152607036880034,1.0597710894446e-4,3.179313268334e-4,0,0.0582238236540907,0,0,0,2.7554048325561e-4,4.23908435777872e-5,1.2717253073336e-4,2.5434506146672e-4,2.5434506146672e-4,0,0.00142009325985587,0,0.012144976685036,4.23908435777872e-5,4.23908435777872e-5,0.00105977108944468,0,0,7.2064434082238e-4,0,0,0,3.3912674862229e-4,0,0.0072912250953794,0.011148791860958,0,0.00385756676557863,4.0271301398897e-4,1.2717253073336e-4,0,0,0,0,0,0.00669775328529038,0,0,0,0,0,2.5434506146672e-4,0.0524586689275117,0,0.0193726155150487,0,0,0,0,0.0016532428995337,0,1.6956337431114e-4,0,2.1195421788893e-4,0,0.00383637134378974,0,2.9673590504451e-4,0,0,0,2.1195421788893e-4,0,1.9075879610004e-4,0,0.00360322170411191,0,0,0.0272785078423061,0,0,2.9673590504451e-4,0.0408647732089869,0.0211954217888936,0
I09,0,0,0.0221916361853765,0.22082280628983,0.120140276782684,0.088031222896791,0.186545495682341,9.4272031373732e-5,2.6396168784645e-4,0,3.77088125494928e-5,0.0331649006372789,0,9.0501150118782e-4,0.00115011878275953,0,0,2.2625287529695e-4,0,4.3365134431916e-4,7.54176250989856e-5,0,0.00252649044081602,7.9188506353934e-4,0.00165918775217768,0,5.65632188242392e-5,0,0,1.3198084392322e-4,0,0,0,0,0,0,0,0,7.54176250989856e-5,0.0372185979863494,0.00467589275613711,0,0,0,7.5417625098985e-4,0.00171575097100192,0,3.77088125494928e-5,0,0.0833176213281044,0,0,0,0,0,7.54176250989856e-5,0,0,0,9.0501150118782e-4,3.77088125494928e-5,0.00842791960481164,0,0,0.00220596553414533,0,0,4.5250575059391e-4,0,0,0,3.2052490667068e-4,0,0.00503412647535729,0.00761718013499755,0,0.00156491572080395,2.2625287529695e-4,0,0,0,0,0,0,0.00358233719220182,0,0,1.6968965647271e-4,0,0,0,0.0705531882801011,3.2052490667068e-4,0.0216825672159584,0,0,5.8448659451713e-4,0,0.00175345978355141,0,1.3198084392322e-4,0,2.0739846902221e-4,0,0.00282816094121196,0,0,0,0,0,0,0,0,0,0.00754176250989856,0,0,0.0191937855876918,0,0,0,0.0271126362230853,0.0104264866699348,0
I11,0,0,0.0120758483033932,0.271516966067864,0.0651297405189621,0.171716566866267,0.159780439121756,5.189620758483e-4,0,0,1.5968063872255e-4,0.0112574850299401,0,0.00301397205588822,0.0082435129740519,0,7.98403193612774e-5,0,0,0.0100399201596806,0,1.1976047904191e-4,0.00155688622754491,0,6.187624750499e-4,0,2.7944111776447e-4,0,9.98003992015968e-5,0,0,0,0,2.3952095808383e-4,0,1.7964071856287e-4,1.7964071856287e-4,0,0,0.0531936127744511,0.0149301397205589,0,0,0,0.00253493013972056,0.00111776447105788,5.98802395209581e-5,1.5968063872255e-4,0,0.0329740518962076,0,0,0,7.7844311377245e-4,7.98403193612774e-5,0,0,5.189620758483e-4,0,0.00578842315369262,3.99201596806387e-5,0.0147904191616766,0,0,7.5848303393213e-4,5.189620758483e-4,0,1.7964071856287e-4,0,5.3892215568862e-4,1.9960079840319e-4,7.98403193612774e-5,0,2.1956087824351e-4,0.00802395209580838,0,0.00143712574850299,1.3972055888223e-4,0,0,0,0,0,0,0.00540918163672655,0,0,0,0,0,3.9920159680638e-4,0.0237125748502994,1.7964071856287e-4,0.018562874251497,0,0,0,0,5.3892215568862e-4,0,0,0,3.1936127744511e-4,1.1976047904191e-4,0.0154091816367265,0,6.3872255489022e-4,0,0,1.9960079840319e-4,3.9920159680638e-4,0,0,0,0.0110179640718563,0,0,0.0246107784431138,0,0,5.3892215568862e-4,0.0196806387225549,0.0223952095808383,0
I13,0,0,0.0155579399141631,0.294969704620045,0.100684801817723,0.0580819237566271,0.147090381216864,2.3668265589497e-4,1.2623074981065e-4,0,1.8934612471598e-4,0.0190292855339561,0,0.00366069174450896,0.00214592274678112,0,0,6.31153749053269e-5,0,0.0029348649330977,0,1.5778843726331e-4,0.00107296137339056,0.00130964402928553,8.993940924009e-4,0,7.88942186316587e-5,0,7.88942186316587e-5,0,0,0,0,4.73365311789952e-5,0,0,0,0,1.1045190608432e-4,0.0383425902549861,0.0035817975258773,0,0,0,0.00102562484221156,6.7849028023226e-4,0,1.5778843726331e-4,0,0.115311789952032,0,0,0,7.2582681141126e-4,0,0,0,1.8934612471598e-4,0,0.00187768240343348,0,0.00929373895480939,0,0,0.0019407977783388,6.31153749053269e-5,0,2.0512496844231e-4,0,0,0,5.3648068669527e-4,5.5225953042161e-4,0.0105876041403686,0.00582239333501641,0,6.469325927796e-4,1.7356728098964e-4,0,0,0,0,0,0,0.00700580661449129,0,0,0,0,0,3.4713456197929e-4,0.0338613986367079,9.46730623579904e-5,0.0121497096692754,0,0,6.6271143650593e-4,0,0.00189346124715981,0,1.7356728098964e-4,0,2.0512496844231e-4,0,0.00877303711184044,0,0,0,0,2.8401918707397e-4,1.2623074981065e-4,0,0,0,0.00313998990154002,0,0,0.0218694774046958,0,0,6.31153749053269e-5,0.0558255491037617,0.0132857864175713,0
I15,0,0,0.0255009459094243,0.161885641481024,0.105671595691286,0.142562063240802,0.167927879232462,3.86085479325123e-5,0,0,0,0.0141307285432995,5.79128218987684e-5,3.4747693139261e-4,0.0097679626269256,0,0,1.1582564379753e-4,0,0.00476815566966526,0,0,0.001582950465233,4.826068491564e-4,5.2121539708891e-4,0,0,0,2.5095556156133e-4,0,0,1.1582564379753e-4,0,0,0,1.1582564379753e-4,0,0,0,0.0313887494691325,0.00741284120304235,0,0,0,0.00221999150611945,0.00223929578008571,0,6.563453148527e-4,0,0.0963669356395506,0,0,0,0,0,0,0,9.652136983128e-4,0,0.00411181035481256,3.86085479325123e-5,0.0152503764333423,0,0,0.0029921624647697,0,3.86085479325123e-5,1.737384656963e-4,0,1.737384656963e-4,0,6.1773676692019e-4,0,0.00221999150611945,0.00793405660013127,0,0.00144782054746921,5.79128218987684e-5,3.2817265742635e-4,0,0,0,0,0,0.00241303424578202,0,5.79128218987684e-5,0,0,0,1.9304273966256e-4,0.0495733755453457,3.8608547932512e-4,0.0202887919385352,0,9.65213698312807e-5,0,0,0.00210416586232192,0,6.7564958881896e-4,0,7.72170958650245e-5,0,0.00610015057333694,0,6.9495386278522e-4,0,9.65213698312807e-5,0,1.737384656963e-4,0,0,0,0.00851318481911895,0,0,0.0121423883247751,0,0,9.65213698312807e-5,0.0649395776224856,0.0188988842129648,0
I17,0,0,0.0256011070749005,0.243306617463338,0.099329220242557,0.0760921793615099,0.187357050875473,0,1.7298045320878e-4,0,0,0.0197389917161583,0,0.00196044513636626,0.00261392684848834,0,0,0,3.84401007130639e-5,2.3064060427838e-4,0,0,0.00207576543850545,6.1504161140902e-4,4.9972130926983e-4,0,3.84401007130639e-5,0,5.76601510695958e-5,0,0,0,0,1.1532030213919e-4,0,0,0,0,2.1142055392185e-4,0.0534509600415153,0.00911030386899614,0,0,0,0.00240250629456649,0.002710027100271,0,7.68802014261277e-5,0,0.0643679486440255,0,0,0,1.9220050356531e-4,0,0,0,0,0,8.6490226604393e-4,0,0.00811086125045648,0,0,0.00159526417959215,3.84401007130639e-5,0,7.4958196390474e-4,0,0,0,0.00188356493494013,5.76601510695958e-5,0.00763035999154318,0.0126852332353111,0,0.00134540352495724,0,1.1532030213919e-4,0,0,0,0,0,0.00351726921524534,0,0,0,0,0,2.1142055392185e-4,0.0665398143343136,2.4986065463491e-4,0.0209498548886198,0,0,2.1142055392185e-4,0,0.00190278498529666,0,0,0,1.3454035249572e-4,0,0.00311364815775817,0,7.68802014261277e-5,0,0,0,1.7298045320878e-4,0,0,0,0.00530473389840281,0,0,0.0177977666301486,0,0,5.76601510695958e-5,0.0413231082665437,0.0109938688039363,0
I19,0,0,0.0251642639992155,0.251603412768461,0.0995194665097578,0.0580759046778464,0.201667157006963,5.88408355398647e-5,5.88408355398647e-5,0,3.92272236932431e-5,0.0237913111699519,0,0.00119643032264391,3.7265862508581e-4,0,0,0,0,2.5497695400608e-4,0,5.88408355398647e-5,0.00203981563204864,8.0415808571148e-4,6.2763557909189e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5497695400608e-4,0.0435422182994999,0.00653133274492498,0,0,5.88408355398647e-5,0.00160831617142297,0.00235363342159459,9.80680592331078e-5,1.5690889477297e-4,0,0.0711974110032362,0,0,0,2.3536334215945e-4,0,0,0,0,0,5.8840835539864e-4,0,0.00902226144944591,0,0,0.00335392762577229,0,0,5.2956751985878e-4,0,0,0,2.9420417769932e-4,0,0.00570756104736687,0.0126115524173777,0,0.00121604393449054,1.5690889477297e-4,1.1768167107972e-4,0,0,0,0,0,0.00417769932333039,0,0,0,0,0,1.9613611846621e-4,0.0747474747474747,7.84544473864862e-5,0.0262822398744729,0,0,3.9227223693243e-4,0,0.00251054231636756,0,5.88408355398647e-5,0,1.3729528292635e-4,0,0.00266745121114053,0,0,0,0,0,0,0,0,0,0.00970873786407767,0,0,0.0169657742473276,0,0,2.1574973031283e-4,0.0236932431107188,0.0131999607727763,0
I21,0,0,0.0343238371336716,0.153500213710951,0.178680938841501,0.0226347772760216,0.187675382356767,1.8583560981955e-4,7.43342439278214e-5,0,5.57506829458661e-5,0.0354202672316069,0,0.00282470126925722,9.29178049097768e-5,0,0,2.6016985374737e-4,0,3.9025478062106e-4,0,3.71671219639107e-5,0.00533348200182119,4.8317258553083e-4,9.2917804909776e-4,1.4866848785564e-4,0,0,5.57506829458661e-5,0,0,0,0,7.43342439278214e-5,0,0,0,0,7.061753173143e-4,0.0426121053316236,0.0134359145899537,0,0,0,0.00115218078088123,0.00237869580569029,0,4.0883834160301e-4,0,0.0333574919626099,0,0,0,1.4866848785564e-4,0,0,0,0,0,3.5308765865715e-4,1.1150136589173e-4,0.0089944435152664,0,0,0.00217427663488878,0,0,0.00111501365891732,0,0,3.716712196391e-4,0.00308487112300459,0,0.0133987474679898,0.0173570459571463,0,0.0017468547323038,4.2742190258497e-4,8.5484380516994e-4,0,0,0,0,0,0.00196985746408727,0,0,5.57506829458661e-5,0,0,1.4866848785564e-4,0.13086543643493,2.7875341472933e-4,0.0344353384995633,0,5.57506829458661e-5,7.061753173143e-4,0,0.00141235063462861,0,0,0,2.9733697571128e-4,0,0.00209994239096096,0,0,0,0,0,0,0,0,0,0.00403263273308431,0,0,0.00676441619743175,0,0,3.3450409767519e-4,0.0353087658657152,0.0138633364925387,0
I23,0,0,0.0277158041755092,0.199488491048593,0.126607534780795,0.078503927010212,0.200068926738133,0,1.8138615298108e-4,0,0.00021766338357729001,0.0230360414285973,0,8.7065353430919e-4,5.2601984364513e-4,0,5.44158458943244e-5,3.62772305962163e-5,3.62772305962163e-5,0.00141481199325244,0,1.0883169178864e-4,0.00203152491338811,3.6277230596216e-4,4.1718815185648e-4,0,3.62772305962163e-5,0,7.25544611924326e-5,0,0,0,0,0,0,0,3.62772305962163e-5,0,0,0.0438773104061236,0.0066931490450019,1.0883169178864e-4,0,0,0.00253940614173514,0.00302914875478406,7.25544611924326e-5,6.1671292013567e-4,0,0.0648092724601404,0,0,0,1.8138615298108e-4,0,0,0,1.0883169178864e-4,0,0.00186827737570514,0,0.00885164426547677,0,0,0.00143295060855054,0,0,3.4463369066405e-4,0,0,0,0.00179572291451271,0,0.00716475304275272,0.00910558487965029,0,9.069307649054e-4,1.4510892238486e-4,1.4510892238486e-4,0,0,0,0,0,0.00413560428796866,0,0,0,0,0,3.2649507536594e-4,0.0785946200867026,0,0.0281692695579619,0,0,2.7207922947162e-4,0,0.00214035660517676,1.2697030708675e-4,3.4463369066405e-4,0,0,0,0.00471603997750812,0,0,0,0,0,5.44158458943244e-5,0,0,0,0.00444396074803649,0,0,0.0157443180787579,0,3.62772305962163e-5,1.6324753768297e-4,0.0272804774083546,0.0178302588380403,0
