sample,[Eubacterium] coprostanoligenes group,27F-1492R,37-13,67-14,A0839,A21b,A4b,AB1,Abditibacteriaceae,Acetobacteraceae,Acidiferrobacteraceae,Acidimicrobiaceae,Acidimicrobiales Incertae Sedis,Acidobacteriaceae (Subgroup 1),Acidothermaceae,Actinospicaceae,Aeromonadaceae,AKAU3644,AKIW781,Akkermansiaceae,AKYG1722,AKYH767,Alcaligenaceae,Alicyclobacillaceae,Amb-16S-1034,Amb-16S-1323,Amoebophilaceae,Anaerolineaceae,Anaeromyxobacteraceae,Anaerovoracaceae,Aneurinibacillaceae,Atopobiaceae,Azospirillaceae,B1-7BS,Babeliaceae,Bacillaceae,Bacteriovoracaceae,Bacteroidaceae,Bdellovibrionaceae,Beijerinckiaceae,Bifidobacteriaceae,BIrii41,Blastocatellaceae,Blattabacteriaceae,Bogoriellaceae,Brevibacillaceae,Bryobacteraceae,BSV26,Burkholderiaceae,Caedibacteraceae,Caldicoprobacteraceae,Caldilineaceae,Caldinitratiruptor,Caloramatoraceae,Candidatus Hepatincola,Candidatus Jidaibacter,Candidatus Spiroplasma,Catenulisporaceae,Caulobacteraceae,Cellulomonadaceae,Chitinibacteraceae,Chitinophagaceae,Christensenellaceae,Chromobacteriaceae,Chthoniobacteraceae,Chthonomonadaceae,Clostridiaceae,COB P4-1 termite group,Coleofasciculaceae,Comamonadaceae,Coriobacteriaceae,Corynebacteriaceae,Coxiellaceae,CPla-3 termite group,Crocinitomicaceae,cvE6,CWT CU03-E12,Cytophagaceae,Deferribacteraceae,Desulfitobacteriaceae,Desulfovibrionaceae,Devosiaceae,Diplorickettsiaceae,Dongiaceae,Dysgonomonadaceae,Eel-36e1D6,Eggerthellaceae,Elsteraceae,Elusimicrobiaceae,Endomicrobiaceae,Enterobacteriaceae,Enterococcaceae,Entotheonellaceae,env.OPS 17,Erwiniaceae,Erysipelotrichaceae,Family XI,Ferrovaceae,FFCH9454,Fibrobacteraceae,Fimbriimonadaceae,Flavobacteriaceae,Fokiniaceae,Frankiaceae,Gaiellaceae,Geminicoccaceae,Gemmataceae,Gemmatimonadaceae,Geobacteraceae,Geodermatophilaceae,Gimesiaceae,Gottschalkia,GW2011_GWC1_47_15,Haliangiaceae,Halieaceae,Halobacteroidaceae,Holophagaceae,Holosporaceae,Hungateiclostridiaceae,Hymenobacteraceae,Hyphomicrobiaceae,Hyphomonadaceae,Iamiaceae,Ilumatobacteraceae,Inquilinaceae,Intrasporangiaceae,Isosphaeraceae,JG30-KF-AS9,JG30-KF-CM45,Jonesiaceae,KF-JG30-B3,KI89A clade,Kineosporiaceae,Koribacteraceae,Ktedonobacteraceae,Labraceae,Lachnospiraceae,Lactobacillaceae,Latescibacteraceae,Legionellaceae,Leptolyngbyaceae,Leptospiraceae,Longimicrobiaceae,LWQ8,M2PB4-65 termite group,Magnetospirillaceae,Methanobacteriaceae,Methanomethylophilaceae,Methylacidiphilaceae,Methylococcaceae,Methyloligellaceae,Micavibrionaceae,Microbacteriaceae,Micrococcaceae,Micromonosporaceae,Micropepsaceae,Microscillaceae,Microtrichaceae,Mitochondria,Monoglobaceae,Moraxellaceae,Mycobacteriaceae,Myxococcaceae,Nakamurellaceae,Nannocystaceae,Neisseriaceae,Nitrosomonadaceae,Nitrososphaeraceae,Nitrosotaleaceae,Nitrospiraceae,Nocardiaceae,Nocardioidaceae,Nostocaceae,NS11-12 marine group,NS9 marine group,Obscuribacteraceae,Oligoflexaceae,Opitutaceae,Oscillospiraceae,Oxalobacteraceae,Oxobacteraceae,Paenibacillaceae,Paludibacteraceae,Paracaedibacteraceae,Parachlamydiaceae,Pedosphaeraceae,Peptococcaceae,Peptostreptococcaceae,Phaselicystidaceae,Phycisphaeraceae,Pirellulaceae,Planococcaceae,Pleomorphomonadaceae,Polyangiaceae,Prevotellaceae,Propionibacteriaceae,Pseudomonadaceae,Pseudonocardiaceae,Puniceicoccaceae,Pyrinomonadaceae,Reyranellaceae,Rhizobiaceae,Rhizobiales Incertae Sedis,Rhodanobacteraceae,Rhodobacteraceae,Rhodocyclaceae,Rhodomicrobiaceae,Rhodospirillaceae,Rickettsiaceae,Rikenellaceae,Roseiflexaceae,Rs-E47 termite group,Rubritaleaceae,Ruminococcaceae,Saccharimonadaceae,Sandaracinaceae,Saprospiraceae,SC-I-84,Schlesneriaceae,Sedimentibacteraceae,Silvanigrellaceae,Simkaniaceae,SM2D12,Solibacteraceae,Solimonadaceae,Solirubrobacteraceae,Sphingobacteriaceae,Sphingomonadaceae,Spirochaetaceae,Spirosomaceae,Spongiibacteraceae,Sporichthyaceae,Sporolactobacillaceae,Sporomusaceae,Steroidobacteraceae,Streptococcaceae,Streptomycetaceae,Streptosporangiaceae,Sulfobacillaceae,Sumerlaeaceae,Sutterellaceae,Symbiobacteraceae,Synergistaceae,Syntrophobacteraceae,Terrimicrobiaceae,Thermoactinomycetaceae,Thermoanaerobaculaceae,Thermomicrobiaceae,Thermomonosporaceae,TRA3-20,type III,UBA12409,UBA12411,UCG-010,Unclassified Family in 0319-6G20,Unclassified Family in 0319-7L14,Unclassified Family in 11-24,Unclassified Family in Absconditabacteriales (SR1),Unclassified Family in Acidimicrobiia,Unclassified Family in Acidobacteriae,Unclassified Family in Acidobacteriales,Unclassified Family in Acidobacteriota,Unclassified Family in Actinobacteria,Unclassified Family in Actinobacteriota,Unclassified Family in Actinomarinales,Unclassified Family in AD3,Unclassified Family in Alphaproteobacteria,Unclassified Family in AMGG11,Unclassified Family in Anaerolineae,Unclassified Family in Armatimonadales,Unclassified Family in Armatimonadota,Unclassified Family in AT-s3-28,Unclassified Family in Azospirillales,Unclassified Family in B10-SB3A,Unclassified Family in B12-WMSP1,Unclassified Family in Babeliales,Unclassified Family in Bacillales,Unclassified Family in Bacilli,Unclassified Family in bacteriap25,Unclassified Family in Bacteroidales,Unclassified Family in Bacteroidia,Unclassified Family in Bathyarchaeia,Unclassified Family in BD2-11 terrestrial group,Unclassified Family in BD7-11,Unclassified Family in Bdellovibrionota,Unclassified Family in Berkelbacteria,Unclassified Family in Blastocatellia,Unclassified Family in Blfdi19,Unclassified Family in BRH-c20a,Unclassified Family in Burkholderiales,Unclassified Family in C0119,Unclassified Family in C10-SB1A,Unclassified Family in Candidatus Daviesbacteria,Unclassified Family in Candidatus Kaiserbacteria,Unclassified Family in Candidatus Levybacteria,Unclassified Family in Candidatus Liptonbacteria,Unclassified Family in Candidatus Magasanikbacteria,Unclassified Family in Candidatus Nomurabacteria,Unclassified Family in Candidatus Peribacteria,Unclassified Family in Candidatus Staskawiczbacteria,Unclassified Family in Candidatus Vogelbacteria,Unclassified Family in Candidatus Woykebacteria,Unclassified Family in Candidatus Yanofskybacteria,Unclassified Family in Caulobacterales,Unclassified Family in CCD24,Unclassified Family in Chitinophagales,Unclassified Family in Chlamydiales,Unclassified Family in Chloroflexi,Unclassified Family in Chloroflexia,Unclassified Family in Chloroplast,Unclassified Family in Chthoniobacterales,Unclassified Family in Chthonomonadales,Unclassified Family in Clostridia,Unclassified Family in Clostridia UCG-014,Unclassified Family in Clostridia vadinBB60 group,Unclassified Family in Corynebacteriales,Unclassified Family in Cyanobacteria,Unclassified Family in Cyanobacteriales,Unclassified Family in Cyanobacteriia,Unclassified Family in Desulfitobacteriales,Unclassified Family in Desulfobacterota,Unclassified Family in Dojkabacteria,Unclassified Family in DS-100,Unclassified Family in EC3,Unclassified Family in Elev-1554,Unclassified Family in Elev-16S-1166,Unclassified Family in Elev-16S-976,Unclassified Family in Elsterales,Unclassified Family in Elusimicrobiota,Unclassified Family in Enterobacterales,Unclassified Family in FCPU426,Unclassified Family in FCPU453,Unclassified Family in FFCH16263,Unclassified Family in FFCH5909,Unclassified Family in Fibrobacterales,Unclassified Family in Firmicutes,Unclassified Family in Frankiales,Unclassified Family in Gaiellales,Unclassified Family in GAL15,Unclassified Family in Gammaproteobacteria,Unclassified Family in Gemmatimonadota,Unclassified Family in Gitt-GS-136,Unclassified Family in GOUTB8,Unclassified Family in Group 1.1c,Unclassified Family in Hydrogenispora,Unclassified Family in IMCC26256,Unclassified Family in JG30-KF-CM66,Unclassified Family in JG36-GS-52,Unclassified Family in JG36-TzT-191,Unclassified Family in Kapabacteriales,Unclassified Family in KD4-96,Unclassified Family in KF-JG30-C25,Unclassified Family in Ktedonobacterales,Unclassified Family in Ktedonobacteria,Unclassified Family in Lachnospirales,Unclassified Family in Latescibacterota,Unclassified Family in Lineage IIa,Unclassified Family in Lineage IIb,Unclassified Family in Lineage IIc,Unclassified Family in Lineage IV,Unclassified Family in Margulisbacteria,Unclassified Family in Marine Group II,Unclassified Family in MB-A2-108,Unclassified Family in MBNT15,Unclassified Family in Methanomassiliicoccales,Unclassified Family in Micavibrionales,Unclassified Family in Micrococcales,Unclassified Family in Microgenomatia,Unclassified Family in Microtrichales,Unclassified Family in mle1-27,Unclassified Family in MSB-4B10,Unclassified Family in MVP-88,Unclassified Family in Myxococcales,Unclassified Family in Myxococcota,Unclassified Family in NB1-j,Unclassified Family in Nitrososphaeria,Unclassified Family in Nitrospirota,Unclassified Family in OLB14,Unclassified Family in Oligoflexia,Unclassified Family in OM190,Unclassified Family in Oscillospirales,Unclassified Family in P2-11E,Unclassified Family in Paludibaculum,Unclassified Family in Parcubacteria,Unclassified Family in Patescibacteria,Unclassified Family in Pla4 lineage,Unclassified Family in Planctomycetales,Unclassified Family in Planctomycetes,Unclassified Family in PLTA13,Unclassified Family in Polyangia,Unclassified Family in Polyangiales,Unclassified Family in Proteobacteria,Unclassified Family in Pseudomonadales,Unclassified Family in R7C24,Unclassified Family in RBG-13-54-9,Unclassified Family in RCP2-54,Unclassified Family in Rhizobiales,Unclassified Family in Rhodospirillales,Unclassified Family in Rickettsiales,Unclassified Family in Rokubacteriales,Unclassified Family in S-BQ2-57 soil group,Unclassified Family in S0134 terrestrial group,Unclassified Family in S085,Unclassified Family in Saccharimonadales,Unclassified Family in SAR202 clade,Unclassified Family in SAR324 clade(Marine group B),Unclassified Family in SBR1031,Unclassified Family in Sericytochromatia,Unclassified Family in SHA-26,Unclassified Family in SJA-15,Unclassified Family in Solirubrobacterales,Unclassified Family in Sphingobacteriales,Unclassified Family in Streptosporangiales,Unclassified Family in Subgroup 11,Unclassified Family in Subgroup 12,Unclassified Family in Subgroup 13,Unclassified Family in Subgroup 15,Unclassified Family in Subgroup 17,Unclassified Family in Subgroup 18,Unclassified Family in Subgroup 2,Unclassified Family in Subgroup 22,Unclassified Family in Subgroup 25,Unclassified Family in Subgroup 5,Unclassified Family in Subgroup 7,Unclassified Family in Symbiobacteriales,Unclassified Family in Tepidisphaerales,Unclassified Family in Thalassobaculales,Unclassified Family in Thermoleophilia,Unclassified Family in Thermoplasmata,Unclassified Family in TK10,Unclassified Family in TSBb06,Unclassified Family in TX1A-33,Unclassified Family in vadinHA49,Unclassified Family in Vampirivibrionia,Unclassified Family in Vampirovibrionales,Unclassified Family in Verrucomicrobiae,Unclassified Family in Verrucomicrobiales,Unclassified Family in Vicinamibacterales,Unclassified Family in WD260,Unclassified Family in Woesearchaeales,Unclassified Family in WPS-2,Unclassified Family in WS4,Unclassified Family in WWE3,Unclassified Family in Xanthomonadales,Unknown Family,URHD0088,vadinHA21,Vampirovibrionaceae,Vermiphilaceae,Verrucomicrobiaceae,Vicinamibacteraceae,Vulgatibacteraceae,WD2101 soil group,Weeksellaceae,Woeseiaceae,WWH38,WX65,Xanthobacteraceae,Xanthomonadaceae,Xiphinematobacteraceae,Yersiniaceae,YM_S32_TM7_50_20
F90,0,0,0,0,5,23,0,7,0,612,0,0,84,1095,3034,43,0,0,0,0,0,5,0,0,0,0,0,0,112,0,0,0,0,0,0,27,9,0,21,588,0,6,0,4,0,0,1168,0,499,0,0,0,0,0,0,0,4,52,658,0,0,264,0,0,218,0,0,0,0,138,0,0,0,0,0,6,8,0,0,0,0,0,86,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,51,240,0,94,1342,0,0,0,0,0,327,2,0,9,0,0,0,174,0,25,0,20,0,56,356,33,0,151,0,0,2255,40,0,3,0,0,4,0,0,0,30,0,12,0,0,0,2,5,3,8,0,192,1032,23,0,0,0,9,196,454,0,0,0,163,16,3,19,17,14,0,0,0,17,0,6,0,20,0,0,0,0,2,434,0,0,48,0,0,0,0,721,0,0,19,25,0,0,129,14,41,253,0,0,50,33,0,0,0,0,0,0,0,8,0,58,0,0,0,0,22,2393,24,852,34,142,0,0,0,0,0,0,98,0,210,0,0,0,40,0,0,0,0,0,52,0,199,0,0,0,0,0,17,0,52,0,809,145,2576,7,85,0,12,789,728,0,2,0,0,0,0,0,7,18,0,0,0,0,0,0,0,4,0,0,0,12,0,13,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,17,59,0,0,0,0,0,7,0,0,0,56,0,0,0,0,0,0,5315,0,0,15,0,0,0,0,0,0,255,67,12,0,0,0,7,0,439,108,0,20,5,9,97,3,25,0,23,80,0,2,14,0,2,0,0,0,0,0,0,58,11,0,0,117,3,18,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,32,0,0,0,0,758,64,0,2,90,0,0,14,36,0,0,0,0,20,0,7,0,0,0,5,154,0,15,0,3150,0,0,326,194,0,0,0,0,15,254,0,0,0,0,0,0,0,804,88,0,375,0,0,6,2910,36,0,0,23,0,21,0,0,0,0,0,6,4862,82,72,0,0
F93,0,2,0,320,100,294,0,0,0,118,2,0,0,111,1345,3,7,0,6,0,0,13,0,0,0,5,0,0,16,0,0,0,0,57,2,225,4,0,25,394,0,76,53,0,0,0,244,0,61,2,0,8,0,0,0,0,0,10,128,0,0,580,0,0,2806,23,4,0,0,314,0,0,0,0,0,0,0,0,0,0,0,44,42,122,0,0,0,0,0,0,0,0,206,7,0,0,0,0,0,0,12,152,0,206,1631,25,97,922,0,0,0,0,0,635,7,0,5,3,0,17,530,212,65,270,19,38,70,648,41,0,84,17,7,234,94,0,0,0,23,12,0,0,7,0,0,0,0,0,5,0,342,0,38,0,625,266,43,17,0,0,0,356,171,0,14,0,288,19,6,392,0,135,0,0,11,11,0,9,0,20,0,51,0,0,11,1187,0,3,91,3,9,9,0,225,0,0,40,112,0,121,368,226,74,93,7,16,35,36,0,0,75,0,18,0,7,111,19,577,0,0,0,0,0,757,6,354,19,360,0,0,0,36,0,0,97,0,253,29,0,0,56,0,0,0,0,4,78,0,61,115,0,0,0,0,28,0,145,0,182,16,548,0,22,6,0,96,604,22,0,6,0,15,38,0,4,0,0,0,400,0,0,0,18,0,0,0,0,9,0,41,7,0,0,0,0,0,0,0,0,0,0,0,0,0,94,17,0,5,0,2,0,17,0,0,0,0,0,0,0,0,372,0,5,5,0,0,0,1331,0,0,0,0,0,0,0,0,50,832,92,15,0,12,0,0,0,732,118,6,0,0,452,0,52,0,0,232,33,7,0,0,0,0,239,65,0,2,0,2,161,18,0,0,0,0,268,0,0,8,2,26,0,4,14,5,0,0,15,3,54,0,0,0,99,73,7,314,174,0,0,1075,20,0,69,29,0,6,0,0,0,0,0,5,0,50,0,57,24,199,20,681,67,15,598,374,0,0,0,23,2,343,0,0,0,0,0,0,0,2758,22,0,31,0,4,0,464,61,0,0,0,21,507,14,33,0,16,7,219,5592,114,272,0,15
F96,0,0,0,653,76,367,2,0,0,256,0,47,0,298,1496,0,0,0,0,0,0,28,0,0,62,14,0,0,45,0,0,0,4,128,0,178,4,0,40,470,0,69,48,0,0,0,287,0,141,0,0,3,0,0,0,0,0,14,189,0,0,594,0,0,3489,8,0,0,0,401,0,0,0,4,0,0,0,7,0,0,0,21,39,103,0,0,0,24,0,0,3,0,134,14,0,2,0,0,0,6,16,224,0,289,1940,36,99,835,0,0,0,0,0,587,22,0,0,3,0,9,675,117,22,400,6,57,105,306,46,0,81,0,23,297,148,44,2,0,33,0,0,0,3,0,0,0,0,0,6,0,391,5,18,0,660,465,29,55,0,0,0,422,300,19,8,0,472,135,4,274,0,224,0,0,0,7,18,7,0,15,0,23,0,0,4,1639,0,0,120,9,36,21,0,263,0,9,17,88,0,169,334,228,119,134,18,0,51,38,0,0,47,0,20,3,0,63,4,806,0,0,0,6,26,757,8,556,0,382,0,0,4,81,0,0,62,0,278,39,0,7,137,0,0,0,30,6,40,0,23,100,4,0,0,0,40,0,125,0,219,58,906,8,0,13,0,153,810,0,0,13,3,11,41,0,4,4,0,0,284,0,4,4,7,0,0,0,8,8,0,53,31,0,0,0,0,0,3,4,0,0,2,0,2,0,77,0,0,7,7,0,41,8,0,0,0,0,0,0,0,0,444,0,3,0,0,10,2,1334,2,0,0,0,11,0,0,0,53,1184,57,19,0,5,0,8,0,839,141,0,0,0,403,2,0,0,0,235,38,15,0,3,0,0,399,176,2,0,0,0,259,24,0,4,9,0,354,0,0,19,0,0,0,0,0,6,2,3,3,0,45,0,18,0,61,38,2,342,162,0,0,1030,0,15,63,32,3,10,3,0,0,0,0,7,0,49,0,41,20,225,13,1295,86,24,436,445,0,0,0,15,0,347,0,0,0,0,0,14,2,2662,25,0,45,0,0,0,657,63,0,0,4,12,418,0,83,0,34,4,185,6065,106,344,0,0
F99,0,0,0,83,2,18,0,0,0,642,0,259,92,1027,3584,45,0,0,7,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,517,0,0,2,465,0,0,0,0,0,0,1149,0,154,0,0,0,0,0,0,0,0,130,103,0,0,165,0,0,106,45,21,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,15,0,0,0,0,10,0,0,0,0,18,0,0,14,0,0,258,187,0,0,458,0,82,0,0,0,109,0,0,0,4,0,0,81,0,0,38,17,77,0,1618,268,0,0,0,0,1204,5807,0,0,0,0,2,0,0,0,22,0,0,0,0,0,0,0,0,26,176,620,185,4,0,0,0,0,130,485,0,0,0,45,73,28,0,5,0,0,0,0,11,4,0,0,23,0,69,0,0,0,10,0,3,6,2,0,32,0,183,0,0,0,265,0,0,60,15,56,37,0,0,17,0,0,0,8,0,0,0,4,0,0,14,0,0,0,0,0,1028,0,4056,6,286,0,0,0,0,0,0,3,0,84,0,0,0,3,0,0,0,0,0,22,2,387,0,4,0,0,0,14,50,27,0,571,115,1688,0,44,0,7,6712,57,0,6,5,57,0,0,22,478,4,3,0,0,0,0,166,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,263,0,10,0,50,0,0,0,0,5,0,0,0,5,0,0,0,20,0,0,2393,0,0,0,0,0,0,0,4,89,410,581,2,7,0,0,116,0,797,272,0,0,0,0,0,96,6,0,0,16,0,0,0,0,6,39,0,0,0,0,0,20,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,7,0,0,25,0,35,53,0,0,43,0,0,9,5,0,0,4,17,20,0,13,0,14,0,2,215,0,4,0,979,0,0,140,123,0,0,0,11,5,1736,0,0,0,0,0,0,0,555,0,0,940,0,0,0,1147,68,0,0,0,0,79,0,0,0,0,0,10,5002,0,80,0,0
F102,0,0,8,39,0,0,0,0,0,819,0,30,128,937,5552,26,0,0,0,0,8,0,0,0,0,0,0,0,19,0,0,0,15,0,0,23,0,0,12,1117,0,0,0,0,0,0,649,0,374,0,0,3,0,0,0,0,0,89,552,0,0,100,0,0,484,8,3,0,0,22,0,16,0,3,0,0,0,0,0,0,0,0,48,0,0,0,0,13,0,0,3,0,8,0,0,0,0,0,0,0,20,8,0,108,262,0,122,574,0,0,0,0,0,155,0,0,0,0,0,0,64,0,20,0,52,23,70,380,5,7,56,0,0,1821,236,0,2,0,0,13,0,0,0,16,0,0,0,0,9,0,0,0,0,0,52,582,0,0,7,0,0,143,213,0,0,0,18,77,11,7,31,18,0,0,0,11,3,8,0,0,0,12,0,0,0,544,0,0,8,0,2,0,0,367,0,0,0,134,0,0,74,0,29,152,8,6,27,16,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,1185,13,2015,30,41,0,0,0,9,0,0,35,0,146,0,2,0,45,0,0,0,0,0,189,0,338,0,0,0,0,3,26,14,14,0,1186,90,2187,0,127,0,20,756,290,0,0,7,7,0,0,0,15,0,0,0,0,0,0,2,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,10,0,17,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,6394,0,0,0,0,0,0,0,0,0,272,108,14,0,0,0,76,0,654,48,0,0,11,9,55,4,8,0,0,17,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,10,0,0,0,0,2,0,0,3,0,0,0,0,0,15,0,0,0,23,0,0,106,0,755,47,0,0,21,0,0,0,6,0,0,0,0,9,0,0,0,6,0,0,90,0,0,0,1764,0,0,144,24,0,0,0,0,16,218,0,0,0,0,0,0,0,525,116,0,417,0,0,0,3502,97,0,0,6,14,5,0,61,0,0,0,4,5227,16,549,0,0
F105,0,0,5,0,0,0,0,6,0,981,0,19,54,1614,4836,0,0,0,0,0,3,0,0,0,0,0,0,0,20,0,0,0,7,0,0,48,0,0,6,1131,0,0,0,0,0,0,886,0,274,0,0,0,0,0,0,0,0,79,453,0,0,70,0,0,233,19,3,0,0,18,0,0,5,0,0,0,0,0,0,0,0,6,26,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,49,244,0,98,785,0,0,0,0,0,171,0,0,0,0,0,0,84,0,7,0,31,0,121,635,0,0,109,0,0,4736,425,0,3,0,0,4,0,0,0,35,0,0,0,0,6,0,7,3,0,0,25,480,0,0,0,0,0,140,155,0,0,0,10,91,11,9,16,0,0,0,0,21,4,3,0,0,0,11,0,4,0,534,0,0,23,0,0,6,0,365,0,0,0,48,0,0,175,0,21,106,0,0,50,21,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,1201,9,1386,15,44,0,0,0,0,0,2,33,0,138,0,6,0,22,0,0,0,0,0,43,0,11,0,2,0,0,0,8,0,14,0,1469,122,4351,0,101,0,0,570,254,0,0,0,3,0,0,0,20,7,0,0,0,0,0,0,0,3,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0,0,0,0,0,8,0,0,0,0,16,0,0,0,8,0,0,5696,0,0,15,0,0,0,0,0,0,236,260,8,0,0,0,74,0,819,106,0,0,2,12,45,7,16,0,0,38,3,0,3,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,0,64,0,813,29,32,0,8,0,0,0,0,2,0,0,0,5,0,0,0,4,0,0,395,0,0,0,3167,0,0,389,62,0,0,0,0,45,363,0,0,0,0,0,0,0,1297,51,0,1044,0,0,0,3317,111,0,0,26,7,11,0,30,0,0,0,3,7371,0,447,0,0
F108,0,0,3,4,0,0,0,0,0,789,0,10,109,1057,4654,14,0,0,0,0,0,0,0,0,0,0,0,8,66,0,0,0,8,0,0,12,0,0,6,811,0,0,10,0,0,0,761,0,381,0,0,0,0,0,0,0,0,88,526,0,0,165,0,0,164,49,0,0,0,74,0,0,0,0,0,0,3,0,0,0,0,0,40,0,0,0,0,15,0,0,15,0,0,0,0,0,0,6,0,0,28,12,0,54,245,0,41,728,0,0,0,0,0,175,0,0,0,9,0,0,93,0,39,5,40,0,20,2983,10,0,108,0,0,2180,337,0,2,0,0,0,0,0,0,39,0,4,0,0,0,0,0,0,14,0,123,546,10,0,0,0,0,147,360,0,0,0,157,111,24,33,81,0,0,0,0,8,0,6,0,9,0,7,0,0,5,529,0,0,0,0,3,9,0,501,0,0,4,73,0,0,159,17,44,167,0,0,26,22,0,0,0,0,0,0,0,0,0,4,0,0,0,4,16,1255,15,1324,17,161,2,0,0,19,0,0,88,0,127,0,2,0,0,0,0,0,0,0,28,0,225,0,0,0,0,0,15,0,2,0,1273,142,2372,5,160,3,0,1543,331,0,0,0,0,0,0,0,11,0,0,0,0,0,0,68,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,8,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,4620,0,0,0,0,0,3,0,0,0,282,177,9,0,0,0,90,0,701,115,0,0,0,45,51,14,0,0,0,36,2,0,0,0,0,0,0,0,0,30,0,0,3,31,0,0,0,15,0,0,4,0,0,0,3,0,0,3,0,8,0,0,0,22,5,0,55,0,1316,42,0,0,21,0,0,8,5,0,5,0,0,0,0,8,0,0,0,0,142,0,15,0,2285,0,0,185,51,0,0,0,0,70,329,0,0,0,0,0,0,0,350,62,0,435,0,0,0,2789,84,0,0,9,0,9,0,10,0,0,0,0,4691,4,248,0,0
P37,0,0,0,104,0,36,0,0,0,619,0,150,54,1989,3315,94,0,0,0,0,0,0,0,19,0,0,0,2,22,0,0,0,0,0,0,2701,2,0,6,403,0,0,3,0,0,0,939,0,796,0,0,0,0,0,0,0,0,217,212,0,0,177,0,0,800,3,25,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,375,428,0,298,175,0,87,0,0,0,165,0,0,0,0,11,0,63,0,5,80,73,206,253,317,152,0,0,0,0,3624,1409,0,9,0,0,8,0,0,0,12,0,3,0,0,2,0,19,0,89,86,872,232,0,0,12,0,0,248,21,19,0,0,33,40,0,0,100,56,0,0,0,6,0,0,0,155,0,133,0,0,0,206,0,12,0,0,0,287,0,160,0,0,0,155,0,111,79,39,89,63,0,0,100,0,0,0,8,0,0,0,0,0,0,139,0,0,0,0,0,1024,6,2684,22,248,0,0,0,0,0,0,23,6,517,14,0,0,0,0,0,0,0,0,9,0,472,0,5,0,0,0,27,0,14,0,579,44,2657,0,63,0,0,2030,91,0,0,0,0,0,0,0,301,7,18,0,0,0,0,5,0,0,0,0,0,0,0,19,50,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,95,0,6,25,0,0,0,2,0,2,0,0,0,13,0,0,0,0,0,0,1947,0,0,4,0,0,0,0,0,110,466,132,9,0,0,0,0,0,451,118,0,0,0,36,21,30,0,0,0,12,0,0,0,0,0,7,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,37,0,155,36,3,0,51,0,0,5,15,0,0,2,7,5,0,0,0,14,0,0,173,0,0,0,909,0,0,448,67,0,0,0,7,0,909,5,0,0,0,2,0,0,724,0,0,956,0,0,0,1546,42,0,0,0,6,23,14,8,0,0,0,0,4570,7,530,0,0
