"sample","X0319.6G20","X0319.7L14","X11.24","Acetobacterales","Acidimicrobiales","Acidobacteriales","Alicyclobacillales","Armatimonadales","Azospirillales","B10.SB3A","B12.WMSP1","Babeliales","Bacillales","Bdellovibrionales","Blastocatellales","Blfdi19","Bryobacterales","Burkholderiales","C0119","Candidatus.Liptonbacteria","Catenulisporales","Caulobacterales","CCD24","Chitinophagales","Chlamydiales","Chloroflexales","Chloroplast","Chthoniobacterales","Chthonomonadales","Clostridia.vadinBB60.group","Clostridiales","Corynebacteriales","Cyanobacteriales","Cytophagales","Deferribacterales","Desulfitobacteriales","Diplorickettsiales","Dongiales","Elev.1554","Elsterales","Enterobacterales","Entomoplasmatales","Entotheonellales","Fimbriimonadales","Frankiales","Gaiellales","Gammaproteobacteria.Incertae.Sedis","Gemmatales","Gemmatimonadales","Group.1.1c","Haliangiales","Holophagales","Holosporales","IMCC26256","Isosphaerales","JG36.TzT.191","Kallotenuales","KF.JG30.C25","Ktedonobacterales","Lachnospirales","Lactobacillales","Legionellales","Lineage.IV","Marine.Group.II","Micrococcales","Micromonosporales","Micropepsales","Microtrichales","mle1.27","MSB.4B10","MVP.88","Myxococcales","Nitrososphaerales","Nitrosotaleales","Nitrospirales","Obscuribacterales","Oligoflexales","Opitutales","Oscillospirales","Paenibacillales","Paludibaculum","Paracaedibacterales","Pedosphaerales","Peptostreptococcales.Tissierellales","Pirellulales","Polyangiales","Propionibacteriales","Pseudomonadales","Pseudonocardiales","Pyrinomonadales","R7C24","Reyranellales","Rhizobiales","Rhodospirillales","Rickettsiales","Rokubacteriales","S085","Saccharimonadales","Salinisphaerales","SAR202.clade","Solibacterales","Solirubrobacterales","Sphingobacteriales","Sphingomonadales","Steroidobacterales","Streptomycetales","Streptosporangiales","Subgroup.13","Subgroup.17","Subgroup.2","Subgroup.7","Symbiobacteriales","Tepidisphaerales","Thermoactinomycetales","Thermoanaerobaculales","Thermomicrobiales","Tistrellales","Unclassified.Order.in.Acidimicrobiia","Unclassified.Order.in.Acidobacteriae","Unclassified.Order.in.Actinobacteria","Unclassified.Order.in.AD3","Unclassified.Order.in.Alphaproteobacteria","Unclassified.Order.in.Anaerolineae","Unclassified.Order.in.Armatimonadota","Unclassified.Order.in.Bathyarchaeia","Unclassified.Order.in.Chloroflexi","Unclassified.Order.in.Chloroflexia","Unclassified.Order.in.Cyanobacteria","Unclassified.Order.in.Desulfobacterota","Unclassified.Order.in.FCPU426","Unclassified.Order.in.FFCH5909","Unclassified.Order.in.GAL15","Unclassified.Order.in.Gammaproteobacteria","Unclassified.Order.in.JG30.KF.CM66","Unclassified.Order.in.KD4.96","Unclassified.Order.in.Ktedonobacteria","Unclassified.Order.in.Latescibacterota","Unclassified.Order.in.Lineage.IIa","Unclassified.Order.in.Lineage.IIb","Unclassified.Order.in.Lineage.IIc","Unclassified.Order.in.MB.A2.108","Unclassified.Order.in.NB1.j","Unclassified.Order.in.P2.11E","Unclassified.Order.in.Parcubacteria","Unclassified.Order.in.Patescibacteria","Unclassified.Order.in.Polyangia","Unclassified.Order.in.RCP2.54","Unclassified.Order.in.Sericytochromatia","Unclassified.Order.in.SHA.26","Unclassified.Order.in.Subgroup.5","Unclassified.Order.in.Thermoleophilia","Unclassified.Order.in.Thermoplasmata","Unclassified.Order.in.TK10","Unclassified.Order.in.WPS.2","Vampirovibrionales","Vicinamibacterales","WD260","Xanthomonadales","AKIW659","Anaerolineales","Bacteroidales","Brevibacillales","Chitinivibrionia.Incertae.Sedis","Clostridia.UCG.014","Coxiellales","EC3","Elusimicrobiales","FCPU453","Flavobacteriales","Hydrogenispora","Kapabacteriales","Longimicrobiales","Phycisphaerales","RBG.13.54.9","SBR1031","Silvanigrellales","SJA.28","Spirochaetales","Subgroup.12","Syntrophobacterales","TSBb06","Unclassified.Order.in.bacteriap25","Unclassified.Order.in.Firmicutes","Unclassified.Order.in.Gitt.GS.136","Unclassified.Order.in.Margulisbacteria","Unclassified.Order.in.Myxococcota","Unclassified.Order.in.Pla4.lineage","Unclassified.Order.in.Proteobacteria","Unclassified.Order.in.SAR324.clade.Marine.group.B.","Unclassified.Order.in.TX1A.33"
"70",0,0.00068178078005125,0.00281332528779769,0.0108379634346078,0.00085418511523662,0.202191102368992,0,0,0.0019121208084196,0,0.00210803482567571,0.00047019364141465,0.0122015249947103,0.00016456777449513,0.00018024089587561,0,0.0197167866966546,0.0125463336650811,0.00021942369932683,0,0.00166135086633178,0.00423957933342215,0,0.00337755765749528,0.00011754841035366,0,0.00014889465311464,0.0168486054840252,0,0,0.00039182803451221,0.00160649494150007,0,0,0,0,0.00219423699326839,0,0,0.070066689131474,0,0,0.00037615491313172,0.00036048179175123,0.0514626940528341,0,0.0189566403097009,0.00220991011464888,0.00411419436237824,0.00021158713863659,0.00376154913131725,0.00028995274553903,0,0.00663756690463689,0.00075230982626345,0,0,0.00096389696490004,0.0237526154521304,0,0,0,0,0,0.00550126560455147,0.00448251271481972,0.00842430274201258,8.62021675926869e-05,0,0,0,0.0257587749888329,0,0.00014105809242439,0.00014889465311464,0.0002664430634683,0,8.62021675926869e-05,0,0,0,0,0.00309544147264648,0,0,0.00680997123982227,0,0,0.00110495505732444,0.00039966459520245,0,0.00249986286018792,0.0781461832031158,0,0,0.00166135086633178,0,0.00057206893038783,0.00025076994208781,0,0.0503734121168901,0.0283526765773038,0.00058774205176832,0.00992108583384924,0.000673944219361,0.00225692947879035,0.00045452052003416,0.00548559248317099,0,0.137531640113787,0.00048586676279514,0,0.00014105809242439,0,0.00041533771658294,0,0,0.00523482254108317,0.0076484832336784,0,0.0648945590759128,0.00716261647088326,9.40387282829312e-05,0,0,0.00122250346767811,0,0.00025860650277806,0.00028211618484879,0.00023509682070732,0,0.00357347167475138,0.00231178540362206,0,0,0,0,0,0,0,0,0.00086985823661711,0,0,0,0,0.0067629518756808,0,0,0.00597929580665637,0,0.00017240433518537,0.010524501006998,0.016331392478469,0,0.00558746777214416,0,0.0027976521664172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001253849710439,0.00041533771658294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73",0,0.00037077029154253,0.00065697893764554,0.0149869254686667,0.00113182510049826,0.20637594806614,0,0,0.00240675452404803,0,0.00225714545903964,2.60189678275463e-05,0.0125086187830929,0.00012359009718084,0,0,0.0303055927771345,0.0281330089635344,0.00029271338805989,0,0.00192540361923842,0.00869033525440046,0,0.00561359230879311,0,0,3.90284517413194e-05,0.0181612395436273,0,0,0.00035776080762876,0.00200346052272106,0,0.0003837797754563,0,0,0.00126191993963599,0,0,0.0666801098000442,8.45616454395254e-05,0,0.00015611380696527,0.00061795048590422,0.0636423953061782,0.00298567655821094,0.0265458519260541,0.00196443207097974,0.00496311811310445,0,0.00694706440995486,0,0,0.00854072618939207,0.00126191993963599,0,0,0.00044232245306828,0.0197939297748058,0,0,0,0,0.00020815174262037,0.00632260918209375,0.0109344712295263,0.0108303953582161,8.45616454395254e-05,0,0,0,0.0158325419230619,0,0,0,0.00062445522786111,0,0.00013009483913773,0,0,0,0,0.00395488310978703,0,0,0.00901557235224479,0,0,0,0,0,0.00306373346169357,0.0888352609051999,0.00042931296915451,0,0.00109930139071383,0,0.00051387461459403,0.00024718019436169,0,0.0423458701393316,0.0392756319356811,0.00042931296915451,0.0132306451403073,0.0002406754524048,0.00238724029817737,0.00047484616285272,0.00431914865937268,0,0.0681371719983868,0.00086513068026591,0,0,0,0,0.00029921813001678,0,0.00815044167197887,0.00395488310978703,0,0.0489481832255714,0.00327838994627083,0,0,0,0.00207501268424682,0,0,0.00026669442023234,0.00044882719502517,0,0.00267995368623727,0.00239374504013426,0,0,0.00021465648457725,0,0.000286208646103,0,0,0,0.00048785564676649,0,0,0,0,0.00451429091807928,0,0,0.00450128143416551,0,0,0.0160732173754667,0.0211859445535796,0,0.00625756176252488,0,0.00694055966799797,0,0,0,0,0,0,0,0,0,0,0.00011058061326707,0,5.20379356550926e-05,0,0,7.80569034826388e-05,0.00033174183980121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",0,0,0.00082929318703751,0.0104162869536689,0,0.186882586665695,0,0,0.00092042430649218,0,0.00319870229285897,0,0.0194564940035723,0,0,0.00020048846280027,0.0229194765428499,0.00680749462326395,0.00021871468669121,0,0.00154922903072941,0.00455655597273357,0,0.0025243320088944,0,0,0,0.0292986549046768,0,0,0.00059235227645536,0.00172237815769329,0,0,0,0,0.00068348339591003,0,0,0.0833758611890788,0,0,0.00023694091058214,0.00030984580614588,0.0591167571902453,0.00404622170378741,0.0284875879415303,0.00297087449422229,0.00473881821164291,0.0001093573433456,0.00333539897204097,0.0001093573433456,0,0.0089855283782306,0.00015492290307294,0,0,0.00037363758976415,0.0222359931469398,0,0,0,0,0,0.00800131228812015,0.00344475631538658,0.00502132468195239,0.00082018007509204,0.00018226223890934,0,0,0.0142437939707651,0,0,0,0,0,0,0,0,0,0,0.00315313673313163,0,0,0.00516713447307987,0,0.0001640360150184,0,0.00055589982867349,0,0.00253344512083986,0.101000619691612,0,0,0.00105712098567419,0.00012758356723654,0.00085663252287391,0.00011847045529107,0,0.0391043633579995,0.0389950060146539,0.00045565559727335,0.011081544125688,0.00030984580614588,0.00275215980753108,0,0.00472970509969744,0,0.060866474683775,0.00163124703823862,0,0,0,0.0007472751795283,0,0,0.0137061203659826,0.00662523238435461,0,0.0785276856340903,0.0100335362519593,0.00014580979112747,0,0,0.00275215980753108,0,0.00020048846280027,0.00024605402252761,0.00012758356723654,0,0.00404622170378741,0,0.00096598986621951,0.00041920314949148,0,0.00020960157474574,0,0,0,0.00019137535085481,0.00042831626143695,0,0,0,0,0.00527649181642547,0,0,0.00594174898844457,0,0.00020960157474574,0.0157747967776036,0.0251795283053257,0,0.00921335617686728,0,0.00117559144096526,0,0,0,0,0,0,0,9.11311194546714e-05,0,0,0,2.73393358364014e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79",0.00026144645249844,0.00034314846890421,0.00014706362953037,0.0109235595934508,0.00217327363639335,0.226306415242328,0,0,0.00060459492140266,0,0.00123370044772705,0,0.0211199712408902,0,0,7.35318147651884e-05,0.0292493218732638,0.00789241478479689,0.0003104676623419,0,0.00184646557077029,0.00607863002058891,0,0.0012173600444459,0,0,0,0.0149351285989738,0,0,0.00057191411484035,0.0018056145625674,0,0.00016340403281153,0,0,0.00214876303147162,0.00022876564593614,0,0.072575901173241,0,0,0,0,0.0612846825059642,0.00693650119284944,0.0262590280728128,0,0.00609497042387006,9.80424196869179e-05,0.00290859178404523,0,0,0.0080966698258113,0,0,0,0.00026144645249844,0.0257606457727377,0,0,0,0,0,0.00732867087159711,0.00784339357495343,0.00792509559135919,0.00170757214288049,0,0,0,0.00589888558449623,0,0,0,0.00053106310663747,0,0,0,0,0,0,0.00405242001372594,0.00011438282296807,0,0.00580084316480931,0.00050655250171574,0,0,0.00022059544429556,0,0.00245106049217295,0.121670642831465,0.0001715742344521,0,0.00045753129187228,0,0.00102944540671264,0.00032680806562306,0,0.0414637733259257,0.0322232752704337,0,0.0161933396516226,0.00037582927546651,0,0,0.00383182456943037,0,0.0526651197751561,0.00102127520507206,0,0,0,0.00038399947710709,0.00030229746070133,0,0.00711624562894212,0.00458348312036341,0,0.0511781430765711,0.0149596392038956,0,0,0,0.00142161508546031,0,0.00019608483937383,0.00019608483937383,0.00045753129187228,0,0.00245106049217295,0,0.00091506258374456,0,0,0,0.000694467139449,3.2680806562306e-05,0,0,0,0,0,0,0.00211608222490931,0.00310467662341907,0,0,0.00700186280597405,0,0.00024510604921729,0.0166835517500572,0.0208421843851106,0,0.00811301022909245,0,0.00116833883460244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011438282296807,0,0,0
"82",0.00073955186304128,0,0,0.0112348942598187,0,0.233367950654582,0.00064514098690835,0,0,0,0.00377643504531722,0,0.034601586102719,0,0,0.00050352467270896,0.0537984642497482,0.0164746978851964,0.00081822759315206,0,0.00261203423967774,0.00347746727089627,0,0.00701787512588117,0,0,0,0.0304003021148036,4.72054380664653e-05,0,0.00157351460221551,0,0,0,0,0,0.00116440080563948,0,0,0.049612915407855,0,0,0,0.00102278449144008,0.052146273917422,0.00561744712990937,0.0186618831822759,0.00387084592145015,0.00390231621349446,0,0.0027693856998993,0,0,0.0094253524672709,0.00160498489425982,0,0,0,0.0296607502517623,0,0,0,0,0,0.0134535498489426,0.00424848942598187,0.00964564451158107,0,0,0,0,0.00810360020140987,0,0,0,0.00047205438066465,0,0,0,0.00083396273917421,0,0,0.00585347432024169,0.00037764350453172,0,0.00599509063444109,0,0,0,0.00018882175226586,0,0,0.0909334088620342,0,0,0,7.86757301107754e-05,0.0017151309164149,0.00044058408862034,0,0.0546638972809668,0.0548527190332326,0.00121160624370594,0.023335221550856,0,0.00475201409869084,0,0.00423275427995972,0,0.0433031218529708,0,0,0.00058220040281973,0,0,0,0,0.00664023162134945,0,0,0.0178279204431017,0.00349320241691843,0,0,0,0.00105425478348439,0,0,0,0,0,0,3.14702920443102e-05,0.00069234642497482,0,0,0,0,0,0,0,0,0,0,0,0,0.00497230614300101,0.00040911379657603,0,0.00986593655589124,0,0,0.0120059164149043,0.0228474320241692,0,0.00706508056394763,0,0.00236027190332326,0,0,0,0,0,0,0,0,0,0,0,0,0.00036190835850956,0,0,0,0.00055073011077542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",0.00101142482691815,0,0.00048434428331291,0.0118379441009715,0.00307701074104675,0.212869312516026,0.00068378016467705,0,0,0,0.00418815350864697,0.00019943588136414,0.0391036781674692,0,0.00022792672155901,0.00049858970341035,0.0452007179691729,0.0197583976751474,0.00047009886321547,0,0.00175218667198496,0.00394598136699051,0,0.00982933986723268,0,0,0,0.0326932391236218,0,0,0.00148152369013362,0.00411692640815978,0,0,0,0,0.00156699621071825,0,0,0.0435197583976751,0,0,0,0.0010684065073079,0.0512692669306818,0.00628223026297046,0.0196301888942705,0.00485768825322659,0.00405994472777002,0,0.00212256759451836,0.00024217214165645,0,0.00737912761047323,0.00189464087295934,0,0,0,0.0351576968004786,0,0,0,0,0.00014245420097438,0.0112396364568791,0.0049004245135189,0.00917405054275051,0,0,0,0,0.00980084902703781,0.0001139633607795,0,0,0,0,0.00039887176272828,0,0.00317672868172882,0,0,0.00719393714920653,0.00032764466224108,0,0.00562694093848828,0,8.5472520584632e-05,0,0.0003703809225334,0,0,0.0863130003703809,0,0,0,0,0.00215105843471324,0.00082623436565144,0,0.052608336419841,0.0634918373742842,0.00203709507393373,0.0171657312174136,0.00021368130146158,0.00417390808854953,0,0.00360409128465198,0,0.0462548790563834,0.00118236986808741,0,0.00048434428331291,0,0,0.00047009886321547,0,0.00575514971936522,0,0,0.0152995811846491,0.00340465540328784,0,0,0,0,0,0,0,0.00039887176272828,0,0.00156699621071825,0,0.00064104390438474,0,0.00012820878087694,0,0,0,0,0,0,0,0,0,0,0.00572665887917035,0.00039887176272828,0,0.0106270833926892,0,0,0.0145588193395823,0.021952192370153,0,0.00960141314567367,0,0.00363258212484686,0,0,0,0.0001139633607795,0,0,0,0,0,0,0,0,0,0,4.2736260292316e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014245420097438,0,0,0
"88",0,0.00063603375871488,0.00073388510620948,0.00841521588453541,0.00123945040159824,0.229950666612305,0,0,0.00086435356953561,0,0.00195702694989196,4.89256737472989e-05,0.0139845884127696,0,0,0.00030170832144167,0.0181840420760794,0.0080808904472622,0,0,0.00238104945570188,0.00426468789497289,0,0.00121498756472459,0.00027724548456802,0,0,0.0248787051005015,0,0,0.00061157092184123,0.00095405063807232,0,0,0,0,0.00102743914869328,0,0,0.0728095568149386,0,0,0,0.00019570269498919,0.0492436906266563,0.00238920373465976,0.0326741957842378,0.00238104945570188,0.00405267664206792,0.00017939413707342,0.00278876340359604,0,0,0.00859461002160884,0.00061972520079911,0,0,0.0004321767847678,0.0198556692624455,0,0,0,0,0,0.00489256737472989,0.00397928813144698,0.00486810453785624,0,0,0,0,0.0173196885065438,0,0,0,0.00025278264769437,7.33885106209483e-05,0,0,0,0,0,0.00235658661882823,0,0,0.00488441309577201,0,0,0.00088066212745138,0.00026909120561014,0,0.00193256411301831,0.0983569127899865,0,0,0.00066865087454641,0,0.00132099319117707,0.00036694255310474,0,0.0378113915277042,0.0286215191421699,0.00060341664288335,0.0112447506829209,0.00046479390059933,0.00229950666612305,0,0.00625433196069638,0,0.0710237697231622,0.00083989073266196,0,0,0,0.000627879479757,0.00015493130019978,0,0.00924695233823949,0.0057079952705182,0,0.0814286296734211,0.0141232111550536,0.00017939413707342,0,0,0.00368573408896318,0,0,0.00030170832144167,0,0,0.00548782973865536,0.00017939413707342,0.00052187385330452,0,0,0,0.00060341664288335,0,0,0.00020385697394707,0.00042402250580992,0,0,0,0,0.0043054592897623,0,0,0.00563460675989726,0,0.00024462836873649,0.0123700411791087,0.02777347413055,0,0.00698006278794798,0,0.00170424430219758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33885106209483e-05,7.33885106209483e-05,0,0,0,0,0,0,0,0,0,0,0,0.00015493130019978,0,0,0
"91",0.00012325643501304,0,0.00078062408841594,0.00815546745002979,0,0.236515403630587,0,0,0,0,0.00209535939522176,8.21709566753631e-05,0.0360045741832549,0,0,8.901853639831e-05,0.0218300841567548,0.00516307511110198,0,0,0.00629977334511117,0.00250621417859857,0,0.00089703294370604,0,0,0,0.0278148688346104,0,0,0.00121886919068455,0.00173928524962852,0,0,0,0,0.00069845313174058,0,0,0.0788087950313962,0.00150646753904832,0,0,0.00017803707279662,0.0503228633839369,0.00188993200353335,0.0211042407061224,0.0026705560919493,0.00335531406424399,0,0.00129419256763697,0,0,0.00728582482521553,0.00069845313174058,0,0,0,0.0286708162999788,0,0,0,0,0,0.00490971466135294,0.00467689695077275,0.00308141087532612,2.05427391688408e-05,0,0,0,0.00831980936338051,6.16282175065223e-05,0,3.42378986147346e-05,0,0,0,0,0.00252675691776742,0,0,0.00256099481638215,0.00025336044974903,0,0.00320466731033916,0,0,0,0.00024651287002608,0,0.00111615549484035,0.103528557831235,0,0,0.00058204427645048,0,0,0,0,0.0601012072283052,0.0320261303642228,0.00218437793162007,0.00556708231475585,0,0.00351965597759472,0.00043139752254565,0.00440984134157782,0,0.068119723083876,0.00016434191335072,0,0,0,0,0,0,0.00728582482521553,0.0121202161096161,0,0.0420099016002794,0.022193005882071,0,0,0,0.00195840780076282,0,0.00015064675390483,0,0,0,0.00256099481638215,0,0.00046563542116039,4.10854783376815e-05,0,0,0,0,0,0,0,0,0,0,0,0.00454679293603676,0,0,0.0102371316858057,0,0.00013010401473599,0.0114628484562132,0.0149756568540849,0,0.00562186295253942,0,0.00279381252696234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94",0,0,0.00108288846248836,0.0129756635066588,0,0.235917700476851,0,0,0,0,0.00258373387541083,0,0.0315367517145734,0,0,0,0.0417576989570074,0.0197579649296123,0.0004179569504341,0,0.00305868495544959,0.0075232251078139,0,0.00343864581948059,0,0,0.00039895890723255,0.017953150825465,0,0,0,0.00260273191861238,0,0,0,0,0,0,0,0.0511237342553717,0.00043695499363565,0,0.0001899804320155,0,0.0776829986511389,0.00664931512054258,0.0218097535953797,0,0.00541444231244182,0,0.00450253623876741,0,0,0.0154834052092634,0.00155783954252712,0,0,0.0006839295552558,0.0204988886144727,0.00028497064802325,0.00119687672169767,0,0,0,0.00792218401504645,0.00600338165168988,0.0101449550696278,0.00039895890723255,0,0,0,0.0136595930619146,0,0,0,0,0,0,0,0,0,0,0.00674430533655034,0,0,0.0082451507494728,0,0.00051294716644185,0.00197579649296122,0,0,0,0.0795258088416893,0,0,0.0005699412960465,0,0.00159583562893022,0,0,0.0355073427436974,0.0595398673936585,0.00174781997454262,0.0191310295039611,0.00055094325284495,0.00543344035564337,0,0.00233675931379068,0,0.0523206109770694,0.00123487280810077,0,0.00036096282082945,0,0.0002659726048217,0.0005699412960465,0,0.00596538556528678,0,0,0.0236715618291316,0.00260273191861238,0,0,0,0,0,0,0,0,0,0.00178581606094572,0,0.0005319452096434,0,0,0,0,0,0,0,0,0,0,0,0,0.00469251667078291,0,0,0.00689628968216274,0,0,0.0117787867849611,0.0256093622356897,0,0.00740923684860459,0,0.00279271235062789,0,0,0.00127286889450387,0,0,0,0,0,0,0,0,0,0,0,0,0.00017098238881395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97",0,0,0.0007841138533315,0.0154274400642973,0,0.216003763746496,0,0,0,0,0.00317566110599259,0,0.0350890949365848,0,0,0,0.0382451531962441,0.0208770313449513,0.0007841138533315,0,0.00292082410365985,0.00962499754964421,0,0.0052143571246545,0,0,0.00025483700233273,0.0217003508909494,0,0,0,0.00384215788132437,0,0.00054887969733205,0,0,0.00090173093133122,0,0,0.047301668202223,0,0,0.00025483700233273,0.0004704683119989,0.0716288005018329,0.00670417344598436,0.0216611451982828,0,0.00664536490698449,0,0.00686099621665066,0.00033324838766588,0,0.0115656793366397,0.00133299355066356,0,0,0.0007841138533315,0.0257973457746065,0.00121537647266383,0.00162703624566287,0,0,0,0.00725305314331641,0.00558681120498696,0.0105267284809754,0,9.8014231666438e-05,0,0,0.0129770842726364,0,0,0,0,0,0,0.00115656793366397,0.00099974516299766,0,0,0.00809597553564778,0,0,0.00801756415031462,0,0.00084292239233136,0,0,0,0,0.0770979946288201,0.00019602846333287,0,0.0006272910826652,0,0.00188187324799561,0.00050967400466547,0,0.0304236175092623,0.0512222374688805,0.00262678140866054,0.0194460235626213,0.00019602846333287,0.00582204536098641,0,0.00227393017466136,0,0.0538686217238743,0.00098014231666438,0,0.00056848254366534,0,0.00049007115833219,0.00066649677533177,0,0.010703154097975,0.00290122125732656,0,0.0265226510889381,0.00358732087899163,0,0,0,0.00080371669966479,0,0,0.00019602846333287,0,0,0.00215631309666164,3.92056926665752e-05,0,0,0.00021563130966616,0,0.00068609962166506,0,0,0,0,0,0,0,0,0.00544959128065395,0.00054887969733205,0,0.0069590104483171,0,0,0.0129182757336365,0.0266990767059377,0,0.00766471291631545,0,0.0050575343539882,0,0,0.00178385901632917,0,0.00050967400466547,0,0,0,0,0,0,0,0,0,0,0.0001568227706663,0,0,0,0.00037245408033246,0,0,0,0,0,0,0,0,0,0,3.92056926665752e-05,0
"149",0.00042384594121441,0.00077397954482631,0.000764765502626,0.0127430203630333,0.00114254123283885,0.2,0.00017506680180595,0,0,0,0.00387911176633189,9.21404220031328e-05,0.00602598359900488,0,0,0.00019349488620657,0.0274209895881323,0.00844006265548696,0.00080162167142725,0,0.00571270616419423,0.00158481525845388,0,0.00300377775730213,0,0,0,0.0178844559108081,0,0,0.00043305998341472,0.00186123652446328,0,0,0,0,0.00112411314843822,0,0,0.0696028747811665,0,0,0,0.00027642126600939,0.0465677692803833,0.00176909610246015,0.0142817654104856,0.00192573481986547,0.00469916152215977,0.00032249147701096,0.00078319358702662,0,0,0.0106145766147609,0,0,0,0.00022113701280751,0.0481249424122362,0,0,0,0,0,0.00897447710310513,0.00719616695844467,0.00507693725237262,0,0,0,0,0.0164562793697595,0,0,0.00020270892840689,0.00047913019441629,0,0,0,0.00046991615221597,0,0,0.00179673822906109,0.00037777573021284,0,0.0045793789735557,0.00063576891182161,0,0.00127153782364323,0.00026720722380908,0,0.00245093522528333,0.0950244172118308,0.00020270892840689,0,0.00064498295402192,0,0.00164931355385608,0.00015663871740532,0,0.039528241039344,0.0314014558186676,0,0.0133050769372524,0,0.00206394545287017,0.00156638717405326,0.00452409472035382,0.00025799318160877,0.0604349027918548,0.00101354464203446,0,0,0,0.00038698977241315,0.00038698977241315,0,0.00830185202248226,0.0070763844098406,0,0.101704597807058,0.00648668570902055,0.00020270892840689,0,0,0.00457016493135539,0,0.00020270892840689,0,0.00024877913940845,0,0.00415553303234129,0,0.00078319358702662,0,0,0,0.00054362848981848,0,0,0,0,0,0,0,0.00175066801805952,0.0020823735372708,0.0004883442366166,0,0.00453330876255413,0,0,0.0188335022574403,0.0313738136920667,0,0.00852298903528978,0,0.00138210633004699,0,0,0,0,0,0,0,0,6.44982954021929e-05,0,0,0,0,0,0,0.00018428084400626,0,0,0,0,5.52842532018797e-05,0,0,0,0,0,0,0,0,0,0,0
"166",0.00026447252424331,0,0.00111666176902733,0.0077284748751102,0,0.260858066411989,0,0,0,0,0.00202762268586541,0.00017631501616221,0.036115192477226,0,0,0,0.0245077872465472,0.012577137819571,0,0,0,0.00558330884513664,0,0.0023508668821628,0,0,0,0.024390243902439,0,0,0,0,0,0,0,0,0.00114604760505436,0,0,0.0511607405230679,0,0,0,0,0.0459006758742286,0.00223332353805466,0.0340287981193065,0,0.00549515133705554,0,0.00373200117543344,0,0,0.00766970320305613,0.00085218924478401,0,0,0.00191007934175727,0.0236555980017631,0,0,0,0,0,0.00908022333235381,0.00517190714075815,0.0083161915956509,0,0,0,0,0.0192771084337349,0,0,0,0,0,0,0,0,0,0.00023508668821628,0.00464296209227153,0,0,0.00784601821921834,0,0,0,0,0,0,0.0693799588598296,0,0,0.00108727593300029,0,0,0,0,0.0320599471054952,0.0349985307081986,0.00085218924478401,0.0153981780781663,0,0.00437848956802821,0,0.00631795474581252,0,0.0984425506905671,0.00105789009697326,0,0,0,0,0.00032324419629738,0,0.00764031736702909,0,0,0.0488686453129592,0.00193946517778431,0,0,0,0.00349691448721716,0,0,0.00017631501616221,0,0,0.00170437848956803,0,0.00082280340875697,0,0,0,0,0,0,0,8.81575080811049e-05,0,0,0,0,0.00669997061416397,0,0,0.00681751395827211,0,0,0.0116661769027329,0.0241551572142227,0,0.00734645900675874,0,0.00423156038789304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175",0,0,0.00057115240982382,0.00711743772241993,0.00518430648917007,0.258732041650191,0,0,0,0,0.00241641404156232,0,0.0326435569614692,0,0,0,0.0593119810201661,0.008611220948113,0,0,0,0.00518430648917007,0,0.00140591362418171,0,0,0,0.0288212292957251,0,0,0,0,0,0,0,0,0,0,0,0.0554017837529107,0,0,0,0,0.052897500109837,0,0.0325117525592021,0.00294363165063046,0.00659022011335179,0,0.00136197882342604,0.00035147840604542,0,0.00782039453451079,0.00136197882342604,0,0,0,0.0220992047801063,0,0,0,0,0,0.0135758534335047,0.00584332850050525,0.00724924212468696,0,0,0,0,0.016124071877334,0,0,0,0,0,0,0,0,0,0,0.00540398049294846,0,0,0.00698563332015289,0,0,0,0,0,0,0.0687140283818813,0,0,0,0,0,0.00074689161284653,0,0,0.0396731250823778,0,0.0144984842493739,0,0.00663415491410746,0,0.00694169851939721,0,0.0907253635604763,0.00070295681209085,0,0,0,0,0.00021967400377839,0,0,0,0,0.0500417380607179,0.00250428364307368,0,0,0,0.00412987127103379,0,0,0,0,0,0.00193313123324986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00724924212468696,0,0,0.00773252493299943,0,0,0.0129607662229252,0.0240762708141119,0,0.00883089495189139,0,0.00316330565440886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
