"sample","X0319.6G20","X0319.7L14","X11.24","Acetobacterales","Acidimicrobiales","Acidobacteriales","Alicyclobacillales","Armatimonadales","Azospirillales","B10.SB3A","B12.WMSP1","Babeliales","Bacillales","Bdellovibrionales","Blastocatellales","Blfdi19","Bryobacterales","Burkholderiales","C0119","Candidatus.Liptonbacteria","Catenulisporales","Caulobacterales","CCD24","Chitinophagales","Chlamydiales","Chloroflexales","Chloroplast","Chthoniobacterales","Chthonomonadales","Clostridia.vadinBB60.group","Clostridiales","Corynebacteriales","Cyanobacteriales","Cytophagales","Deferribacterales","Desulfitobacteriales","Diplorickettsiales","Dongiales","Elev.1554","Elsterales","Enterobacterales","Entomoplasmatales","Entotheonellales","Fimbriimonadales","Frankiales","Gaiellales","Gammaproteobacteria.Incertae.Sedis","Gemmatales","Gemmatimonadales","Group.1.1c","Haliangiales","Holophagales","Holosporales","IMCC26256","Isosphaerales","JG36.TzT.191","Kallotenuales","KF.JG30.C25","Ktedonobacterales","Lachnospirales","Lactobacillales","Legionellales","Lineage.IV","Marine.Group.II","Micrococcales","Micromonosporales","Micropepsales","Microtrichales","mle1.27","MSB.4B10","MVP.88","Myxococcales","Nitrososphaerales","Nitrosotaleales","Nitrospirales","Obscuribacterales","Oligoflexales","Opitutales","Oscillospirales","Paenibacillales","Paludibaculum","Paracaedibacterales","Pedosphaerales","Peptostreptococcales.Tissierellales","Pirellulales","Polyangiales","Propionibacteriales","Pseudomonadales","Pseudonocardiales","Pyrinomonadales","R7C24","Reyranellales","Rhizobiales","Rhodospirillales","Rickettsiales","Rokubacteriales","S085","Saccharimonadales","Salinisphaerales","SAR202.clade","Solibacterales","Solirubrobacterales","Sphingobacteriales","Sphingomonadales","Steroidobacterales","Streptomycetales","Streptosporangiales","Subgroup.13","Subgroup.17","Subgroup.2","Subgroup.7","Symbiobacteriales","Tepidisphaerales","Thermoactinomycetales","Thermoanaerobaculales","Thermomicrobiales","Tistrellales","Unclassified.Order.in.Acidimicrobiia","Unclassified.Order.in.Acidobacteriae","Unclassified.Order.in.Actinobacteria","Unclassified.Order.in.AD3","Unclassified.Order.in.Alphaproteobacteria","Unclassified.Order.in.Anaerolineae","Unclassified.Order.in.Armatimonadota","Unclassified.Order.in.Bathyarchaeia","Unclassified.Order.in.Chloroflexi","Unclassified.Order.in.Chloroflexia","Unclassified.Order.in.Cyanobacteria","Unclassified.Order.in.Desulfobacterota","Unclassified.Order.in.FCPU426","Unclassified.Order.in.FFCH5909","Unclassified.Order.in.GAL15","Unclassified.Order.in.Gammaproteobacteria","Unclassified.Order.in.JG30.KF.CM66","Unclassified.Order.in.KD4.96","Unclassified.Order.in.Ktedonobacteria","Unclassified.Order.in.Latescibacterota","Unclassified.Order.in.Lineage.IIa","Unclassified.Order.in.Lineage.IIb","Unclassified.Order.in.Lineage.IIc","Unclassified.Order.in.MB.A2.108","Unclassified.Order.in.NB1.j","Unclassified.Order.in.P2.11E","Unclassified.Order.in.Parcubacteria","Unclassified.Order.in.Patescibacteria","Unclassified.Order.in.Polyangia","Unclassified.Order.in.RCP2.54","Unclassified.Order.in.Sericytochromatia","Unclassified.Order.in.SHA.26","Unclassified.Order.in.Subgroup.5","Unclassified.Order.in.Thermoleophilia","Unclassified.Order.in.Thermoplasmata","Unclassified.Order.in.TK10","Unclassified.Order.in.WPS.2","Vampirovibrionales","Vicinamibacterales","WD260","Xanthomonadales","AKIW659","Anaerolineales","Bacteroidales","Brevibacillales","Chitinivibrionia.Incertae.Sedis","Clostridia.UCG.014","Coxiellales","EC3","Elusimicrobiales","FCPU453","Flavobacteriales","Hydrogenispora","Kapabacteriales","Longimicrobiales","Phycisphaerales","RBG.13.54.9","SBR1031","Silvanigrellales","SJA.28","Spirochaetales","Subgroup.12","Syntrophobacterales","TSBb06","Unclassified.Order.in.bacteriap25","Unclassified.Order.in.Firmicutes","Unclassified.Order.in.Gitt.GS.136","Unclassified.Order.in.Margulisbacteria","Unclassified.Order.in.Myxococcota","Unclassified.Order.in.Pla4.lineage","Unclassified.Order.in.Proteobacteria","Unclassified.Order.in.SAR324.clade.Marine.group.B.","Unclassified.Order.in.TX1A.33"
"28",0.0004088773938345,0.00106498297928988,0.00092235133027784,0.00948025027100013,0.00244375558640625,0.176311735732081,0,0,0,0,0.0048780023962117,0.0007511933514634,0.00995568910104026,0,0,0,0.038092159062815,0.00909989920696803,0.00074168457486259,0,0.00204438696917255,0.0037464579807162,7.60702128064203e-05,0.00332807181028089,0,0,0.00296673829945039,0.0305421904417778,0,0,0.00099842154308426,0,0.00044691250023771,0.00047543883004012,0,0,0.00067512313865698,0,0,0.0678356122701253,0.00214898351178137,0,0.00046593005343932,0.00055150904284654,0.0479432516212464,0.00350873856569614,0.0175912367114847,0.00431698457676435,0.00623775745012647,0.00052298271304414,0.0033661069166841,0.00019017553201605,0,0.00882414468554476,0.0011125268622939,0,0,0.00062757925565296,0.0438449689063005,0,0,0,0,0,0.00309986117186163,0.00474487952380047,0.00775916170625487,0.00014263164901203,0,0,0,0.0191316585208147,0,0,0.00020919308521765,0.00029477207462487,0,0,0,0.00178765000095088,0,0,0.00614266968411844,0,0,0.00718863511020672,0,0,0,0.00045642127683852,0,0,0.0963143981895289,0,0,0.00079873723446741,5.70526596048152e-05,0.00068463191525778,0.0003803510640321,0,0.0368179829983074,0.0438544776829013,0.00047543883004012,0.00881463590894396,0.00030428085122568,0.00444059867257479,0.00136926383051557,0.00819656542989179,0.00015214042561284,0.078780214137649,0.00179715877755168,0,0,0,0.00060856170245136,0.00034231595762889,0,0.00916646064317365,0.00107449175589069,0,0.0719624213148736,0.00253884335241428,0.00052298271304414,0,0,0.00027575452142327,0,0,0,0.00041838617043531,0,0.00454519521518361,0,0.00082726356426982,0,0,0,0.00081775478766901,4.75438830040127e-05,0,0.00028526329802407,0.00033280718102808,0,0,0,0,0.00741684574862598,0,0,0.00719814388680752,0,0,0.0154517619763041,0.0202441853831086,0,0.0112488827187494,0,0.00165452712853964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028526329802407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",0.00051152565246729,0.00074007966739949,0.00094686663329052,0.00768376831153001,0.00072919614287891,0.16060817135021,0,0,0,0,0.0061600748786487,0.00129513941794911,0.0106549705056485,0.00014148581876755,0,0,0.0326179229881805,0.0107855727998955,0.00075096319192007,0,0.00138220761411375,0.00353714546918874,0,0.00409220521973836,8.7068196164646e-05,0,0.00325417383165364,0.0327702923314686,0,0,0.00088156548616704,0.00205698613438976,0.00038092335822032,0.00050064212794671,0,0,0.0014692758102784,0,0,0.0595219956030561,0.00228554014932196,0,0.00079449729000239,0.00080538081452297,0.05978320019155,0.00485405193617901,0.0209181341285562,0.00581180209399012,0.00793408937550336,0.00027208811301451,0.00503907185302888,0.00028297163753509,0,0.00755316601728304,0,0,0,0.00050064212794671,0.0444918482401341,0,0,0.00023943753945277,0,0,0.00359156309179165,0.00470168259289088,0.00705252388933632,0.00137132408959317,0,0,0,0.0215493785507499,0,0,0.00030473868657626,0.00025032106397335,0,0,0,0.00206786965891034,0,0,0.00662806643303367,0,0,0.00634509479549857,0,0,0,0.00048975860342613,0,0,0.0769138677869441,0,0,0.00085979843712587,0,0.00051152565246729,0.00050064212794671,0,0.0404105265449163,0.0489214427200104,0.00071831261835832,0.00778172003221523,0,0.00233995777192486,0,0.00843473150345008,0.00019590344137045,0.0822576783265493,0.00212228728151325,0,0.00027208811301451,0,0.00093598310876994,0.00050064212794671,0,0.00957750157811106,0.00598593848631941,0,0.0681308634988355,0.0012407217953462,0.00038092335822032,0,0,0.00261204588493938,0,0,0,0.00054417622602903,8.7068196164646e-05,0.00467991554384972,5.44176226029037e-05,0.00085979843712587,0,0.00032650573561742,0,0.00093598310876994,0,0,0,0.00052240917698787,0,0,0,0,0.00797762347358569,0,0,0.0082497115866002,0,0,0.0198515487255393,0.0201562874121155,0,0.0118086241048301,0,0.00195903441370453,0,0,0,9.79517206852267e-05,0,0,0,0,0,0,0,0,0,0,0,0.00047887507890555,0,0,0,0,0,0,0,0,3.26505735617422e-05,0,0,0,0.00029385516205568,0,0,0
"37",0,0.00061474905943393,0.00114753157761002,0.00798354111851542,0.00131966131425152,0.15363808493373,0,0,0.00076228883369808,0,0.00227866984696847,6.55732330062868e-05,0.00744256194621356,0,0,0.00019671969901886,0.0196637732477603,0.00749993852509406,0.00049999590167293,0,0.00113933492348423,0.00247538954598733,3.27866165031434e-05,0.00134425127662888,2.45899623773576e-05,0,3.27866165031434e-05,0.0157867558462636,0,0,0.00227866984696847,0.00112294161523266,0,0.00047540593929558,0,0,0.00055737248055343,0.00078687879607544,0,0.0764665863394562,0,0,0.00036065278153457,0.00046720928516979,0.0750567618298211,0.00508192555798723,0.0149834837419365,0.00290981221465398,0.0051556954451193,0.00014753977426414,0.00308194195129548,0,0,0.0121392447602888,0,0,0,0.000459012631044,0.0248194686928796,0.00037704608978614,0,0,0,9.01631953836444e-05,0.00584421439168531,0.00786059130662863,0.00567208465504381,0.00122949811886788,0,0,0,0.0220489995983639,0,0,0.00035245612740879,0.0002868828944025,0,0,0.00064753567593708,0.00071310890894336,0,0,0.0027212891697609,0,0,0.00669666642076704,0,0,0.00063114236768551,0.00059835575118236,0,0.0019098204113081,0.121851460233933,0,0,0.00117212153998738,0.00010655650363521,0.00080327210432701,0.00055737248055343,0,0.0398767223219482,0.040114425291596,0.00027868624027671,0.00936057901164745,0.00060655240530815,0.00326226834206277,0,0.00470487946820108,0,0.0627863706035196,0.00099179514922008,0,0,0,0.00070491225481758,0,0,0.010065491266465,0.00540159506889288,0,0.109826968631405,0.00967205186842731,0,0,0,0.00447537315267908,0,0,0,0,0,0.00474586273883001,0,0.00093441857033958,0.00065573233006286,0,0.00021311300727043,0,0,0,0,0.00054917582642765,0,0,0,0,0.00316390849255334,0,0,0.00487700920484258,0,0.00013114646601257,0.0213113007270432,0.0161474086277981,0,0.00947533216940845,0,0.00120490815649052,0,0,0.00097540184096851,0,0,0.00059835575118236,0,0,0,0,0,0,1.63933082515717e-05,0,0,7.37698871320727e-05,0,0,9.01631953836444e-05,0,0,0,0,0,0,0,4.09832706289293e-05,0,0.00019671969901886,0,0,0
"40",0,0,0.00060219698070893,0.00757937579168138,0.0026891210000623,0.209086944784766,0.00019727142471499,0,0,0,0.00171314658305127,0.0001765060115871,0.00725751188819902,0,0,0,0.0197167597649355,0.00609464875303694,0.00018688871815104,0,0.00262682476067861,0.0032186390348236,0,0.00098635712357497,0,0,0,0.0233714724754449,0,0,0,0,0,0,0,0,0.00106941877608655,0,0,0.0677160122100629,0,0,0.00028033307722657,0,0.0491309674605976,0.00253338040160309,0.0349481902942459,0.00208692401935337,0.00665531490749008,0,0.00296945407728887,0,0,0.00768320285732085,0,0,0,0.0003322466100463,0.0225097078306373,0,0,0,0,0,0,0.0035508856448699,0.0055132171854559,0.0001557405984592,0,0,0,0.0203604875719002,0,0.00011420977220341,0.00022841954440683,0.00034262931661025,0,0,0,0,0,0,0.00557551342483959,0,0,0.0069667961044085,0,0.00020765413127894,0,0.0003322466100463,0,0,0.0916273854268331,0,0,0.0007060240463484,0,0,0.00024918495753473,0,0.0451855389662977,0.0270573333056461,0.00025956766409867,0.003924663081172,0.00020765413127894,0.00334323151359096,0,0.00613617957929273,0,0.122806653238366,0.00113171501547023,0,0,0,0,0,0,0.00975974417011027,0.00664493220092614,0,0.0723570820441473,0.0188653778266919,0,0,0,0.00281371347882966,0,0,0,0.0005087526216334,0,0.00499408185725855,0,0.00102788794983076,0,0,0,0.0012563074942376,0,0,0,0.00066449322009261,0,0,0,0,0.00559627883796748,0,0,0.00781817804265216,0,0.00025956766409867,0.01020620055236,0.0185123658035177,0,0.00859688103494819,0,0.0005087526216334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00020765413127894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43",0,0,0.00105054509415263,0.00703666997026759,0.00293359762140733,0.154132804757185,0,0,0,0,0.00329038652130823,0,0.00917740336967294,0,0,0.00015857284440039,0.0226362735381566,0.0178592666005946,0.00106045589692765,0,0.00151635282457879,0.00226957383548067,0,0.00257680872150644,0,0,0,0.0247175421209118,0,0,0,0,5.94648166501487e-05,0,0,0,0.00046580773042616,0,0,0.0523587710604559,0,0,0.00047571853320118,0,0.0659365708622398,0.00295341922695738,0.0139544103072349,0.00325074331020813,0.00533201189296333,0.00023785926660059,0.0010009910802775,0.00037661050545094,0,0.00754212091179386,0.00077304261645193,0,0,0.00049554013875123,0.038404360753221,0,0,0,0,0,0.0118632309217047,0.00707631318136769,0.00529236868186323,0,0,0,0,0.0296927651139742,0,0.00027750247770069,0.00071357779980178,0.00023785926660059,0,0,0,0.00043607532210109,0,0,0.00414271555996036,0,0,0.00437066402378593,0,0,0.00132804757185332,0.00101090188305253,0,0.00185332011892963,0.073994053518335,0,0,0.00163528245787909,0,0.00134786917740337,0.0007234886025768,0,0.0383349851337958,0.0317839444995045,0.00169474727452924,0.0154410307234886,0.00046580773042616,0.00252725470763132,0,0.00973240832507433,0,0.0980971258671952,0,0,0,0,0,0.00032705649157581,0,0.0087611496531219,0.00554013875123885,0,0.103191278493558,0.0165510406342914,0.00022794846382557,0,0,0.00272547076313181,0,0,0,0,0,0.00623389494549058,0,0.00064420218037661,0.00024777006937561,0.00074331020812685,0,0,0,0,0,0,0,0,0,0,0.00580773042616452,0.00031714568880079,0,0.0045193260654113,0,0,0.0191575817641229,0.0252923686818632,0,0.0101288404360753,0,0.00112983151635282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021803766105054,0,0,0,0,0,0,0,0,0,0,0,0,0.00012884043607532,0,0,0
"46",0,0,0.0004659597511523,0.00906732488728811,0,0.232047956073848,0.00096970002266831,0,0,0,0.00089413898194091,0,0.0391154320832179,0,0,0,0.0154144523083898,0.0111200664937158,3.77805203637005e-05,0,0.00322393773770244,0.00302244162909604,0,0.00109563509054731,0,0,0,0.0172405107926353,0,0,0,0,0,0,0,0,0,0,0,0.0868574163161474,0.0121779210638995,0,0,0,0.0943631463617359,0.00522630531697857,0.0246077122635569,0.00086895196836511,0.00251870135758003,0,0.00206533511321563,0,0,0.0081605923985593,0,0,0,0,0.0170012341636652,0,0,0,0,0,0.0183487393899705,0.00571745208170667,0.00394176762461275,0,0,0,0,0.00629675339395008,0,0,0,0,0,0,0,0,0,0,0.00136009873309322,0,0,0.00545298843916077,0,0,0,0,0,0.00132231821272952,0.112648918217767,0,0,0.00095710651588041,0,0.0005289272850918,0,0,0.0365085761781226,0.028511699367806,0.0004785532579402,0.00924363398231872,0,0.00409288970606755,0,0.00272019746618643,0,0.0405259048434627,0.0006674558597587,0,0,0,0,0,0,0.0134498652494774,0.00419363776037075,0,0.0464952270609274,0.0185124549782132,0,0,0,0.00294688058836864,0,0,0,0,0,0.00206533511321563,0,0.0005415207918797,0,0,0,0,0,0,0,0.0002140896153943,0,0,0,0,0.00449588192328036,0,0,0.00630934690073798,0,0,0.0116489937788076,0.0135128327834169,0,0.00744276251164899,0,0.00128453769236582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",0,0,0.00065799522953458,0.0207620994747788,0,0.17721221521144,0.00042299693327223,0,0,0,0.00244398228112846,0,0.0130189056129343,8.22494036918232e-05,0,0,0.040866203720023,0.0244280728964715,0.00082249403691823,0,0.00131599045906917,0.00424171924753546,0,0.00586320749174568,0,0.00022324838144923,0,0.0183416170232766,0,0,0.00048174650733782,0,0,0.00054049608140341,0,0,0.00049349642215093,0.00121024122575111,0,0.0616048033651756,0,0,0,0.00052874616659029,0.0775376878517631,0.00797819215810685,0.0175543727307977,0.0026672306625777,0.0104691740984878,9.39993185049408e-05,0.00461771652155522,0.00029374787032794,0,0.00895343508759562,0.0008694936961707,0,0,0,0.028669792144007,0,0,0,0,0.00032899761476729,0.0172488749456566,0.0122551611500817,0.00798994207291997,0.00533446132515539,0,0,0,0.0141116476905542,0,0,0.00042299693327223,0,0,0.00037599727401976,0,0.00054049608140341,0,0,0.00478221532893887,0,0,0.00724969743969356,0,8.22494036918232e-05,0.00227948347374482,0.00057574582584276,0,0.00216198432561364,0.0972305450785482,0,0,0.00095174309986252,0,0.00240873253668911,0.00115149165168553,0,0.0433924354048433,0.046353413937749,0.00189173628491193,0.0238288272410025,0.00045824667771158,0,0,0.00407722044015181,0,0.0343332510839296,0.00096349301467564,0,0.00064624531472146,0,0,0.00028199795551482,0,0.00571045859917516,0,0,0.0490088946855135,0.00437096831047975,0.00025849812588858,0,0,0.00076374446285264,0,0,0.00062274548509523,0,0,0.00224423372930546,0,0,0.00096349301467564,0,0,0.00032899761476729,0,0,0,0,0,0,0,0,0.00365422350687958,0.00044649676289846,0,0.0058749574065588,0,0,0.0197046071415982,0.0262845594369441,0,0.00930593253198914,0,0.00108099216280682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.39993185049408e-05,0.00030549778514105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52",0,0,0.00127226463104326,0.0263021239029963,0,0.129303629848886,0,0,0,0,0.00205120216025341,0,0.0126187879732045,0,0.00098665420366619,0,0.0326374824739056,0.0278859635457236,0.00132419379965727,0,0,0.00945110868774991,0,0.004959235602638,0,0.0004933271018331,0.00083086669782416,0.0181492444305967,0,0,0,0,0,0.00025964584307005,0,0,0,0.00215506049748144,0,0.0482681622267227,0,0,0,0,0.0779197175053227,0.0140208755257828,0.0175780235758426,0,0.0105156566443371,0,0.00563431479462014,0,0,0.0124630004673625,0,0,0,0,0.0183829256893597,0.00010385833722802,0,0,0,0,0.0285091135690918,0.0209534195357532,0.00706236693150543,0.0019992729916394,0,0,0,0.0171366256426235,0,0,0.00010385833722802,0,0,0,0,0,0,0,0.00311575011684063,0,0,0.00103858337228021,0.0044659085008049,0,0.00971075453081996,0.00075297294490315,0,0,0.101235914213013,0,0,0,0,0.00031157501168406,0.00015578750584203,0,0.0442955808277509,0.0519810977826245,0.00067507919198213,0.0352599054889131,0.00041543334891208,0.00810095030378564,0,0.00166173339564834,0,0.0333385262501947,0.0004933271018331,0,0.00067507919198213,0,0,0,0,0.0143843797060809,0.00623150023368126,0,0.0688321129978709,0.0029599626109986,0,0,0,0.00096068961935919,0,0,0.00044139793321908,0,0,0.00262242301500753,0,0,0.00275224593654256,0,0.00023368125876304,0,0,0,0,0,0,0,0,0.00664693358259334,0,0,0,0.00275224593654256,0,0,0.0180453860933686,0.014877706807914,0,0.0074258711118035,0,0.00140208755257828,0,0.00018175209014903,0,0,0,0,0,0,0,0,0,0,0.00023368125876304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",0.00031849568119856,0,0.00029301602670267,0.0120391367493057,0.00099370652533951,0.162700333783474,0,0,0,0,0.00220399011389406,0.00014013809972736,0.0100517236986266,0,0,0,0.0282951563176803,0.0116059826228756,0.00066247101689301,0,0.00198741305067903,0.00410222437383749,0,0.00189823425994344,0,0,0,0.0119881774403139,0,0,0,0.0014396004790175,0,0.00064973118964506,0,0,0,0,0,0.06117665044462,0,0,0,0,0.0903381150151604,0,0.0184090503732769,0.00208933166866257,0.00848472494712972,0,0.00229316890462965,0,0,0.0104466583433129,0,0,0,0.00077712946212449,0.0477233928707927,0,0,0,0,0,0.0117716003770989,0.00690498636838484,0.00752923790353403,0,0,0,0,0.0119499579585701,0,0.00015287792697531,0.00015287792697531,0,0,0,0,0,0,0,0.00247152648610085,0,0,0.00498127245394552,0,0,0,0,0,0.0028155018217953,0.0874206945753816,0,0,0.00054781257166152,0.00010191861798354,0.00105740566157923,0.00064973118964506,0,0.0359390526664458,0.0453792646571713,0.0007516498076286,0.017733839529136,0.00054781257166152,0,0,0.0051851096899126,0,0.0590745789487095,0.00151603944250516,0,0,0,0.00061151170790124,0.00043315412643004,0,0.0117333808953551,0,0,0.123690982750274,0.00180905546920784,0,0,0,0.003325094911713,0,0,0,0.00040767447193416,0,0.00458633780925931,0,0.00091726756185186,0,0,0,0,0,0,0,0,0,0,0,0,0.00284098147629118,0.00026753637220679,0,0.00507045124468112,0,0,0.0204729023874436,0.0177720590108798,0,0.00671388895966571,0,0.00136316151552985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010191861798354,0,0,0,0,0,0,0,0,0,0,0,0,0.00014013809972736,0,0,0
"58",0,0,0,0.00974526244171853,0,0.163088067556481,0,0,0,0,0.002121145418526,0,0.00970524083004823,0,0,0,0.0275148580233326,0.0154283312989014,0.00074039981590058,0,0,0.00500270145878775,0,0.00362195585616233,0,0,0,0.0107458027334761,0,0,0,0,0,0,0,0,0,0,0,0.0610529686030456,0,0,0.00040021611670302,0,0.0669561563244152,0,0.0147879855121766,0.0019610589718448,0.00500270145878775,0,0,0,0,0.0134472615212215,0,0,0,0,0.0257539071098393,0,0,0,0,0,0.0154483421047366,0.00986532727672943,0.00954515438336702,0,0,0,0,0.021471594661117,0,0,0,0,0,0,0,0,0,0,0.00144077802013087,0,0,0.00592319852720469,0,0,0,0.00020010805835151,0,0.00328177215696476,0.0817641526424269,0,0,0.00122065915594421,0,0.00120064835010906,0.00044023772837332,0,0.047185480159286,0.031937246112901,0.00158085366097693,0.0226322213995558,0.00044023772837332,0,0.00142076721429572,0.00564304724551258,0.00022011886418666,0.100554299321634,0,0,0,0,0,0,0,0.00324175054529446,0,0,0.128309287014988,0.00164088607848238,0,0,0,0,0,0,0,0,0,0.00420226922538171,0,0.00078042142757088,0,0,0,0,0,0,0,0,0,0,0,0,0.00350189102115142,0.00050027014587877,0,0.00368198827366778,0,0,0.0185900386208553,0.0249934964881036,0,0.00698377123646769,0,0.00308166409861325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61",0,0.00056467399488028,0,0.0120338302464488,0.00335039903628972,0.212718968026904,0.00046428750690157,0,0,0,0.0018947949605983,0,0.011782864026502,0,0,0.00015057973196807,0.039778145861567,0.00981277919991969,0.00032625608593083,0,0.00252221051046529,0.00528283892988004,0,0.00323746423731366,0,0,0,0.00976258595593033,0,0,0,0.00180695678361693,0,0,0,0,0.00023841790894945,0,0,0.0661797921999699,0,0,0,0,0.0529789690307685,0.00437936053807158,0.018947949605983,0.00194498820458766,0.00450484364804497,0.00017567635396275,0.00445465040405561,0,0,0.0109672238116749,0,0,0,0.00051448075089093,0.0242809817798524,0,0,0,0,0,0.0103272599508106,0.00420368418410882,0.00878381769813783,0,0,0,0,0.0106033227927521,0,0,0,0.00021332128695477,0,0,0,0,0,0,0.00378958992119661,0,0,0.00675099131656879,0.00018822466496009,0.00031370777493349,0,0.00038899764091753,0,0.00264769362043869,0.0962706419715906,0,0,0.00050193243989359,0,0.00160618380765949,0.00042664257390955,0,0.0489258645786277,0.0301535913266074,0.0006023189278723,0.0176931185062491,0,0.00254730713245997,0,0.0033127541032977,0,0.06773578276364,0.00121718616674196,0,0,0,0,0.00038899764091753,0,0.00690157104853687,0.00698940922551824,0,0.091853636500527,0.00257240375445465,0,0,0,0.00190734327159564,0,0,0.00046428750690157,0,0,0.00271043517542539,0,0.00099131656878984,0,0,0,0,0,0,0,0,0,0,0,0,0.00257240375445465,0,0,0.00494403453295186,0,0,0.0166265120714752,0.025410329769613,0,0.00862068965517241,0,0.00253475882146263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011293479897605,0.00013803142097073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64",0,0,0.00030924646943614,0.00990963130948699,0.00180050166649486,0.194131189224479,0.00039171219461911,0,0.00122324159021407,0,0.00262515891832457,8.24657251829708e-05,0.0292684602961894,0,0,0.0001168264440092,0.034058344500567,0.0153180084527368,0.00037796790708861,0,0.00222657457994021,0.00627426725767103,0,0.00477613991684706,0,0,0,0.0216335085729993,0,0,0.00048105006356733,0.00147751090952823,0,0,0,0,0.00093461155207366,0,0,0.0600350479332028,0,0,0.00028175789437515,0.00042607291344534,0.075057554204034,0.00408205339655706,0.0209531663402398,0.00391024980242587,0.00659725801463767,0.00047417791980208,0.00434319485963646,0,0,0.00859705185032471,0.00129196302786654,0,0,0.00048105006356733,0.0280108579871491,0,0,0,6.87214376524757e-05,0,0.00564203003126825,0.00475552348555132,0.0086245404253857,0.00012369858777445,0,0,0,0.0139435796996873,0,0.00010995430024396,6.87214376524757e-05,0.00030237432567089,0,0,0,0,0,0,0.00511974710510944,0.00029550218190564,0,0.00705081950314401,0,0,0,0.00033673504449713,0,0.00261141463079408,0.0852008384015394,0,0,0.00085214582689069,0,0.00463182489777686,0.00021303645672267,0,0.0416314469298698,0.0410198261347627,0.00089337868948218,0.0158128028038347,0.00038484005085386,0.00277634608116002,0,0.0046661856166031,0,0.0623234718070302,0.0012713465965708,0,0.00046043363227158,0,0,0.00028863003814039,0,0.00799917534274817,0.00367659691440745,0.0045356148850634,0.0525031783664914,0.00847335326255025,0.00014431501907019,0,0,0,0,0,0.00024739717554891,0.0002748857506099,0,0.00252894890561111,0,0.0006803422327595,0,0.00024739717554891,0,0,0.00014431501907019,0,0,0.00050166649486307,0,0,0.00019929216919218,0,0.00498917637356973,0.00044668934474109,0,0.00476239562931657,0,0.00021990860048792,0.0196474590248428,0.0243205167852111,0,0.0079167096175652,0,0.0012850908841013,0,8.93378689482184e-05,0,0,0,0,0,0,0,0,0,0,0.00015118716283544,0,0,0.00015805930660069,0.0004192007696801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67",0,0.00084691567139672,0.00089012565463124,0.00873705861002126,0,0.204573344625542,0,0,0,0,0.00135679347356413,0.00235062308795824,0.0202914081269336,0,0,0.00041481583905145,0.0298840244049985,0.0143543564305097,0.00057901377534265,0,0.00137407746685794,0.00414815839051454,0.00020740791952572,0.00429507233351193,0,0,7.77779698221477e-05,0.0237741327756365,0,0,0.00063086575522408,0.00156420139308986,0,0.00069135973175242,0,0,0.00067407573845861,0.00236790708125205,0,0.058774219195603,0,0,0,0.00044938382563907,0.0633631194151097,0.00865063864355221,0.0200407902241734,0.00184074528579083,0.00662841142817637,0,0.00487408610885459,0,0,0.00718149921357831,0.00048395181222669,0,0,0,0.0181395509618542,0,0,0,0,0,0.00642100350865064,0.00972224622776846,0.00910866446583819,0.00558272983390082,0,0,0,0.0189691826399571,0,0,0.00021604991617263,0.00035432186252311,0,0,0,0,0,0,0.00589384171318942,0,0,0.00610989162936205,0.00057037177869575,0,0.00161605337297129,0.00121852152721365,0,0.00210000518519799,0.0888570095234803,0.00028518588934787,0,0.00084691567139672,0.0003370378692293,0.00127901550374198,0.00044074182899217,0,0.0513161760893237,0.0301260003111119,0.00095926162780648,0.015054358158909,0,0.00333581070570545,0.00091605164457196,0.00398396045422334,0.00013827194635048,0.0815545223568453,0.00170247333944034,0,0,0,0.00058765577198956,0.00034567986587621,0,0.00431235632680575,0.00563458181378226,0,0.0535803792108129,0.0116407694833814,0,0,0,0,0,0,0.00035432186252311,5.18519798814318e-05,0,0.00199630122543512,0,0.00096790362445339,0.00061358176193027,0.00018148192958501,0.00026790189605406,0,0,0,0.00014691394299739,0.00020740791952572,0,0,0,0,0.00437285030333408,0,0,0.00819261282126623,0,6.04939765283371e-05,0.0132827488462934,0.0159790518001279,0,0.010949409751629,0,0.0016246953696182,0,0.00018148192958501,0,0,0,0,0.00018148192958501,0,0,0,0.00042345783569836,0,0.00015555593964429,0,0,0,0.00018148192958501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
