"sample","Acidobacteriota","Actinobacteriota","Armatimonadota","Bacteroidota","Bdellovibrionota","Chloroflexi","Crenarchaeota","Cyanobacteria","Deferribacterota","Dependentiae","Desulfobacterota","Elusimicrobiota","Entotheonellaeota","FCPU426","Firmicutes","GAL15","Gemmatimonadota","Latescibacterota","Methylomirabilota","Myxococcota","NB1.j","Nitrospirota","Patescibacteria","Planctomycetota","Proteobacteria","RCP2.54","Thermoplasmatota","Verrucomicrobiota","WPS.2","Fibrobacterota","Margulisbacteria","SAR324.clade.Marine.group.B.","Spirochaetota","TX1A.33"
"64",0.355083668350342,0.160093461155207,0.00042607291344534,0.00582070576916469,0,0.105191904614645,0.00058413222004604,0.00074906367041198,0,8.24657251829708e-05,0.00024739717554891,0.00021303645672267,0.00028175789437515,0.0002748857506099,0.0304367247362815,0.00252894890561111,0.00659725801463767,0,0.00085214582689069,0.025454420506477,0.00050166649486307,6.87214376524757e-05,0.00483111706696904,0.005662646462564,0.237734941414974,0.00498917637356973,0.00021990860048792,0.0267532556781088,0.0243205167852111,0,0,0,0,0
"67",0.400625680557236,0.145729989456764,0.00044938382563907,0.0065247074684135,0,0.0897471351781115,0,0.00043209983234526,0,0.00235062308795824,0.00035432186252311,0,0,5.18519798814318e-05,0.0209222738821577,0.00199630122543512,0.00662841142817637,0.00026790189605406,0.00084691567139672,0.0303679762172252,0.00020740791952572,0.00021604991617263,0.00127901550374198,0.00232469709801753,0.238596885424408,0.00437285030333408,6.04939765283371e-05,0.0296679744888259,0.0159790518001279,0,0,0,0,0
"70",0.439098168595767,0.11037795732209,0.00036048179175123,0.0039652997092636,0.00016456777449513,0.103356398943632,0.00035264523106099,0.000673944219361,0,0.00047019364141465,0.00028211618484879,0,0.00037615491313172,0.00023509682070732,0.0125933530292225,0.00357347167475138,0.00411419436237824,0,0.00166135086633178,0.0363302953599724,0.00086985823661711,0.00014889465311464,0.00057206893038783,0.00310327803333673,0.233905663482411,0.0067629518756808,0.00017240433518537,0.020147797534618,0.016331392478469,0,0,0,0,0
"73",0.367719567564755,0.148230059713531,0.00061795048590422,0.0065893036023261,0.00012359009718084,0.0903638752650682,0,0.00066348367960243,0,2.60189678275463e-05,0.00026669442023234,0.000286208646103,0.00015611380696527,0.00044882719502517,0.0128663795907216,0.00267995368623727,0.00496311811310445,0,0.00109930139071383,0.0317951786852616,0.00048785564676649,0,0.00051387461459403,0.00322635201061574,0.278721688110633,0.00451429091807928,0.00020815174262037,0.0222462174925521,0.0211859445535796,0,0,0,0,0
"76",0.340156016476506,0.143331024678307,0.00030984580614588,0.00297998760616775,0,0.12436663871979,0.0001093573433456,0.00020048846280027,0,0,0.00024605402252761,0,0.00023694091058214,0.00012758356723654,0.0200761856158641,0.00404622170378741,0.00473881821164291,0.00020960157474574,0.00105712098567419,0.0231290781175956,0.00042831626143695,0,0.00085663252287391,0.00312579739729523,0.267150876681369,0.00527649181642547,0.00020960157474574,0.0324517916378085,0.0251795283053257,0,0,0,0,0
"79",0.374987744697539,0.139212065753783,0,0.00138076407725743,0.00026144645249844,0.0978054838393412,9.80424196869179e-05,0.0007271479460113,0,0,0.00019608483937383,0.0007271479460113,0,0.00045753129187228,0.0218062681786986,0.00245106049217295,0.00609497042387006,0,0.00045753129187228,0.0167979345730253,0,0,0.00102944540671264,0.00011438282296807,0.292215431876859,0.00310467662341907,0.00024510604921729,0.0189875486126998,0.0208421843851106,0,0,0,0,0
"82",0.406486027190332,0.153748111782477,0.00106998992950655,0.00859138972809668,0.00073955186304128,0.0664652567975831,0,0.00088116817724068,0,0,0,0,0,0,0.0380318479355488,0,0.00390231621349446,0,0,0.0173716012084592,0,0,0.0017151309164149,0.00605803121852971,0.230866062437059,0.00497230614300101,0,0.0362537764350453,0.0228474320241692,0,0,0,0,0
"85",0.383273027721588,0.163437704777914,0.0010684065073079,0.0118664349411664,0.00101142482691815,0.0709137012450497,0.0001139633607795,0.00039887176272828,0,0.00019943588136414,0,0,0,0.00039887176272828,0.0448873187270293,0.00156699621071825,0.00405994472777002,0,0,0.0180489472634548,0,0,0.00215105843471324,0.00742186387076555,0.221074674492151,0.00572665887917035,0.00014245420097438,0.0402860480355566,0.021952192370153,0,0,0,0,0
"88",0.384017613242549,0.11556244139112,0.00019570269498919,0.00181840420760794,7.33885106209483e-05,0.12030007746565,0.00017939413707342,0.00025278264769437,0,4.89256737472989e-05,0.00030170832144167,0.00060341664288335,0,0,0.0145961593346108,0.00548782973865536,0.00405267664206792,0,0.00066865087454641,0.0252945733273535,0.00042402250580992,0,0.00132099319117707,0.00315570595670078,0.261809434500754,0.0043054592897623,0.00024462836873649,0.0275125372038977,0.02777347413055,0,0,0,0,0
"91",0.420146949060854,0.120407841848299,0.00017803707279662,0.00308141087532612,0.00012325643501304,0.086704054451954,6.16282175065223e-05,0.00015064675390483,0,8.21709566753631e-05,0,0,0,0,0.0400035607414559,0.00256099481638215,0.00335531406424399,0,0.00058204427645048,0.012907687777755,0,3.42378986147346e-05,0,0.00336900922368989,0.256222738073228,0.00454679293603676,0.00013010401473599,0.0303758636509926,0.0149756568540849,0,0,0,0,0
"94",0.384729372874594,0.192716150236526,0,0.00645933468852708,0,0.0602237969489143,0,0.00039895890723255,0,0,0,0,0.0001899804320155,0,0.0330185990842943,0.00178581606094572,0.00541444231244182,0,0.0005699412960465,0.0264072800501548,0,0,0.00159583562893022,0.00191880236335657,0.229572354047533,0.00469251667078291,0,0.0246974561620153,0.0256093622356897,0,0,0,0,0
"97",0.360927606688491,0.177248936545586,0.0004704683119989,0.0101738772469763,0,0.0710407151118342,0,0.00080371669966479,0,0,0.00019602846333287,0.00068609962166506,0.00025483700233273,0,0.0400878207515731,0.00215631309666164,0.00664536490698449,0,0.0006272910826652,0.0279536588712681,0,0,0.00188187324799561,0.0019014760943289,0.234077588065787,0.00544959128065395,0,0.0297963264265971,0.0266990767059377,0.00050967400466547,0,3.92056926665752e-05,0.00037245408033246,0
"149",0.354786694923063,0.129853496729015,0.00027642126600939,0.00300377775730213,0.00042384594121441,0.179471113977702,0.00032249147701096,0.00117018335943979,0,9.21404220031328e-05,0,0.00060812678522067,0,0.00024877913940845,0.00748180226665438,0.00415553303234129,0.00469916152215977,0,0.00064498295402192,0.0237630148346079,0,0.00020270892840689,0.00164931355385608,0.00192573481986547,0.232083294941491,0.0020823735372708,0,0.0196811941398692,0.0313738136920667,0,0,0,0,0
"166",0.438524831031443,0.117073170731707,0,0.00320305612694681,0.00026447252424331,0.0908610049955921,0,0,0,0.00017631501616221,0.00017631501616221,0,0,0,0.036115192477226,0.00170437848956803,0.00549515133705554,0,0.00108727593300029,0.0308551278283867,8.81575080811049e-05,0,0,0.00085218924478401,0.213635027916544,0.00669997061416397,0,0.0290332059947105,0.0241551572142227,0,0,0,0,0
"175",0.433900092263082,0.131628663064013,0,0.00140591362418171,0,0.0918676683801239,0,0,0,0,0,0,0,0,0.0326435569614692,0.00193313123324986,0.00659022011335179,0,0,0.024471684020913,0,0,0,0.0043056104740565,0.205702737138087,0.00724924212468696,0,0.0342252097886736,0.0240762708141119,0,0,0,0,0
"271",0.39274703092812,0.119191472300184,0,0.00107840561876979,0,0.156078474747335,0.0001106057044892,0.00024886283510072,0,0,0.00041477139183453,0.00013825713061151,0.00037329425265108,0,0.0116550761105504,0.00436892532732376,0.00573767092037772,0,0.00174203984570504,0.0287713088802555,0.00040094567877338,0.00016590855673381,0,0.00084336849673021,0.242046758561573,0.00474221957997484,0,0.0164525985427698,0.0126920045901367,0,0,0,0,0
"274",0.316810128757824,0.161799458615603,0.00088798499018919,0.00769109580212257,0.0001861904011687,0.127655003508973,0,0.00020051273972014,0,0.00025780209392589,0.00020051273972014,0,0,0,0.019621603815471,0.00186190401168703,0.00650234170235316,0.00064450523481474,0.00071611692757193,0.0230876097449191,0,0,0.00289311238739061,0.00075908394322625,0.284198163876198,0.00201944973575285,0,0.0213689291187465,0.0206384898526231,0,0,0,0,0
"295",0.36963983300278,0.118048197353764,0,0.00105958105795093,0,0.152000072449987,9.05624835855499e-05,0,0,0.00026263120239809,0,9.96187319441048e-05,0,0.00030791244419086,0.00647521757636681,0.00373117432372465,0.00402097427119841,0,0.00115919978989504,0.0327655065612519,0.00041658742449352,0,0,0.00249046829860262,0.264034920893671,0.00539752402169877,0.00017206871881254,0.0216172648318707,0.0162106845618134,0,0,0,0,0
"319",0.423105218207494,0.119280562155946,0,0.00186877954320601,8.4560160326064e-05,0.0754107509787839,0,0,0,0,0,0,0,0,0.0352023947437404,0.00126840240489096,0.00241842058532543,0,0.00047353689782595,0.0174701291233648,0,0,0.00095552981168452,0.00295960561141224,0.254306226164605,0.00432948020869448,0.00015220828858691,0.0319383725551544,0.0287758225589596,0,0,0,0,0
"373",0.389521135087201,0.112301704601439,0.00046802640654251,0.00184747265740467,0,0.111242486944527,0,0,0,0,0,0,0,0,0.0242388412651493,0.00133018031333136,0.00275889250172431,0,0.00076362203172726,0.0218001773573751,0.00024632968765395,0,0.00332545078332841,0.00298058922061287,0.26401615922751,0.00174894078234309,0,0.0264065425165041,0.0350034486156272,0,0,0,0,0
