test,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),5.720000573177016,0.08978986023188376,63.70430423218192,1.3089362307367973e-38
tree_richness,-0.011127384705151072,0.007871905335556267,-1.4135567223973429,0.16608141799541112
