test,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),-16280.880525993261,21066.815078863066,-0.7728211628120442,0.44467291841054557
richness,6260.22159534922,4614.17511411415,1.3567368902406913,0.18331208309688374
