test,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),5257.588947659185,13217.489584303328,0.3977751534529621,0.693144942719536
shannon,1245.2594221994077,2339.970910951589,0.5321687617445645,0.5978784361347195
