test,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),4.968680873370212,7.866970992381858,0.6315875421660682,0.5315394571603416
shannon,-0.5781060335639038,1.17588009888731,-0.49163688892340573,0.6258801493539912
