test,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),249.36672423719054,6.446492114053132,38.68254545655607,1.575281304010502e-31
tree_richness,0.23232584916522772,0.5704808727747946,0.4072456417954991,0.6861741643122647
