test,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),-2.134154569252736,4.272916299406441,-0.499460888000356,0.6204118897526196
richness,0.012910875773441218,0.016902463080406396,0.7638458201046279,0.44980287017584286
