test,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),11.405423397595424,6.6582759851169016,1.7129694568218135,0.09531948700748093
richness,-2.5112410421726805,1.4583339360231529,-1.7219931458365318,0.09365387899496845
