test,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),-2.0679873925791443,4.127362544127316,-0.5010433104602389,0.6193085582085581
shannon,0.07692123028304568,0.0992519219015538,0.7750099827723484,0.44325881998079386
