test,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),-8615.122222003094,17114.40005837858,-0.5033844126943525,0.6177603900530397
richness,6876.968395646995,5626.042601077571,1.2223455958776124,0.22951988071381607
