test,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),3660.8460837141806,2779.7957799818973,1.3169478528160155,0.1959547259681505
shannon,48.062903727382206,46.91498002122344,1.0244681699883378,0.3122657933095567
