test,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),4.623361194998435,0.043187513402698816,107.05319271077826,1.1085602825797147e-46
tree_richness,-0.008033904624945316,0.0037862629065925674,-2.121855989175194,0.04080047017121283
