test,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),-2.930353501311561,4.808720447121933,-0.6093832098443998,0.5459945325361547
richness,0.02343257758868653,0.027756732067021662,0.8442124069975533,0.40397623557079365
