test,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),6804.259212926345,8262.350355699708,0.8235258637068674,0.4156314952357836
shannon,167.52756763027693,251.41665545428378,0.6663344054417238,0.5094453117815121
