test,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),42.43634665765654,1.4105502777544194,30.084958563274142,4.137625240985205e-27
tree_richness,-0.18123218955442474,0.12366338725608723,-1.4655282664959004,0.15145712816182008
