test,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),4745.019904727906,3835.4624608549884,1.2371441392415978,0.22382810424200433
richness,6.884436316039987,15.172017914296985,0.4537587784913307,0.6526528750329013
