test,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),-14416.712255554456,18978.63125455019,-0.7596286614240424,0.4524225103281473
richness,5572.834988360015,3957.952853618606,1.408009441867147,0.16770567300068026
