test,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),4.8608648889999815,0.050319774527684755,96.59949661192636,4.4239965454218214e-45
tree_richness,-0.009249841881158896,0.004411550486497062,-2.0967326361720096,0.043106231311553285
