test,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),3870.9814489311184,5042.261820094826,0.7677073478223945,0.44753294841217384
richness,101.31791765637361,195.519218773763,0.5181992762236303,0.6074043856234008
