test,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),3.0879894793016467,0.03564077120228182,86.64204996506768,2.1855927306006935e-43
tree_richness,-0.006533390181196354,0.003124637640219393,-2.0909273117306553,0.04365507889409571
