test,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),-2.68395091053048,5.631572161096241,-0.476589988328947,0.6364567817958485
richness,0.14760886777513843,0.21837037200597048,0.6759564789819685,0.5032717436829957
