test,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),5.985081322531964,5.51033706596704,1.0861552117196316,0.28462992055223
richness,-1.9865207714544113,1.8114214330434693,-1.0966640535530972,0.2800702024593803
