test,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),2.1507207576423615,1.9529309634347145,1.1012784363149144,0.27808447758689364
shannon,-0.0536036131109538,0.047023989447707325,-1.1399205754450779,0.2618471113685594
