test,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),33.770149579490045,0.810868191514706,41.64690381602863,4.708383489804391e-32
tree_richness,-0.14537233628709956,0.07108906982072447,-2.0449323173549168,0.04822509858715237
