test,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),2709.460873641687,3663.314956512199,0.7396199632862948,0.4641977044844938
shannon,91.16424317053757,88.09283073082204,1.0348656345157143,0.30744838843101957
