test,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),3.6272562176491707,2.5938458754436935,1.398408537681024,0.17054618148742937
shannon,-0.11260737661582852,0.07892863733599387,-1.4266986028970263,0.16228265998492325
